iso3a,iso3b,year,exportsallgoodatob_alldata,importsallgoodafromb_alldata,totaltradeawithb,totaltradeabgdpb,tradeagreementindex,norm_allianceindex,securitybandwidth,securitydependence,maritime_connectivity,sentiment_index,bec_1_prop,bec_2_prop,bec_3_prop,bec_4_prop,bec_5_prop,bec_6_prop,bec_7_prop,bec_8_prop,IdealPointDistance
AUS,CHN,2016,55946387456.0,35777515520.0,91723898880.0,0.82766569,4.0,0.18332878,0.02383274,0.0,0.4,0.4238856190948098,0.0651405098674337,0.4536445465372968,0.1451737008779224,0.1048910203884117,0.0410403267110499,0.0851791855832387,0.0398670212820376,0.0650636887526092,1.7241537
AUS,CHN,2017,70552436736.0,38365216768.0,108917653504.0,0.91896969,4.0,0.18332878,0.02383274,0.0,0.4,0.426337066022261,0.0786964682014139,0.4732113066450687,0.1517936472813288,0.0855951938923524,0.0378551737119995,0.0840219449208522,0.0363353318937733,0.0524909334532111,1.5917987
AUS,CHN,2018,78264147968.0,42882150400.0,121146294272.0,0.95751506,4.0,0.18332878,0.02383274,0.0,0.4,0.403940686904418,0.0772630375801748,0.4464295068201727,0.1534870819959997,0.1055139441854472,0.0416708434815061,0.0830914498709463,0.0384109232839624,0.0541332127817907,1.9710362
AUS,CHN,2019,91647549440.0,42331164672.0,133978710016.0,0.99946827,4.0,0.18332878,0.02383274,0.0,0.4,0.3713335456140555,0.0764526287270932,0.5191293779740309,0.1323743501155238,0.0788383204696787,0.0381668684827322,0.0720115331304899,0.0363703187032582,0.046656602397193,1.7931754
AUS,CHN,2020,87471849472.0,46552961024.0,134024814592.0,0.97790956,4.0,0.18332878,0.02383274,0.0,0.4,0.3185644910071268,0.0640187010381649,0.5208290242592964,0.1357629067319735,0.0640878084221112,0.0373307088400742,0.0743342244016302,0.035209723155893,0.0684269031508566,1.9767768
AUS,CHN,2021,107711471616.0,55179345920.0,162890809344.0,1.0830621,4.0,0.18332878,0.06323044,0.0,0.4,0.3353717400461666,0.0497425807493317,0.5422022826570537,0.1404705649115976,0.0822933910919429,0.0467260425637098,0.0684142535026761,0.0298918535898277,0.0402590309338605,1.6895362
AUS,CHN,2022,93285892096.0,60817227776.0,154103119872.0,0.99487633,4.0,0.18332878,0.10015397,0.0,0.4,0.3664607642094911,0.0609682399395197,0.4442922207673961,0.2024724036474018,0.0872819996704215,0.0608619149340436,0.1012297298597355,0.0418661092881122,0.0010273818933695,2.479723
AUS,CHN,2023,101050384384.0,56474783744.0,155804925952.0,0.96507788,4.0,0.18332878,0.13441989,0.0,0.4,0.3937646897055807,0.0595502248004932,0.4913039357687422,0.1958239799345628,0.0742851105100455,0.065307964627723,0.0834689461291716,0.0291253229185185,0.001134515310743,2.1418465
AUS,FRA,2006,1033786176.0,3073843712.0,4107629824.0,0.19219871,0.0,0.18332878,0.52650827,0.0,0.3,0.6888917894884115,0.0785245329760152,0.2075077746729271,0.1202850144170189,0.0157803645967663,0.2256970470804104,0.0255525016360545,0.2034882682148989,0.1231644964059086,0.112583
AUS,FRA,2007,1302535936.0,3445268992.0,4747805184.0,0.21689352,0.0,0.18332878,0.55592763,0.0,0.3,0.6385563925858551,0.0796113081632367,0.1470542592119848,0.156029370622935,0.0164487494495879,0.274860527550922,0.0381288236135838,0.2052808194028357,0.0825861419849139,0.125899
AUS,FRA,2008,1476612992.0,5094236160.0,6570848768.0,0.29941234,0.0,0.18332878,0.58149791,0.0,0.3,0.6682489664558445,0.0851497588829254,0.2013626079604677,0.1193384174885371,0.0146848559122748,0.2598601809531539,0.0368619846088246,0.1891239085900284,0.0936182856037881,0.0024499999999998
AUS,FRA,2009,1006192448.0,3697063680.0,4703256064.0,0.22065221,0.0,0.18332878,0.60093874,0.0,0.3,0.6522054713254247,0.1137352902434476,0.2048064850615165,0.1415509065281501,0.01389914614392,0.1416235554846486,0.0400563000521341,0.256306469933251,0.0880218465529319,0.073574
AUS,FRA,2010,1131483904.0,4632241152.0,5763725312.0,0.26523283,0.0,0.18332878,0.61656201,0.0,0.3,0.6830397171551833,0.1003407336907122,0.2536347294296825,0.1282696171943204,0.015606377039834,0.1355683363910062,0.0360717725769949,0.2401081104177962,0.0904003232596535,0.117837
AUS,FRA,2011,1234041472.0,5452865024.0,6686906368.0,0.30111384,0.0,0.18332878,0.62705731,0.0,0.3,0.6796689950315807,0.1235751885932644,0.2017740127070443,0.1439277129352094,0.0134647961228568,0.1263819038986337,0.0516183097512898,0.2346297937804188,0.1046282822112828,0.022359
AUS,FRA,2012,1097763968.0,3909266176.0,5007030272.0,0.22476423,0.0,0.18332878,0.63252074,0.0,0.3,0.667459545590795,0.1217551842398144,0.2003895187487974,0.1313284045107617,0.0157418243768268,0.1554065884423815,0.0391409132383779,0.2224398367829884,0.1137977296600518,0.150685
AUS,FRA,2013,1191755520.0,3698981632.0,4890737152.0,0.21828604,0.0,0.18332878,0.63897395,0.0,0.3,0.5617725583640057,0.1712047145662281,0.1800280242015378,0.1223991978222502,0.0160791106089004,0.132099985822717,0.0320909085209307,0.2600569666857248,0.0860410917717109,0.0505960000000001
AUS,FRA,2014,974861632.0,3426849280.0,4401711104.0,0.19459867,0.0,0.18332878,0.64534611,0.0,0.3,0.5433464143544058,0.174345751594845,0.1514053728245764,0.139812905595595,0.0166394854940452,0.1549567411836425,0.0341538423605701,0.2273821744090512,0.1013037265376746,0.0028810000000001
AUS,FRA,2015,812765760.0,2604722688.0,3417488384.0,0.14942329,0.0,0.18332878,0.65362477,0.0,0.3,0.3886225098118888,0.179232003751461,0.1446307701024297,0.1331161670285264,0.0211901299394305,0.1641291054583432,0.0387984844474729,0.2096521957141866,0.1092511435581496,0.308444
AUS,FRA,2016,1279673856.0,2405661952.0,3685335808.0,0.15938839,0.0,0.18332878,0.66208136,0.0,0.3,0.3945626609920442,0.1700616488962757,0.1730653672055533,0.1374372715245498,0.0220739889403865,0.1478722024380054,0.0343410627382001,0.2046649844731033,0.1104834737839258,0.208491
AUS,FRA,2017,918028928.0,2739024896.0,3657053952.0,0.15462245,0.0,0.18332878,0.66703087,0.0,0.3,0.4224909269814895,0.1801711437427763,0.1755754533027641,0.1244674824504241,0.0321160503204711,0.1760380738740805,0.0309971926313214,0.2009832225066157,0.0796513811715468,0.3202
AUS,FRA,2018,1078367616.0,2845397760.0,3923765248.0,0.16286135,0.0,0.18332878,0.6633271,0.0,0.3,0.4281769452495097,0.1664761722996733,0.2069461011783855,0.1287776573053243,0.0326261002788876,0.1697513516404851,0.0279401688527323,0.1947400369224518,0.0727424115220601,0.0274970000000001
AUS,FRA,2019,954193600.0,2675876608.0,3630070016.0,0.14794479,0.0,0.18332878,0.65161139,0.0,0.3,0.3796911798715411,0.1548114098027606,0.1583502382870373,0.1148108963255015,0.0404482619813399,0.1583385947153088,0.0233967122499023,0.2551387985906219,0.0947050880475277,0.0118849999999999
AUS,FRA,2020,1127456512.0,2742439168.0,3869895680.0,0.17116386,0.0,0.18332878,0.63287306,0.0,0.3,0.4162291313019055,0.142560073810245,0.1110502788607849,0.1098261413790211,0.1154921941135855,0.1517502273625549,0.0227256089382178,0.2560486595962359,0.0905468159393548,0.072818
AUS,FRA,2021,1174938368.0,2957991936.0,4132930304.0,0.16898911,0.0,0.18332878,0.6096248,0.0,0.3,0.401115064607602,0.1945883607349708,0.1362846090779034,0.119406366643766,0.0993769772019755,0.1721708543549476,0.022899558279886,0.1882487740098874,0.0670244996966633,0.127914
AUS,FRA,2022,1668001536.0,2714350592.0,4382351872.0,0.17471135,0.0,0.18332878,0.58166736,0.0,0.3,0.4220004606667731,0.2360728172519261,0.203946298412305,0.1104999350423769,0.0487989227029374,0.1755792870859725,0.0217132868906387,0.1967150992035497,0.0066743534102937,0.0958619999999999
AUS,FRA,2023,1221217536.0,2932251648.0,4108107264.0,0.16447763,0.0,0.18332878,0.54840827,0.0,0.3,0.4495869039104061,0.1918948692164605,0.1922488154660354,0.1052036763765372,0.0466119683633151,0.2188543949417115,0.0229155854749112,0.2130938524989413,0.0091768376620876,0.23747
AUS,DEU,2006,1194023424.0,7623862272.0,8817886208.0,0.31107047,0.0,0.0,0.75289315,0.0,0.3,0.6581247749906896,0.064796836370978,0.1537227872733765,0.2148697603421687,0.0230967602498737,0.250569963670007,0.0552503060185685,0.1292491336904431,0.1084444523845844,1.1703389457546296
AUS,DEU,2007,1281141504.0,8579831296.0,9860972544.0,0.33781317,0.0,0.0,0.75292885,0.0,0.3,0.6642167607319942,0.060211149950012,0.1483820355811269,0.229551003806066,0.0199729452029304,0.2680756856501199,0.0596039263537777,0.1455566740638228,0.0686465793921442,1.1703389457546296
AUS,DEU,2008,1756061184.0,10045863936.0,11801925632.0,0.40046063,0.0,0.0,0.7440182,0.0,0.3,0.6334062509089272,0.0583820439202007,0.1655092253652422,0.2430165001139471,0.0193908618459803,0.2763858714367846,0.0457700235147857,0.1230948824395431,0.0684505913635162,1.1703389457546296
AUS,DEU,2009,1316661120.0,9225886720.0,10542546944.0,0.3793259,0.0,0.0,0.72634548,0.0,0.3,0.6513127712442679,0.0643504783986794,0.1482297376479035,0.2207575365634193,0.0222475683410755,0.2850766714342376,0.043880187469048,0.1426725176861152,0.0727853024595215,1.1703389457546296
AUS,DEU,2010,1779057280.0,10671319040.0,12450376704.0,0.42999786,0.0,0.0,0.70787776,0.0,0.3,0.6664372996440739,0.0547335178231835,0.1573641343876344,0.2006664775427526,0.0201897245908582,0.3269072602936319,0.0408542747040607,0.1361660324050342,0.0631185782528445,1.1703389457546296
AUS,DEU,2011,2388944384.0,11588124672.0,13977068544.0,0.46449268,0.0,0.0,0.68622535,0.0,0.3,0.6535586293552049,0.0697323059916925,0.1566428381672148,0.1973800167191251,0.0233816764693129,0.3086335200161145,0.0392172077219209,0.1417247808604739,0.0632876540541453,1.1703389457546296
AUS,DEU,2012,2015054592.0,11741658112.0,13756712960.0,0.45526451,0.0,0.0,0.66018039,0.0,0.3,0.6528763603899417,0.067204817664265,0.1602484461986852,0.2186903034921967,0.0197251682473966,0.291892446090618,0.0387044970948457,0.1451511429462361,0.0583831782657566,1.1703389457546296
AUS,DEU,2013,1805652864.0,11062920192.0,12868573184.0,0.42401719,0.0,0.0,0.62666774,0.0,0.3,0.5422653163525655,0.0822200543797223,0.1223406682717802,0.2013383423045989,0.0222771622452759,0.3123544762157024,0.0442918931524112,0.1575363595844847,0.0576410438460244,1.1703389457546296
AUS,DEU,2014,1449020928.0,9936719872.0,11385740288.0,0.36704764,0.0,0.0,0.58687228,0.0,0.3,0.5381923774186984,0.0828871984455208,0.1182072422801355,0.2014950534722857,0.0183906580645741,0.3110163949360163,0.0385381143457538,0.1720033342282134,0.0574620042275004,1.1703389457546296
AUS,DEU,2015,1336834944.0,8974290944.0,10311126016.0,0.32751811,0.0,0.0,0.54245174,0.0,0.3,0.4177812624899247,0.0813261504021782,0.1103309413184153,0.1903650552224131,0.0180879759087911,0.325522936564913,0.0318293442476027,0.1718877828297498,0.0706498135059368,1.1703389457546296
AUS,DEU,2016,3035737088.0,9440829440.0,12476566528.0,0.38765597,0.0,0.0,0.50452709,0.0,0.3,0.3880388436282344,0.0974742971290418,0.096726540387205,0.1707072215589903,0.0191426582249387,0.3514028717801111,0.0286336374817102,0.1571717730729905,0.0787410003650124,1.1703389457546296
AUS,DEU,2017,1665910144.0,9989939200.0,11655848960.0,0.35270223,0.0,0.0,0.47934535,0.0,0.3,0.415009129240952,0.1191643877118029,0.1035405571212732,0.1808185775408957,0.024916955079265,0.3176859283680288,0.0324305503826405,0.1746897409526005,0.0467533028434934,1.1703389457546296
AUS,DEU,2018,1808826752.0,10731890688.0,12540717056.0,0.37540177,0.0,0.0,0.47395888,0.0,0.3,0.4132246308885021,0.1021615456665003,0.1169613031016399,0.2120702465369448,0.016788630946746,0.2976115005843603,0.0321905987318332,0.1799785277276701,0.0422376467043054,1.1703389457546296
AUS,DEU,2019,1835458816.0,9203192832.0,11038651392.0,0.32698616,0.0,0.0,0.48089585,0.0,0.3,0.4086567112897187,0.0955782357115526,0.114654589534987,0.1925899703579145,0.0175041293967963,0.2882397824684422,0.0286789259938933,0.2162625124460842,0.0464918540903298,1.1703389457546296
AUS,DEU,2020,2256594944.0,8466757120.0,10723352576.0,0.33285651,0.0,0.0,0.49316126,0.0,0.3,0.3680071257070937,0.1004127485737395,0.1257450621789436,0.1917904770079674,0.0438913435372424,0.225140545793074,0.0280065892902617,0.2367410832048017,0.0482721504139697,1.1703389457546296
AUS,DEU,2021,2219248384.0,9772646400.0,11991894016.0,0.35555226,0.0,0.0,0.50618631,0.0,0.3,0.4096620503773076,0.1327793131770959,0.1200191729372745,0.2095917436164791,0.0223536306569504,0.2354679810226331,0.0316412541414571,0.1940686722265399,0.0540782322215699,1.1703389457546296
AUS,DEU,2022,2786879232.0,9552482304.0,12339361792.0,0.3594386,0.0,0.0,0.51926786,0.0,0.3,0.4312918398936207,0.1581636261075778,0.1440691890934102,0.1913136887110282,0.0242163856122828,0.2285000591384394,0.029146795253672,0.2193874740278329,0.0052027820557567,1.1703389457546296
AUS,DEU,2023,1723195008.0,9435426816.0,11036637184.0,0.32410136,0.0,0.0,0.52388656,0.0,0.3,0.4253232765142225,0.1187285035377324,0.1410199585973021,0.1871512423529813,0.0198751116137686,0.2895100640137136,0.0326434047137556,0.1996933956792171,0.0113783194915293,1.1703389457546296
AUS,HKG,2006,2617938944.0,4148586240.0,6766524928.0,3.0541737,0.0,0.0,0.0,0.0,0.3,0.7036084152925197,0.1234686453831574,0.0343457481686928,0.2808697450124357,0.1838772543718609,0.0319440189859986,0.082263236326393,0.0890873506097628,0.1741440011416988,0.6397489
AUS,HKG,2007,2554134016.0,4802072576.0,7356206592.0,3.1187179,0.0,0.0,0.0,0.0,0.3,0.6976511878778289,0.1417599060908537,0.0241298561075781,0.2896477063591588,0.1371813413161239,0.0313257408277531,0.1368667728591101,0.1041977115641067,0.1348909648753156,0.4296354
AUS,HKG,2008,2665492480.0,5218978816.0,7884471296.0,3.273031,0.0,0.0,0.0,0.0,0.3,0.675060611380251,0.1483593385698739,0.0437811336837696,0.2020098607824444,0.1566672954503985,0.0398512934266959,0.1399992803693619,0.1017913819038696,0.1675404158135861,0.4598953
AUS,HKG,2009,2387223296.0,4926486528.0,7313709568.0,3.1126416,0.0,0.0,0.0,0.0,0.3,0.6761726450509314,0.1799381526964197,0.0543405176489275,0.174363801544133,0.1513152273403495,0.0316533665889139,0.1329895327714228,0.0997670300804363,0.1756323713293972,0.3347153
AUS,HKG,2010,3018490880.0,5050198528.0,8068689408.0,3.2162879,0.0,0.0,0.0,0.0,0.3,0.6675017595805967,0.154221658188537,0.0435277834100154,0.1467777776206469,0.244790962056,0.0275167900764203,0.1150732852303602,0.0972739948646365,0.1708177485533837,0.3400113
AUS,HKG,2011,3147724032.0,5342665728.0,8490390016.0,3.2289174,0.0,0.0,0.0,0.0,0.3,0.6911558055552279,0.1678787290460245,0.0706918454488886,0.1514730010661401,0.1939065668419792,0.0328096342557936,0.0903562505336954,0.1002047539848637,0.1926792188226147,0.3072825
AUS,HKG,2012,2646982912.0,4970224128.0,7617207296.0,2.8484139,0.0,0.0,0.0,0.0,0.3,0.6604720345702892,0.1943540590169864,0.0700137606178513,0.140215881913375,0.1653785821608723,0.0312017964118117,0.1060401665613669,0.1227916234000186,0.1700041299177178,0.3297768
AUS,HKG,2013,2438375168.0,4652502016.0,7090876928.0,2.5718257,0.0,0.0,0.0,0.0,0.3,0.5527828962387519,0.2267093137235978,0.0514751134646557,0.1509918115964076,0.1860025439192632,0.0289698861731911,0.1000510878715445,0.1257243008981704,0.1300759423531697,0.3867918
AUS,HKG,2014,2413576448.0,4219673344.0,6633249792.0,2.3411796,0.0,0.0,0.0,0.0,0.3,0.5510193700539776,0.2648466158589366,0.0471202172757475,0.1336895789944925,0.1674027736432411,0.0306705833366344,0.1085776003861602,0.1332008606158504,0.1144917698889373,0.4852607
AUS,HKG,2015,2282863872.0,4500324352.0,6783187968.0,2.3382604,0.0,0.0,0.0,0.0,0.3,0.451671659118836,0.2976951483208535,0.0421861199973901,0.104388244618663,0.1834747676832413,0.031513493998442,0.1218875051511447,0.1219992865175412,0.0968554337127242,0.185424
AUS,HKG,2016,4192646144.0,4226594304.0,8419240448.0,2.8404429,0.0,0.0,0.0,0.0,0.3,0.4238856190948098,0.1338505193152349,0.0162028208732461,0.0296567336323364,0.6545795794557695,0.0097404033169887,0.04303835948404,0.0609673205969718,0.0519642633254127,0.129747
AUS,HKG,2017,8464837632.0,4234409216.0,12699246592.0,4.1277184,0.0,0.0,0.0,0.0,0.3,0.426337066022261,0.1142552924928601,0.0137952269606391,0.0265449514411761,0.7174611814357611,0.0077563587971333,0.0353533915666149,0.0505855084031195,0.0342480889026959,0.161736
AUS,HKG,2018,7061842944.0,4160560384.0,11222403072.0,3.5467196,0.0,0.0,0.0,0.0,0.3,0.403940686904418,0.1189514280469186,0.0250142351823153,0.0316594845856016,0.6773138395132786,0.0070802812480138,0.0439845510661919,0.0578241732980553,0.0381720070596247,0.374247
AUS,HKG,2019,4669017088.0,3663470080.0,8332486656.0,2.6783392,0.0,0.0,0.0,0.0,0.3,0.3713335456140555,0.1527820970936415,0.0456681036321554,0.0369264845719135,0.5662868856738965,0.0104159379069224,0.0563643031876394,0.0806576461774457,0.0508985417563856,0.377379
AUS,HKG,2020,4056537088.0,3835492608.0,7892029440.0,2.7130136,4.0,0.0,0.0,0.0,0.3,0.3185644910071268,0.1400707275032442,0.3415764447672048,0.0290262829604553,0.3111373818812014,0.0134571921423572,0.0477952705509761,0.0828144973050404,0.0341222028895207,0.219402
AUS,HKG,2021,5632490496.0,3924596224.0,9557087232.0,3.0516288,4.0,0.0,0.0,0.0,0.3,0.3353717400461666,0.1792997059917545,0.0594493797596416,0.0549640655626533,0.5021308222897816,0.0103474952745368,0.0634676817821502,0.0866724916118061,0.0436683577276758,0.228418
AUS,HKG,2022,4003228928.0,3319936512.0,7323165696.0,2.4225457,4.0,0.0,0.0,0.0,0.3,0.3664607642094911,0.1089612022188071,0.0204390752543929,0.04658199483275,0.6913624421486538,0.0101923490015809,0.0585757171323552,0.0622819121634532,0.0016053072480067,0.036394
AUS,HKG,2023,4855284224.0,2625764352.0,7399352320.0,2.3984389,4.0,0.0,0.0,0.0,0.3,0.3937646897055807,0.1218423007907848,0.01220648347659,0.0367925946917036,0.7094988056535733,0.0106207055508948,0.0550626318900763,0.0531440395076857,0.0008324384386915,0.005711
AUS,IND,2006,7547537920.0,1006780800.0,8554318848.0,0.77148968,0.0,0.18332878,0.30970609,0.019859327,0.3,0.6796147066547411,0.0366690437646441,0.3989487593755438,0.0614970888580118,0.4300060456421661,0.0184210953144202,0.0040234684570814,0.0135364177280704,0.0368980808600624,2.1689163
AUS,IND,2007,8396332544.0,1181233920.0,9577566208.0,0.80230457,0.0,0.18332878,0.34764749,0.027005682,0.3,0.6704421471516782,0.0323416418218701,0.3717843022538203,0.0828260077762522,0.4545724486861927,0.0222981381534089,0.0044866993394264,0.0139620541901419,0.0177287077788875,1.8963109
AUS,IND,2008,11739591680.0,1509556864.0,13249147904.0,1.0766436,0.0,0.18332878,0.39362979,0.03845429,0.3,0.654392506401783,0.0550389182349352,0.4595644335876359,0.0678994828130892,0.3712264000720763,0.0186228397656445,0.0036914688037896,0.012024091798601,0.0119323649242283,2.1203932
AUS,IND,2009,12119910400.0,1381089536.0,13500999680.0,1.0171363,0.0,0.18332878,0.43302751,0.050066598,0.3,0.6536085981081939,0.0358936248318487,0.3882504733541193,0.0774631488721983,0.4574143114089394,0.0140895666689791,0.003129788336674,0.0136659098831486,0.0100931766440925,1.7560511
AUS,IND,2010,15480244224.0,1702420992.0,17182664704.0,1.1931208,0.0,0.18332878,0.45767123,0.057720758,0.3,0.6616381081562678,0.0313898445676686,0.5308395348618813,0.0529143787999853,0.3358006693371838,0.0178296161042124,0.0033226973016192,0.0142630219213294,0.01364023710612,1.8814463
AUS,IND,2011,15776183296.0,2087964160.0,17864146944.0,1.1786648,0.0,0.18332878,0.4746705,0.061264724,0.3,0.6760179307328389,0.0351422172077443,0.5684301813567141,0.0543426439932845,0.2868530385739299,0.0202333397486045,0.0032502916137068,0.0159267760319012,0.0158215114741147,1.822607
AUS,IND,2012,12435140608.0,2612069888.0,15047209984.0,0.94143504,0.0,0.18332878,0.47828037,0.057326794,0.3,0.6599800203732438,0.0609500881951297,0.542775304176587,0.0615138153902491,0.269721259657902,0.0296831840309053,0.0036962624868795,0.0218801172541707,0.0097799688081765,1.9878461
AUS,IND,2013,8958808064.0,2143278208.0,11102086144.0,0.65291381,0.0,0.18332878,0.4708094,0.048664663,0.3,0.537948344856752,0.0549032852913642,0.5843130792958732,0.0621180653235158,0.2075209703071754,0.0429639023801343,0.007332643367228,0.0318098427525984,0.0090382112821106,1.962548
AUS,IND,2014,7583822848.0,2532966656.0,10116789248.0,0.55392188,0.0,0.18332878,0.45271388,0.037699427,0.3,0.5665479759250693,0.0569117223462087,0.6100249832074758,0.0756711578558391,0.1564771517791092,0.0485852518729976,0.006413906403027,0.0354167617133209,0.0104990648220218,2.2797651
AUS,IND,2015,7556413440.0,3014220800.0,10570634240.0,0.53591609,0.0,0.18332878,0.43204924,0.029484682,0.3,0.4464016530389624,0.1059474921390687,0.5804493897153482,0.070765646919463,0.1600761069208301,0.0370801049028263,0.0058455016053842,0.030125267436578,0.0097104903605015,1.3880912
AUS,IND,2016,6502199808.0,2745024768.0,9247224832.0,0.43306565,0.0,0.18332878,0.40625709,0.023337714,0.3,0.4646834469034734,0.1195840106401674,0.5790338264145399,0.0738515067698183,0.136480343846967,0.0344337650037872,0.0089978274796952,0.0367359366091405,0.0108827832358844,1.5798722
AUS,IND,2017,10460089344.0,3576637952.0,14036726784.0,0.61553901,0.0,0.18332878,0.37331808,0.017558364,0.3,0.4346695024916425,0.1280414620825352,0.616668990337389,0.0632128842686689,0.1162043970746826,0.0365427842095255,0.0074045609316724,0.0281442767312577,0.0037806443642687,1.4237477
AUS,IND,2018,10534562816.0,3364919808.0,13899483136.0,0.57256985,0.0,0.18332878,0.331646,0.012429556,0.3,0.4378712918991344,0.0351677191803468,0.6844700319772635,0.0728213130698144,0.1111927064924905,0.0551181836868306,0.0066208417848922,0.0308978276718071,0.0037113761365548,1.7502262
AUS,IND,2019,8602095616.0,2600839936.0,11202935808.0,0.44485977,0.0,0.18332878,0.27897087,0.0079952469,0.3,0.4362932963606104,0.0425044620987722,0.679902144929799,0.0747856741628537,0.101073267455524,0.0513997789400834,0.007062008405663,0.038457592186827,0.0048150718204776,1.6223265
AUS,IND,2020,6493602816.0,3015064320.0,9508667392.0,0.40424702,0.0,0.18332878,0.21093762,0.0044892053,0.3,0.4037358354869331,0.0525195079001046,0.6314357795030923,0.0811428535577179,0.0958966868454286,0.0402460289881941,0.011659375960041,0.0488209239610524,0.0382788432843691,1.5184138
AUS,IND,2021,11735402496.0,5727374336.0,17462775808.0,0.66645408,0.0,0.18332878,0.12429972,0.0018381682,0.3,0.4175864899844497,0.0345321308967215,0.6747967962625847,0.0619623805872209,0.1565808732998642,0.028912602806726,0.0048222303312915,0.0332700115745542,0.005122974241037,1.50123291
AUS,IND,2022,15335605248.0,6364013568.0,21699618816.0,0.77395147,4.0,0.18332878,0.059452072,0.0004713549,0.3,0.4527630944931524,0.0373196808236845,0.7328785932567291,0.0577594331592743,0.1053185237974741,0.0295813096041023,0.0051578975066313,0.0310767477889576,0.0009078140631466,1.6822088
AUS,IND,2023,12080331776.0,5782645248.0,17533532160.0,0.58304232,4.0,0.18332878,0.02383274,0.0,0.3,0.4767807871043065,0.0643497491095291,0.626251307780715,0.0708209544545674,0.1603845976554039,0.0337180149524072,0.0091348333141916,0.0343308142664653,0.0010097284667204,1.5928232
AUS,IDN,2006,3726874368.0,3103830272.0,6830704640.0,1.3875803,0.0,0.18332878,0.26403192,0.11394319,0.3,0.6673962463075007,0.119436867586987,0.391627548907817,0.169710715030336,0.1509217172546323,0.0506899348398313,0.0302176356696406,0.0250949467741844,0.0623006339365713,0.6217784
AUS,IDN,2007,3536909824.0,3666121984.0,7203031552.0,1.3759117,0.0,0.18332878,0.24472733,0.09332148,0.3,0.6563710857766546,0.1482414656683191,0.3895935518746379,0.1742189333589574,0.1399370795035854,0.0496511362252001,0.0379405041954263,0.0266678016709336,0.0337495275029401,0.4164082
