iso3a,iso3b,year,exportsallgoodatob_alldata,importsallgoodafromb_alldata,totaltradeawithb,totaltradeabgdpb,tradeagreementindex,norm_allianceindex,securitybandwidth,securitydependence,maritime_connectivity,sentiment_index,bec_1_prop,bec_2_prop,bec_3_prop,bec_4_prop,bec_5_prop,bec_6_prop,bec_7_prop,bec_8_prop,IdealPointDistance
IND,SGP,2009,7057569280.0,9716065280.0,16773635072.0,8.2771158,13.0,0.18332878,0.02383274,0.0,0.4,0.6510023715405189,0.0163666878699377,0.296702799910727,0.1012062753069524,0.0872383089198257,0.1466227033993369,0.1380587203269485,0.0340968436625189,0.1797076606037528,0.0441264
IND,SGP,2010,9366677504.0,13741189120.0,23107866624.0,9.957057,13.0,0.18332878,0.02383274,0.0,0.4,0.6735351729610695,0.0130208064210252,0.389493883981689,0.0645145567511104,0.0497629559181254,0.1028191081491612,0.0987634771681743,0.0397232502334847,0.2419019613772298,0.246159
IND,SGP,2011,16147315712.0,14116661248.0,30263977984.0,12.277561,13.0,0.18332878,0.02383274,0.0,0.4,0.657977846247962,0.0134481132783316,0.3834362871200407,0.0583852282559761,0.0495665278842055,0.1791189636566653,0.0685654748177214,0.0325838112370695,0.2148955937499899,0.2105551
IND,SGP,2012,14398663680.0,10684455936.0,25083119616.0,9.7436152,13.0,0.18332878,0.02383274,0.0,0.4,0.6285552447783259,0.018237232149103,0.3082263642729128,0.0571802180920264,0.0716341728120611,0.1469044927766476,0.0708378465959803,0.0398676212981151,0.2871120520031538,0.2782691
IND,SGP,2013,13074299904.0,10932942848.0,24007243776.0,8.8970518,13.0,0.18332878,0.02383274,0.0,0.4,0.5340460891960498,0.0198268378039118,0.5519316825915711,0.0741902146671064,0.0531704978338075,0.1596034491675262,0.0742865114664553,0.0309402235661939,0.0360505829034278,0.0536578
IND,SGP,2014,9162668032.0,10573156352.0,19735824384.0,7.0371089,13.0,0.18332878,0.02383274,0.0,0.4,0.5443240973596583,0.0256547025857936,0.5134401940595186,0.1184113191714107,0.0648370241172043,0.1183624333239119,0.0870013397496842,0.03459897236159,0.0376940146308867,0.0488008
IND,SGP,2015,7317822976.0,10156652544.0,17474476032.0,6.0506868,13.0,0.18332878,0.02383274,0.0,0.4,0.4886736736018052,0.0268434993074869,0.4189452566509595,0.1211156365884342,0.0476044692579024,0.1238908097735862,0.1118447336456421,0.0363651796688913,0.1133904151070973,0.5159832
IND,SGP,2016,7117585920.0,9175022592.0,16292608000.0,5.4474368,13.0,0.18332878,0.02383274,0.0,0.4,0.4626749099589576,0.0245077943036738,0.4595189629309265,0.0968453821711495,0.0750364622055705,0.1206049904730191,0.1186024223832669,0.0444902382010139,0.0603937473313798,0.3145049
IND,SGP,2017,10663692288.0,10134929408.0,20798621696.0,6.6442986,13.0,0.18332878,0.02383274,0.0,0.4,0.4825393000003268,0.0188104392177517,0.5494232898368017,0.0695572055300297,0.0655286818669736,0.1241895214413945,0.0966535898412555,0.0368503798563503,0.0389868924094429,0.4927681
IND,SGP,2018,9385442304.0,11109016576.0,20494458880.0,6.3158875,13.0,0.18332878,0.02383274,0.0,0.4,0.4772031663968499,0.0373843189140984,0.4808101386841629,0.0901931246849353,0.0570759888499213,0.1194957096890804,0.1298569887490047,0.044428858551689,0.040754871877108,0.295616
IND,SGP,2019,9497751552.0,10102556672.0,19600308224.0,5.9748631,13.0,0.18332878,0.02383274,0.0,0.4,0.4611119428406004,0.0389241831702508,0.3850179879760861,0.0999221553864105,0.0520346660880368,0.1988230961065373,0.143254368214603,0.0484581903624603,0.0335653526956152,0.4350391
IND,SGP,2020,7198728192.0,6446426624.0,13645154304.0,4.3393049,13.0,0.18332878,0.02383274,0.0,0.4,0.4289507583043909,0.0412133224945407,0.386087433306288,0.1154348530928482,0.0477261261610528,0.1723700980208406,0.1532687834602747,0.0482941195068366,0.0356052639573184,0.3859405
IND,SGP,2021,8845435904.0,10478181376.0,19323617280.0,5.5591803,13.0,0.18332878,0.02383274,0.0,0.4,0.4200108914300617,0.0426651072493491,0.4133858469317348,0.1085480239264263,0.0946459393131978,0.1328116265821666,0.1408077332967163,0.0420898327674752,0.0250458899329339,0.49001629
IND,SGP,2022,9129026560.0,10745434112.0,19874461696.0,5.5164623,13.0,0.18332878,0.02383274,0.0,0.4,0.4289475503808469,0.0389851526820979,0.4134005404346283,0.0893135076198665,0.0795841273897245,0.1839247734673951,0.1484890188931111,0.0380985926130005,0.008204286900176,0.379514
IND,SGP,2023,9055748096.0,10797107200.0,19334821888.0,5.3127155,13.0,0.18332878,0.02383274,0.0,0.4,0.4813927382699201,0.0283685852501593,0.5145327679195776,0.08966444856741,0.0709541781473503,0.1550555508022826,0.0936884296041844,0.0421755714660841,0.0055604682429517,0.4113099
IND,CHE,2006,526818176.0,1685881984.0,2212700160.0,0.39728731,0.0,0.0,0.0,0.0,0.0,0.6806149968390423,0.0063560998012603,0.031417933197737,0.0413602007726388,0.8437788780971288,0.0072132104844345,0.0054150554334115,0.0464521275419901,0.018006494671399,1.3649866
IND,CHE,2007,624420416.0,2072813440.0,2697233920.0,0.46567747,0.0,0.0,0.0,0.0,0.0,0.7163342603290674,0.0059257875880715,0.0228944564102626,0.0356133392187074,0.8655628968096205,0.0057543314614317,0.0048549864638692,0.0426437472513466,0.0167504547966905,1.2667393
IND,CHE,2008,801788160.0,2325976064.0,3127764224.0,0.52552778,0.0,0.0,0.0,0.0,0.0,0.6854317527471601,0.0059883557652248,0.0300731911456373,0.0360117536465787,0.848841001217245,0.0096229965242417,0.0042133522031773,0.0432322246920625,0.0220171248058327,1.3894236
IND,CHE,2009,650883520.0,2091370752.0,2742254336.0,0.47053963,0.0,0.0,0.0,0.0,0.0,0.6474802080016981,0.0060405888182467,0.0325785021544274,0.0491506074092392,0.8229009294737918,0.0087949091954855,0.0103583512025652,0.056437752952224,0.0137383587940201,1.2909174
IND,CHE,2010,637693248.0,2556137472.0,3193830656.0,0.53068137,0.0,0.0,0.0,0.0,0.0,0.7083387720038858,0.0028943458952257,0.0142432522367094,0.0276154158399468,0.9043445321552672,0.006392397638473,0.0039628442371833,0.0317312940600231,0.0088159179371715,1.3163884
IND,CHE,2011,1007426240.0,3362884608.0,4370311168.0,0.71248102,0.0,0.0,0.0,0.0,0.0,0.670136219602974,0.0028938469059041,0.0113547042053303,0.0197141004937914,0.9239408376524044,0.0040522299433588,0.0046699556323193,0.0221702934034956,0.011204031763396,1.2204154
IND,CHE,2012,1136253568.0,30125271040.0,31261523968.0,5.0351977,0.0,0.0,0.0,0.0,0.0,0.6759853305412376,0.0055879520335758,0.013452556125685,0.0206020972499717,0.8993715274912971,0.0075017474598846,0.0050917385940418,0.0289276503516172,0.0194647306939268,1.3727018
IND,CHE,2013,1662253696.0,24956028928.0,26618281984.0,4.2106214,0.0,0.0,0.12314735,0.0,0.0,0.5448375226095399,0.0050846569434537,0.0449852041415154,0.0218419415108193,0.8725693857654857,0.0082210638513551,0.0034777721677427,0.0327550963487813,0.0110648792708468,1.2787496
IND,CHE,2014,1072800896.0,19945066496.0,21017866240.0,3.2453134,0.0,0.0,0.26552731,0.0,0.0,0.5426615354742119,0.0050831432051247,0.0216808484695543,0.0274481250666154,0.896663721135413,0.008349899574794,0.0026760842416468,0.0277894271885061,0.0103087511183456,1.67682
IND,CHE,2015,897350528.0,20218021888.0,21115371520.0,3.2071974,0.0,0.0,0.41657984,0.0,0.0,0.4434544269196588,0.0057861643821239,0.0190111864738419,0.0286747477486144,0.9034651262602358,0.0040049260933454,0.0021509746975822,0.0258605571376803,0.0110463172065761,0.8360696
IND,CHE,2016,972992064.0,13665941504.0,14638934016.0,2.1789339,0.0,0.0,0.44026113,0.0,0.0,0.4565994278070616,0.0080278907367703,0.0275463040317007,0.0327818191966301,0.8656816149598852,0.0118616189089099,0.003291303334975,0.0343396683511565,0.0164697804799722,0.982776
IND,CHE,2017,915372416.0,18377158656.0,19292530688.0,2.8268008,0.0,0.0,0.4399212,0.0,0.0,0.3931725480915249,0.0046316401905718,0.0286790335580077,0.03023892803038,0.8936554276011766,0.0050569168750492,0.002714750512649,0.0272681325252285,0.0077551707069372,0.8722042
IND,CHE,2018,1113281920.0,16034807808.0,17148090368.0,2.4413786,0.0,0.0,0.42538071,0.0,0.0,0.4139489430405753,0.0100809092671905,0.0578163999492318,0.0358290176268698,0.8364837075289974,0.0106693879291658,0.0027867747952902,0.041136471542657,0.0051973313605975,0.9686601
IND,CHE,2019,1126232832.0,15833593856.0,16959826944.0,2.3856835,0.0,0.0,0.40852574,0.0,0.0,0.4480327243510938,0.0181631400495056,0.0563124295317703,0.027072165503607,0.8352263972977473,0.0101844182616568,0.0031233759580622,0.0453426700763313,0.0045754033213194,0.9829452
IND,CHE,2020,1106168960.0,8773107712.0,9879276544.0,1.4237542,0.0,0.0,0.38845718,0.0,0.0,0.428428512857492,0.0192587444035409,0.0796246907558799,0.0304437331019672,0.7860562227609417,0.0116217524419711,0.0048695706550463,0.061066153056828,0.0070591328238249,0.8886156
IND,CHE,2021,1069649856.0,26032484352.0,27102134272.0,3.7576702,0.0,0.0,0.36359999,0.0,0.0,0.4727154835421959,0.009060637448537,0.037117890850409,0.0159415614992371,0.8900253886846033,0.0120095060201411,0.0014006659860887,0.0300576729821082,0.0043866765288756,0.85116181
IND,CHE,2022,1032378944.0,11475440640.0,12507819008.0,1.6991982,0.0,0.0,0.33074057,0.0,0.0,0.4802894137174919,0.0154415126587013,0.0791848517903407,0.0287480920139639,0.7985622808842924,0.0140233774511534,0.0028142232771987,0.0578608309189264,0.0033648310054231,1.1091888
IND,CHE,2023,1043290880.0,12537696256.0,13413600256.0,1.7926545,0.0,0.0,0.28102621,0.0,0.0,0.3816477154143322,0.0070643211899447,0.0496745741374159,0.0322958705495925,0.8537102747075498,0.006386419638304,0.0025760612021904,0.0461294908267742,0.0021629877482284,0.9830543
IND,THA,2006,1514341504.0,2040660224.0,3555001600.0,1.2513406,1.0,0.18332878,0.02383274,0.0,0.3,0.6924317179532689,0.0713856774707249,0.1724087753276053,0.1904323264123887,0.1951548405205216,0.1551929483671979,0.0435416338850779,0.0386966059104558,0.133187192106028,0.2476869
IND,THA,2007,1854382080.0,2875612672.0,4729994752.0,1.5791082,1.0,0.18332878,0.02383274,0.0,0.3,0.661354320945652,0.095184894359602,0.1375530002540918,0.2029934455537452,0.1649874955333245,0.1894453723573942,0.0437606787699642,0.0379891727445738,0.1280859404273042,0.2341885
IND,THA,2008,2255272960.0,3440046592.0,5695319552.0,1.8691251,1.0,0.18332878,0.02383274,0.0,0.3,0.6215460793530684,0.1196328506875889,0.167749666653303,0.2228658818993414,0.1435697164270476,0.1902514505937661,0.0362609302956125,0.033175377502528,0.0864941259408125,0.379707
IND,THA,2009,1671899520.0,3375801600.0,5047701504.0,1.6681046,9.0,0.18332878,0.02383274,0.0,0.3,0.6392036076860836,0.115485416121153,0.189550980033897,0.22023257140486,0.1275229691026165,0.1450113993479641,0.0717140058852143,0.0436981553914088,0.0867845027128864,0.0261739
IND,THA,2010,2209267456.0,4526450688.0,6735718400.0,2.0703862,9.0,0.18332878,0.02383274,0.0,0.3,0.651752811299793,0.1112302547325673,0.2109169862196645,0.2511909108973407,0.1205986826285678,0.1591350815167219,0.0575235324534463,0.0310603693201795,0.058344182231512,0.0098508
IND,THA,2011,3224450816.0,5127985664.0,8352436224.0,2.5459342,9.0,0.18332878,0.02383274,0.0,0.3,0.6180353353957928,0.0980570030486066,0.2222324960186293,0.1944659066233139,0.1628965183240994,0.1539758650890867,0.0558279576636875,0.0343357980079763,0.0782084552246002,0.1028481
IND,THA,2012,3386225408.0,5331423232.0,8717648896.0,2.4777966,9.0,0.18332878,0.02383274,0.0,0.3,0.6048143472855934,0.1281530800622095,0.1751934010937881,0.1934080295897419,0.1487695169451521,0.1880401763782476,0.056229702659052,0.0325631168037427,0.0776429764680661,0.2103195
IND,THA,2013,3788341504.0,4948170240.0,8736512000.0,2.4181643,9.0,0.18332878,0.02383274,0.0,0.3,0.5482686901294245,0.1745169298524173,0.1765123550850058,0.1797291636735864,0.1392178263667357,0.1954828054185765,0.0487525987679991,0.0290279512635228,0.0567603695721565,0.1796844
IND,THA,2014,3310386688.0,5274468864.0,8584855552.0,2.3530242,9.0,0.18332878,0.02383274,0.0,0.3,0.5425452586731639,0.1454970161630709,0.1962202336951466,0.2066754528718507,0.1220708614166295,0.1931018179093622,0.0679699151567954,0.0329136834012535,0.0355510193858912,0.4353403
IND,THA,2015,2996753920.0,4951502336.0,7948256256.0,2.1123405,9.0,0.18332878,0.02383274,0.0,0.3,0.410230256491419,0.1242914749844487,0.1833670939117402,0.2277545068915854,0.1208176451238654,0.1896170261742803,0.0697650679473351,0.0364746856202539,0.047912499346491,0.2964161
IND,THA,2016,2784379392.0,4813751808.0,7598131200.0,1.9522245,9.0,0.18332878,0.02383274,0.0,0.3,0.4363944012214308,0.1070850953162166,0.1967177922153888,0.2321741386912787,0.1286699056344334,0.1807012871796777,0.0764873623503802,0.0342072909421784,0.0439571276704461,0.1678871
IND,THA,2017,3304750592.0,5947259392.0,9252009984.0,2.2818398,9.0,0.18332878,0.02383274,0.0,0.3,0.4496135764332491,0.109441212366138,0.2262359938010638,0.2262566422736719,0.1150987185019085,0.1794599687437653,0.082370815304298,0.0291579437640404,0.0319787052451142,0.3605651
IND,THA,2018,3933836800.0,6812184576.0,10746021888.0,2.5429242,9.0,0.18332878,0.02383274,0.0,0.3,0.4454511494540288,0.111747265264575,0.2362584367738546,0.2214069898495998,0.1233472769921144,0.1784772899100323,0.0670889166425054,0.0290675016730527,0.0326063228942657,0.0653376000000001
IND,THA,2019,3812899328.0,6443924992.0,10256824320.0,2.3760378,9.0,0.18332878,0.02383274,0.0,0.3,0.4284418766663194,0.0962943589613314,0.2124948502031437,0.2295174855464012,0.1473758913070337,0.1800073285433546,0.0656801211786026,0.030767683467844,0.0378622807922888,0.2885907
IND,THA,2020,3287869696.0,4737630208.0,8025499648.0,1.981933,9.0,0.18332878,0.02383274,0.0,0.3,0.3498979830981955,0.110554720035945,0.2104362827065273,0.2238482079556708,0.1419152984051936,0.1897959139132925,0.0603819344766301,0.0374388466308876,0.025628795875853,0.1911902
IND,THA,2021,4578214400.0,6970964480.0,11549178880.0,2.7743297,9.0,0.18332878,0.02383274,0.0,0.3,0.4203040079535227,0.1326249799170009,0.2103211422875151,0.2197080465145628,0.1451287478395352,0.1844808275685248,0.0485521921767318,0.0285514416567277,0.0306326220394016,0.23522579
IND,THA,2022,4663011328.0,8017039872.0,12680050688.0,2.9689512,9.0,0.18332878,0.02383274,0.0,0.3,0.4293701312277319,0.1619964111195384,0.2115633674102367,0.2135296109094851,0.1640080298864033,0.1448007895771572,0.0685333322111929,0.0286364318583137,0.0069320270276727,0.042284
IND,THA,2023,3783308800.0,7491316224.0,11080332288.0,2.571137,9.0,0.18332878,0.02383274,0.0,0.3,0.4287662946007922,0.1565025642714097,0.2228281012198534,0.2228369791486932,0.0937671622315066,0.1621366399225154,0.1047862519296479,0.0361943217230271,0.0009479795533468,0.0950786
IND,ARE,2006,12512723968.0,8010826752.0,20523550720.0,8.066247,0.0,0.0,0.0,0.0,0.4,0.7212017011247718,0.0315654747959752,0.3017433239806854,0.0909904441812053,0.3523390306743044,0.049656401690639,0.008909413249279,0.0114391375573167,0.153356773870595,0.1992241
IND,ARE,2007,15906483200.0,12498720768.0,28405204992.0,10.819395,0.0,0.0,0.0,0.0,0.4,0.66168158769899,0.039474681301014,0.3264838401522671,0.0781020566709745,0.333512138895634,0.0512231775491062,0.0101204756756434,0.0099441467626838,0.1511394829926768,0.1916386
IND,ARE,2008,25420148736.0,24016996352.0,49437147136.0,18.24791,0.0,0.0,0.0,0.0,0.4,0.6269000672718311,0.0426682872141855,0.4004012638547739,0.0710057186147456,0.3126288399026488,0.0485090786378699,0.0061927354255827,0.0075413367363645,0.1110527396138291,0.1679603
IND,ARE,2009,21700038656.0,15272444928.0,36972482560.0,14.402153,0.0,0.0,0.0,0.0,0.4,0.648127032392732,0.0315652358290906,0.1741703398535994,0.0444406723183982,0.6421133494051462,0.0259760015889509,0.0091928794659865,0.0082346940933042,0.064306827445524,0.5083995
IND,ARE,2010,30392602624.0,30100103168.0,60492705792.0,23.192358,0.0,0.0,0.0,0.0,0.4,0.6769632126535713,0.0264186066193317,0.1912554570823443,0.0501909459355411,0.6072511680571431,0.0269171005896429,0.0047956469706828,0.0063294893509124,0.0868415853944017,0.3949517
IND,ARE,2011,38772965376.0,33638402048.0,72411365376.0,25.963036,0.0,0.0,0.0,0.0,0.4,0.6437827477643999,0.0287702966723249,0.2286966667663232,0.041906875283085,0.5787200846151443,0.0357250606315037,0.0065063635994548,0.0061607268580458,0.0735139255741182,0.1486328
IND,ARE,2012,35805229056.0,35370946560.0,71176175616.0,24.424982,0.0,0.0,0.0,0.0,0.4,0.6347572799551775,0.0239088734666585,0.2564330056697046,0.0480017802226536,0.5393688435464489,0.0364097316076436,0.0054406392326668,0.0063414969788517,0.0840956292753724,0.3847999
IND,ARE,2013,30998353920.0,30394126336.0,61392478208.0,20.054237,0.0,0.0,0.0,0.0,0.4,0.5322414749979653,0.0332120277006378,0.3149125800308777,0.0597736676806788,0.4975659086440979,0.0613401605298196,0.0073217750713079,0.0071971271813435,0.0186767531612367,0.2777813
IND,ARE,2014,31511588864.0,24387799040.0,55899385856.0,17.488638,0.0,0.0,0.0,0.0,0.4,0.5449655941460625,0.0394343430054211,0.3844025955043995,0.0705278402045662,0.3973225336335073,0.0792953805612113,0.0053020598977343,0.0077191766430295,0.0159960705501308,0.0227256
IND,ARE,2015,28800077824.0,18333599744.0,47133675520.0,14.035936,0.0,0.0,0.0,0.0,0.4,0.4210421410932232,0.0473821999710677,0.2819179572288265,0.0738867289226786,0.5019740904870712,0.0667071733786556,0.0072299722661671,0.0081095157433378,0.0127923620021954,0.6312265
IND,ARE,2016,28767115264.0,17093888000.0,45861003264.0,13.261224,0.0,0.0,0.0,0.0,0.4,0.4373453094764082,0.0538194302416199,0.2693750590963684,0.0710710472979357,0.5168743885669127,0.0563278051678344,0.0071438861068301,0.0088846760725747,0.016503707449924,0.4968927
IND,ARE,2017,27634868224.0,20041428992.0,47676297216.0,13.466473,0.0,0.0,0.0,0.0,0.4,0.4446216258907013,0.0491346214845222,0.3057302717429223,0.0705944622469466,0.4793867756726442,0.0655219057508357,0.0071080800950442,0.0090663340420255,0.0134575489650593,0.2492507
IND,ARE,2018,26109278208.0,22743296000.0,48852574208.0,13.636487,0.0,0.0,0.0,0.0,0.4,0.4123591273620079,0.0478086471454743,0.4036287334043534,0.0774760382977665,0.3492635533841847,0.0790507840563005,0.0094147225200523,0.0145554151170569,0.0188021060748114,0.3401937
IND,ARE,2019,26333569024.0,25140869120.0,51474440192.0,13.894313,0.0,0.0,0.0,0.0,0.4,0.4028482431356152,0.0416031232190213,0.3908779445104497,0.0768258327666273,0.353485188394956,0.0714793524690812,0.0095114442038507,0.0187494769350762,0.0374676375009374,0.4758616
IND,ARE,2020,15724515328.0,19661615104.0,35386130432.0,10.175902,0.0,0.0,0.0,0.0,0.4,0.3930420691042978,0.060816393027213,0.4190846993961108,0.0855974965845178,0.2918854316748979,0.0831347602598417,0.011379458541478,0.0150328971089029,0.0330688634070379,0.4646217
IND,ARE,2021,21101477888.0,33696923648.0,54798401536.0,14.49819,0.0,0.0,0.0,0.0,0.4,0.4514678753673765,0.0513437261686297,0.4063858738850598,0.0671886754637232,0.3447701477933908,0.0718160815310486,0.0108538594970935,0.0119895310661931,0.0356521045948613,0.48502949
IND,ARE,2022,24140085248.0,39082643456.0,63222726656.0,15.572898,4.0,0.0,0.0,0.0,0.4,0.4081521706958744,0.047914370564465,0.4838452079146809,0.0630632988965496,0.265047248500598,0.0765274256390831,0.0392544831742047,0.0137431612583765,0.0106048040520422,0.4513729
IND,ARE,2023,24722704384.0,31631452160.0,53876686848.0,12.846809,4.0,0.0,0.0,0.0,0.4,0.4200833383624696,0.0495460816112071,0.3942176778984095,0.0724003699514073,0.3438281761160611,0.0693695596024042,0.0473918735757978,0.0223338135598723,0.0009124476848406,0.4117198
IND,USA,2006,20737320960.0,11302255616.0,32039577600.0,0.21310367,0.0,0.0,0.35358417,0.0,0.4,0.6817384100698106,0.0640069263097793,0.1066655027234834,0.1356369976162032,0.3477101570054133,0.1411071717662746,0.0377265849957834,0.0624413115214545,0.1047053480616082,3.3617833
IND,USA,2007,21908199424.0,18999791616.0,40907993088.0,0.26672846,0.0,0.0,0.43978429,0.0,0.4,0.6744603955571982,0.0624600195403452,0.1202869838155582,0.1371747974233336,0.3215844610121733,0.1314130859460292,0.0347397869714194,0.0709752379014942,0.1213656273896468,3.2416269
IND,USA,2008,23315185664.0,19413055488.0,42728243200.0,0.27825662,0.0,0.0,0.52942121,0.0,0.4,0.6717762423304084,0.1112945527055512,0.1171881599100138,0.1267589205145373,0.2316496049545832,0.2320534525211141,0.0221916466878626,0.0634184354954385,0.0954452272108993,3.4288972
IND,USA,2009,19194019840.0,17285519360.0,36479541248.0,0.24390519,0.0,0.18332878,0.55167729,0.0,0.4,0.6677287124030306,0.0786078724967955,0.1260023473158339,0.1393856344609614,0.3073831369736174,0.1162441944329621,0.0528757179444771,0.0913638302486027,0.0881372661267498,3.0381021
IND,USA,2010,24319811584.0,19799484416.0,44119298048.0,0.28720501,0.0,0.18332878,0.56017822,0.0,0.4,0.6576773521025194,0.0673421837412961,0.1258746115057031,0.137116426617214,0.2973025911343215,0.1092344948481606,0.0415031479865972,0.096789355057548,0.1248371891091595,3.0901943
IND,USA,2011,33359486976.0,21542184960.0,54901669888.0,0.35193899,0.0,0.18332878,0.59694326,0.0,0.4,0.6593804304017983,0.090382903089644,0.131950389295798,0.13137029648364,0.300807161795754,0.0928750792607882,0.0378809898262157,0.0877503979713721,0.126982782276788,3.032739
IND,USA,2012,35472072704.0,21663623168.0,57135693824.0,0.35809371,0.0,0.18332878,0.63850856,0.0,0.4,0.6479458582454158,0.1342049082863929,0.1329296374182025,0.1350892946605045,0.2776275553616151,0.0783485778116518,0.0367256669590937,0.093083082658652,0.1119912768438875,3.2351701
IND,USA,2013,37549608960.0,21157011456.0,58706620416.0,0.36128539,0.0,0.18332878,0.7123934,0.0,0.4,0.5318073279500318,0.0979335657816218,0.1724478200675682,0.1263262081773087,0.2904708171785716,0.0771395813973787,0.0302655737317604,0.0955174333001649,0.1098990003656256,3.259621
IND,USA,2014,40370839552.0,20527126528.0,60897968128.0,0.36638829,0.0,0.18332878,0.78009599,0.0,0.4,0.5442970189061753,0.098923724775492,0.188972455056179,0.1351763785741329,0.302130570303064,0.0797554967081852,0.0317803840438282,0.101044137670035,0.0622168528690838,3.5147031
IND,USA,2015,38380310528.0,20453132288.0,58833444864.0,0.34464073,0.0,0.18332878,0.83928549,0.0,0.4,0.4508600831980663,0.0862646793613099,0.1468203281110598,0.1381380452422417,0.3262028263938172,0.0877895918824581,0.0321824168378452,0.1198852978752991,0.0627168142959689,2.7170482
IND,USA,2016,39433510912.0,20387624960.0,59821133824.0,0.34467873,0.0,0.18332878,0.85415125,0.0,0.4,0.40382494950406,0.0809374447578191,0.1396758762240653,0.1453802916265901,0.326152883121866,0.07950068352664,0.0348934964643777,0.1243687466595195,0.0690905776191224,2.8329702
IND,USA,2017,42380050432.0,23644424192.0,66024472576.0,0.37202981,0.0,0.18332878,0.84953004,0.0,0.4,0.3939557456403901,0.0900476101217709,0.1697910170802883,0.138460106732551,0.3020166178699351,0.1159606889068776,0.0304243037566311,0.1065287430531737,0.0467709124787723,2.8383207
IND,USA,2018,46452633600.0,29808070656.0,76260704256.0,0.41752034,0.0,0.18332878,0.83959812,0.0,0.4,0.4046591072024006,0.0740097313226995,0.2131741582309505,0.1345558214254117,0.3149822876967305,0.11602753767163,0.0262369990961108,0.0957270566127116,0.0252864079437553,2.9779262
IND,USA,2019,47714717696.0,30280439808.0,77995155456.0,0.41746247,0.0,0.18332878,0.841721,0.0,0.4,0.3898058247497897,0.0720318422095716,0.2169731662817756,0.1408512514293065,0.2896217182292671,0.1137488370096481,0.0342696369401181,0.1055326503633288,0.0269708975369842,2.8031245
IND,USA,2020,42925469696.0,23833292800.0,66758762496.0,0.36991322,0.0,0.18332878,0.84478587,0.0,0.4,0.3967732711091725,0.0828328615671509,0.2080835902526879,0.1512128052533541,0.2646252683582247,0.1044061796154448,0.0300107414375428,0.1289059713059648,0.02992258220963,2.8376448
IND,USA,2021,59298787328.0,33243303936.0,92542091264.0,0.47509134,0.0,0.18332878,0.85130256,0.0,0.4,0.4028768462008399,0.0653753600799114,0.2656853364518817,0.1487283008854,0.2844579335839577,0.0892746021538096,0.0234982913983946,0.0931350771476325,0.0298450982990126,2.71068791
IND,USA,2022,61851971584.0,36445802496.0,98297774080.0,0.49444714,0.0,0.18332878,0.84612954,0.0,0.4,0.4115243604493306,0.0596364742506556,0.2942284235823359,0.1593945840041882,0.2567190128988951,0.0982744542857191,0.0380406491326624,0.0857024580975503,0.0080039437479934,2.8045998
IND,USA,2023,56748552192.0,30014035968.0,84882898944.0,0.41465679,0.0,0.18332878,0.83288342,0.0,0.4,0.4094842007398248,0.0603241992004244,0.2645986140661071,0.1708497048317758,0.1900426351935912,0.1231946795391805,0.0785191961899863,0.1090145785772066,0.0034563924017281,2.7518122
IND,VNM,2006,1018777472.0,154336000.0,1173113472.0,0.89575148,1.0,0.18332878,0.02383274,0.0,0.3,0.7163076498204921,0.3464187351450553,0.1530222560700199,0.1335583395296231,0.069788756574574,0.0727192461644246,0.0095449014525705,0.1037147820898987,0.111232982973834,1.1703389457546296
IND,VNM,2007,1563228544.0,194076000.0,1757304576.0,1.2525216,1.0,0.18332878,0.02383274,0.0,0.3,0.7157174924275063,0.4396900163842749,0.1152320791354951,0.1148944487852845,0.0715828758496691,0.063847983461946,0.0056661341446942,0.0855288823087792,0.103557579929857,1.1703389457546296
IND,VNM,2008,2079779840.0,404560000.0,2484339968.0,1.6758322,1.0,0.18332878,0.02383274,0.0,0.3,0.6278987722301984,0.5160112624909976,0.1074821404921673,0.0987571686997588,0.0606493602589279,0.0787154309495884,0.0094285995762884,0.061609728730473,0.0673463088017986,1.1703389457546296
IND,VNM,2009,1808597888.0,440580000.0,2249177856.0,1.4395006,9.0,0.18332878,0.02383274,0.0,0.3,0.6093531257599071,0.4601403549653234,0.0733614455445827,0.0980354302735159,0.0603514786170978,0.1023131706849892,0.0323932286096941,0.0663002094343223,0.1071046818704746,1.1703389457546296
IND,VNM,2010,2559673856.0,1021378496.0,3581052160.0,2.153579,9.0,0.18332878,0.02383274,0.0,0.3,0.673928637288103,0.3491648989041282,0.1128460855175624,0.0876935570227193,0.0923380939419886,0.1598801724084926,0.0221942731190001,0.0447234332341378,0.1311594858519709,1.1703389457546296
IND,VNM,2011,3403002112.0,1553920000.0,4956921856.0,2.8014374,9.0,0.18332878,0.02383274,0.0,0.3,0.7380952322072948,0.3969382004485347,0.0759629950512737,0.0872457413627569,0.0638723091607051,0.079414193879901,0.0289522942652368,0.0439719123258671,0.2236423535057248,1.1703389457546296
IND,VNM,2012,3598033152.0,1746572544.0,5344605696.0,2.8630691,9.0,0.18332878,0.02383274,0.0,0.3,0.6139339346082398,0.3742549816498471,0.0761296566133491,0.0865892741779536,0.0582894089720395,0.0644744718488403,0.0413257915215221,0.0441053468023316,0.2548310684141168,1.1703389457546296
IND,VNM,2013,5143544832.0,2283319808.0,7426864640.0,3.7693284,9.0,0.18332878,0.02383274,0.0,0.3,0.5655744307450624,0.5010138793046834,0.0527534998864756,0.0626090039451127,0.0679485360312556,0.0772674566159575,0.0475384281946046,0.0329709883832832,0.1578982076386273,1.1703389457546296
