country_a,country_b,year,total_export_A_to_B,total_import_of_A_from_B,trade_volume,bec_1_export_A_to_B,bec_2_export_A_to_B,bec_3_export_A_to_B,bec_4_export_A_to_B,bec_5_export_A_to_B,bec_6_export_A_to_B,bec_7_export_A_to_B,bec_8_export_A_to_B,bec_1_import_A_from_B,bec_2_import_A_from_B,bec_3_import_A_from_B,bec_4_import_A_from_B,bec_5_import_A_from_B,bec_6_import_A_from_B,bec_7_import_A_from_B,bec_8_import_A_from_B
FRA,IND,2012,4343987712.0,4979978240.0,9323965952.0,334785079.4747846,985987182.8013744,710116570.6408465,734258581.0032588,835488768.5394869,147953243.95343566,273457254.1611534,321941031.42566013,336257563.67191726,1216791312.4312232,809935040.5225054,685986919.6694564,888766474.5670222,162028337.0979158,344436892.78821445,535775699.25174475
FRA,IND,2013,3723322111.9999995,5034306560.0,8757628672.0,328577007.713486,709429654.9581947,615966101.6090513,711558959.4694773,672941182.2224709,169323535.70528382,239653853.7085381,275871816.61349785,419031687.7940574,1227683381.394421,866746013.149823,788935685.5648028,756743254.6651353,149461694.9060767,383272667.05429274,442432175.47139055
FRA,IND,2014,3677286400.0,4840524288.0,8517810688.0,292609941.2723046,802696668.4890174,613081709.6878734,735474625.1794218,624894403.0462992,135031792.40377086,231220166.227551,242277093.69376168,401744198.0599642,867068439.885969,984821403.9416878,862652090.8778094,762928273.8924989,129045156.0303881,399180368.1768532,433084357.1348298
FRA,IND,2015,3708463871.9999995,4587167743.999999,8295631615.999998,312705222.99982953,720926953.8151292,600290667.9030617,740343237.1407584,619207108.8884679,189199063.29173625,276089442.84571403,249702175.1153025,372173358.7647292,863733630.8288398,831083499.676738,783148097.7296087,785318310.1463939,96873494.86104558,379328758.2414721,475508593.7511719
FRA,IND,2016,4495136255.999999,4572507136.0,9067643392.0,336873546.83375657,494194482.66005385,762934207.7146769,908295137.682302,1100672987.049925,223649117.96256912,343510154.14513445,325006621.9515815,379198066.4447845,810983536.7869719,815847196.3364861,783019794.8133047,738212937.919935,106317252.98635314,397173842.0916569,541754508.6205077
FRA,IND,2017,5904390656.0,4629918720.0,10534309376.0,394992427.3171083,715833147.7505814,901511267.6259848,966478929.0612146,2023085565.293905,266024996.7909293,380434667.0649498,256029655.09532705,330269049.1760974,581040532.0850285,753150167.7122538,628736032.2266859,1513897037.6863706,100401827.18825348,347853692.36896855,374570381.5563417
FRA,IND,2018,6324302336.0,4757616128.000001,11081918464.0,346821653.653337,1095617107.8111618,908936137.4760088,983371908.4700336,2113434087.8163168,190053955.83052015,419598636.6348219,266468848.30779913,333270598.780934,904106747.0608296,982574164.0364757,766234416.8726276,737172962.9911947,229025589.94986656,468768443.1119828,336463205.1960894
FRA,IND,2019,5688786432.0,4780855295.999999,10469641728.0,308277525.8208135,1006201508.238454,892253619.8735279,908672005.3672467,1739118689.5133069,152606866.78473416,398486854.9955299,283169361.40638715,296207003.87610346,971610438.5199486,981621855.4885375,719922555.0484647,802319640.515454,233595605.2739341,471316100.3200087,304262096.9575479
FRA,IND,2020,5709032959.999999,3800102912.0000005,9509135872.0,310479172.82125974,857012747.7563922,1077802521.6312742,698184159.4580582,1430539984.9613135,431266466.0127351,506514137.039536,397233770.3194304,263174583.35592592,624525656.0145707,850790585.5489501,543710818.6567202,587140306.4522319,172641920.88543794,429787897.197113,328331143.8890504
FRA,IND,2021,8073276928.0,5089079808.0,13162356736.0,441641235.5248672,1624718856.666268,1277641501.2716782,894385432.1169312,2237661006.123083,648826730.4285871,572918177.8764666,375483987.9921184,356511124.0035499,1021323268.8700176,1074737046.663997,707378681.1417564,856203176.5895345,151920038.89847222,555214270.6547322,365792201.1779401
FRA,IND,2022,4773519359.999998,6210177535.999999,10983696895.999996,276378470.59454405,1040455906.293573,808606049.2405947,569275041.9776423,1423748032.8214478,254078387.02097592,370760734.7383026,30216737.312918957,337347477.7094811,1680151742.286248,1136891561.7999794,810179689.9545466,1174722527.75991,308137836.4819983,642557588.6862597,120189111.32157633
FRA,IND,2023,5708808192.000002,5405201408.0,11114009600.000002,232868549.92520016,1237448469.583173,850976500.0892459,614436168.7344196,2096637608.5590243,211345020.95112857,449902446.3922487,15193427.76555978,244809954.79299295,926271251.736289,927065817.2369022,614294276.0631192,1852138549.0861511,186970040.469503,632825663.8274215,20825854.78762096
FRA,IDN,2006,634074111.9999999,833485120.0,1467559232.0,82087872.16920087,52606416.80138298,151486495.7398753,145480624.0219015,19137039.395548303,49063756.05384491,27435416.90185735,106776490.91638868,93013585.51600444,99013308.59134252,172998390.43311328,87166961.33718053,214120746.67873767,23127488.534240153,38882489.04994091,105162149.85944062
FRA,IDN,2007,815964735.9999999,893802112.0,1709766848.0,108657243.29345667,52601880.41988267,215623403.51898023,161343760.0236562,70952563.98248231,77306304.4838939,44132745.39659233,85346834.88105561,96091983.74481824,67665707.80182853,155148658.26455358,65791820.74179915,344435992.2519026,18452018.300735567,32993354.533761244,113222576.3606011
FRA,IDN,2008,913340543.9999999,1004810496.0,1918151040.0,164106793.87810218,48143400.6517991,250185299.99670988,149738438.1747613,80142300.71750326,82173979.2758428,53842852.34569939,85007478.95958197,121785571.67740278,95234892.91253863,207452995.0342328,67084951.80016717,316360840.6771654,18071523.027220145,39980885.95982091,138838834.91145214
FRA,IDN,2009,1219870208.0,937973440.0,2157843648.0,158281675.46177444,57606703.418663576,247320528.40016657,196807466.19454288,277232339.0930255,110559587.51992382,68802142.96619116,103259764.9457121,87149742.17817576,66283126.41339061,179019115.95170197,56258374.54862092,342025757.93194294,32493860.815189824,36129040.74912391,138614421.41185406
FRA,IDN,2010,1280064512.0000002,1185175423.9999998,2465239936.0,194324355.9993023,82524777.08811684,273822590.3668892,208000615.30029815,216404679.73478812,101631314.33761735,89070706.81336443,114285472.35962364,174636309.76771927,136970132.1089899,318121537.65707076,104678861.04352856,177121300.05063763,68365198.6212931,93533320.09916236,111748764.65159844
FRA,IDN,2011,1459638911.9999998,1311924479.9999998,2771563391.9999995,259130030.52194977,93389833.34402688,320416196.94105124,233460792.777276,226489586.00101992,105247050.50637496,90202759.07131223,131302662.83698884,208966808.83533147,182813708.13564423,268515452.426298,103003305.04040368,283281571.27123046,83383746.7042925,90102646.4292612,91857241.15753816
FRA,IDN,2012,1705791104.0,1132401664.0,2838192768.0,267846375.06116715,100530329.13785802,339234385.64632416,258799007.71315885,384406352.81138784,149870594.60753825,108687532.4693086,96416526.55325712,170529613.13456282,164542973.1998698,251236397.3097308,77664917.65980147,234929242.55076563,73711319.86704133,91574538.3655236,68212661.91270453
FRA,IDN,2013,2124096640.0,1051720320.0000001,3175816960.0,304466887.48789173,129247510.25200322,384972108.0324616,273953024.93145967,615527735.6914546,150263338.63135254,135401602.78613698,130264432.18723977,172165141.90328214,144250877.20719612,277354601.3837776,74892398.39024279,88983838.07243487,79811845.32764202,117795282.69793974,96466335.01748464
FRA,IDN,2014,2104865919.9999998,995100608.0,3099966528.0,302690625.53790796,87352756.45124213,382846161.1553627,269173409.03933805,688831362.2778411,126527826.8661734,143002729.1841157,104441049.4880186,203469714.06995296,119147235.06904677,256816743.03542072,82969602.4205441,48640273.26286824,65002789.09517615,119107531.82059585,99946719.22639523
FRA,IDN,2015,2557306112.0,953064448.0,3510370560.0,311305189.65312153,81205838.04898092,399555073.4626085,328056699.7883167,1057267046.3474792,94906392.9796935,173176062.92220175,111833808.79759791,162854461.9770805,93068965.89061324,218392165.3596317,83563747.898757,46347453.56736378,43886175.012908414,123154659.08016407,181796819.2134813
FRA,IDN,2016,3014926336.0,834237503.9999999,3849163840.0,276230791.6747014,99157044.85472643,459064250.3186602,381774185.92994857,1397947227.925589,96105533.07558316,177383388.56394446,127263913.65684676,162978327.1203353,92859493.71766812,195447023.06270233,68942634.25925228,45180186.049624495,39050123.800886214,114626222.8766658,115153493.11286536
FRA,IDN,2017,1968413439.9999998,922374528.0,2890787968.0,245812486.29875875,109905086.14630306,360617938.3554308,316741774.6609451,614421497.3373243,79902150.44918127,157088459.5292401,83924047.22281645,158295016.2927055,89689808.11955261,188172599.40723723,73219332.9104088,103152540.17394632,53504522.96251179,119961279.143376,136379428.99026173
FRA,IDN,2018,1443467775.9999995,933665984.0000002,2377133760.0,192185804.3225635,92791976.32735288,325071029.37500966,283711848.6651885,270942423.85974854,92142079.74718416,127987001.1132706,58635612.589681976,144810022.7942021,101807600.42598172,241469976.6616141,77620343.41582772,85484936.19779609,44909711.69555445,138035501.91691378,99527890.89211018
FRA,IDN,2019,1616311168.0,875258496.0,2491569664.0,197446738.59544408,114040653.96368216,281221705.213224,294132177.04014874,455177599.9201163,62980216.26333041,139473290.9492497,71838786.05480425,157097167.8075197,131928833.23104884,184976943.08046585,64419443.3052518,105296312.92734516,37279445.94203534,114762233.40622476,79498116.30010852
FRA,IDN,2020,1011262655.9999998,822257280.0,1833519935.9999998,183125132.12040636,116178083.67554888,251148178.537178,73524663.19194232,214244562.16004843,29725854.400268473,89125550.83130495,54190631.08330244,150827995.85327482,113607023.01976696,169824253.04645193,49039472.74201303,147618080.57586378,19888366.145321324,106696422.42111324,64755666.19619486
FRA,IDN,2021,907587007.9999999,856284160.0,1763871168.0,209760539.6365127,95529968.68913987,226323380.5485336,63740790.503648944,149579460.45350137,25666871.164189544,95171465.67965442,41814531.32481939,180164912.95227477,102417359.01403002,189456971.50294524,52956238.6110582,100702949.28720874,22774150.61131024,151128238.34986195,56683339.671310745
FRA,IDN,2022,696884607.9999999,882420927.9999999,1579305535.9999998,142631015.04451275,93902925.00568178,195557819.4661861,64558139.8390226,82238091.19345117,22824787.22937699,91692965.04529671,3478865.176471819,156019484.2501444,125591559.39346445,204934279.77179936,68797679.13790219,128034206.25621703,26680133.419241022,168435905.76932105,3927680.001910435
FRA,IDN,2023,989257792.0,677858047.9999999,1667115840.0,132821980.57860708,98197619.73334444,245733647.38776377,67464817.87882014,270596311.489427,56940393.15151281,110901122.3302809,6601899.450243776,92819481.06634928,78478076.50907615,140799121.2409542,38734129.06138835,179644727.22599477,24942041.14943038,112814566.84641208,9625904.900394669
FRA,JPN,2006,8000440320.0,8584454143.999999,16584894464.0,557082417.3372496,873543738.7176323,968310651.8051374,381428715.9826057,2251724510.5869727,824761967.0998731,880810287.0874081,1262778031.3831215,951412330.5997536,1127396919.5328505,906051771.8610144,477254869.7226865,2229650019.44997,541281379.581963,1033008237.3471245,1318398615.9046376
FRA,JPN,2007,8539150848.000001,9186765823.999998,17725916672.0,574597783.9911275,915933622.2310252,1121420186.3217142,404331205.69103426,2475680741.7885537,1297600186.3320396,987743010.4047472,761844111.2397592,972819461.9603376,1169957199.161991,1006000258.214898,458210601.46673024,2731286350.4448977,668237452.8132007,1066791722.0552804,1113462777.8826635
FRA,JPN,2008,8571157504.000002,9490890752.0,18062048256.0,615856310.3536183,1079284024.435056,1176618039.845898,400493109.9616202,2297326675.9534035,1140357637.626108,1024101073.8097348,837120632.0145624,988096178.3154885,1295772916.5497568,1072215916.019874,468350513.08090675,2744189360.085838,607201846.1075268,1144575473.325866,1170488548.5147429
FRA,JPN,2009,7001847295.999999,6522820608.0,13524667904.0,550981997.2769971,651188551.9569501,902682092.0293396,295385037.9391604,1858255826.300418,902163872.034704,1094315836.8662894,746874081.5961412,750180058.5078622,985095430.538436,674931436.0967444,299613184.8242402,1455967894.4510634,382116625.15691006,1073914214.2620747,901001764.1626688
FRA,JPN,2010,8142942720.000001,6907290624.0,15050233344.0,583907010.1326395,871197023.4306902,1117499918.0146804,339807942.38748026,2116751498.135249,1043691504.7171694,1206398295.6370132,863689527.545078,738503955.7209133,1063977855.78272,802244614.8326753,315032755.93397665,1548962409.3390155,482739743.88808465,1154718659.4478755,801110629.0547391
FRA,JPN,2011,9163866112.0,8183227392.0,17347093504.0,653129108.2576551,1167067296.609102,1259766527.966648,372072204.1444151,2380607994.7661915,1064281230.4715284,1332770407.1017158,934171342.682744,825147327.869767,1312571145.064019,853513714.288174,371429106.0401484,2109449516.137947,536915207.2281375,1300554813.6553483,873646561.716459
FRA,JPN,2012,9404723199.999998,6565339136.0,15970062335.999998,768419339.1975011,1000276099.1384044,1291039792.0064251,411786269.67133653,2723492250.6165137,980827730.2996424,1375717152.4082923,853164566.6618832,719066936.3195858,1039263508.3840303,683644688.8148745,319523748.2224128,1633544172.3415017,350245403.67292905,1141379150.9137554,678671527.3309103
FRA,JPN,2013,8862361600.0,6101712384.0,14964073984.0,767074343.7471558,1004382399.981814,1225202576.14001,446158869.9114114,2551267073.827817,842571441.6586986,1352440265.3649912,673264629.3681021,706093467.7011247,870911496.1656054,686565072.5602286,314777201.80375415,1576524192.0298314,273938755.6720925,1109660233.954441,563241964.1129221
FRA,JPN,2014,8622639104.0,5647714304.0,14270353408.0,770464257.1662364,764496411.7286066,1229499613.712077,412528050.0791229,2782355797.362545,767402041.0022424,1322141793.5216856,573751139.427484,685702182.3152449,611432132.9778855,667187246.7690526,314114620.74307746,1571905812.0938504,252363294.74427795,1037326677.2538716,507682337.10273904
FRA,JPN,2015,6675589120.000001,4998881792.000001,11674470912.000002,618325745.6919724,618429467.8103094,958369714.013202,318223269.0461513,2056852539.5128467,599228680.8410106,1038288114.4227028,467871588.6618051,619476152.5286795,569243773.4254568,613202601.8605899,311478828.18728757,1247801900.708992,235605687.9979014,947111095.014788,454961752.27630526
FRA,JPN,2016,6527379456.0,5872994815.999999,12400374272.0,572180909.1953548,666596629.7893018,953400153.476722,283950100.50118417,2003388247.0317104,626792219.6743311,967414400.4087265,453656795.92266893,678581974.9863462,608142409.5372541,682644687.1639361,384552093.4788786,1577546905.6646788,258653373.3496716,1094753397.191739,588119974.6274948
FRA,JPN,2017,6639186432.0,5777547263.999999,12416733696.0,577329046.6036637,715516199.1781784,954752160.7831676,290901284.34839517,2036443918.5990152,687514766.378972,1031124853.1103654,345604202.99824184,698299679.9470924,747352798.2531298,673396203.5010058,372298730.17447823,1534920886.149332,261801325.9133573,1115098106.029609,374379534.03199506
FRA,JPN,2018,7082560512.0,6365526527.999999,13448087040.0,616516879.9426756,770649182.9347476,996786052.757058,280950594.0757351,2286942815.447155,788610106.9633558,1010652580.326639,331452299.5526335,735720576.3181833,758464499.02548,729728626.2057499,360994548.967857,1895997515.6827044,304264959.5924832,1135897314.9128318,444458487.2947096
FRA,JPN,2019,7627097599.999998,6020184064.0,13647281663.999998,644883233.8154415,747739423.8317913,1003943929.2637036,294630754.1958528,2762767511.886523,845916582.6639653,982232456.4714206,344983707.87130105,710849404.1329627,554613917.1089517,637907081.5391796,324664930.1861287,2167363297.1692796,285198461.91004837,964198928.187648,375388043.7658011
FRA,JPN,2020,5680065536.0,4906038272.0,10586103808.0,710751419.3881676,547394822.7201586,966373093.2222476,317739579.6277441,1670878734.4951837,390981914.7363417,740655270.3970528,335290701.4131041,651326940.9311328,470014204.3872663,645871968.8397136,261269051.5340375,1335112262.5749626,241680245.04472125,930725133.6310008,370038465.0571656
FRA,JPN,2021,6440972799.999998,5541676543.999999,11982649343.999996,765875552.8881162,607482731.5301495,1057185795.0036876,358479743.1710153,2223342917.3873405,386935817.78142494,793604395.0986379,248065847.1396277,676419906.8323095,538172011.0949314,609901796.4577565,301357945.40737003,1838726291.027324,261180833.791566,812099923.2381679,503817836.150574
FRA,JPN,2022,5161864704.0,4964572159.999999,10126436864.0,753548722.1142792,652221125.6076071,938191326.5476568,421554675.8147723,1148508247.0114684,405114463.5018109,814368230.8475556,28357912.554849572,697959976.8020804,583505449.8620912,633019965.793184,340007693.74958515,1379009202.146934,293871640.26777184,843970211.9309396,193228019.44741336
FRA,JPN,2023,5403910143.999999,5275344383.999999,10679254527.999998,739207244.872273,615394639.7468232,930453567.7769868,495704786.7414752,1353044070.1034875,411479016.0295195,835521161.5194346,23105657.209999043,722699459.4192586,453727954.80147195,618654511.5761831,391734441.2466507,1702989269.9836347,355393596.47375894,831636834.7045174,198508315.7945242
FRA,KOR,2006,4060000767.999999,3927478271.999999,7987479039.999998,152053001.7665507,300817181.2285841,467237432.25842816,168842496.46787077,1090704430.142173,404683912.8044691,271980149.3654844,1203682163.9664395,182645661.2782443,275742948.63316214,601410849.789442,161545686.8225434,1122752766.0710435,165222291.1489879,466345296.1489512,951812772.1076252
FRA,KOR,2007,4459301888.0,3856864767.9999995,8316166656.0,168156480.2949754,410004788.2524709,594000463.1429212,186267547.56720588,969099738.2986938,994700976.0024334,287165206.6375736,849906687.8037254,218166618.23902252,297185593.97781605,662788771.5945029,166749067.8093405,821012594.9835691,323710644.29084957,390429706.1275707,976821770.9773284
FRA,KOR,2008,4631446016.0,3830173439.9999995,8461619456.0,147771471.00886625,393761373.91445035,667838227.0344499,172126099.4438665,1000435230.804332,974364735.0444206,294438713.55850536,980710165.191109,205044395.42896104,328147128.61543274,626305646.541279,132236172.7720868,970898837.3303404,284808500.3253507,332517935.39287245,950214823.5936766
FRA,KOR,2009,3868148479.9999995,3091007744.0000005,6959156224.0,132785078.61516762,341325481.13827276,607944467.428665,138612160.37396592,1022201537.0637217,680499032.9915127,266612018.46981153,678168703.9188825,167482782.8205407,249252791.8399471,614220733.3549572,103371410.1422304,803370119.1692598,231809107.0390682,282957925.97123146,638542873.6627655
FRA,KOR,2010,4387766272.0,3133655807.9999995,7521422080.0,152153907.17208657,429178695.8082956,622674330.8347957,153112699.48727617,1227379935.698774,877929425.9319576,339264833.1847549,586072443.8820593,156600912.61351392,307074459.92558116,525824368.5828669,111990047.9705972,1053268214.5424632,236249556.87979448,307424956.6869175,435223290.7982656
FRA,KOR,2011,5871498240.0,5759126015.999999,11630624256.0,214214815.3200356,818075745.298416,736020294.4086734,202398163.17403197,2082738812.6207652,884691470.9696423,397043333.03834176,536315605.17009383,212083164.70186052,616735428.3417894,637653647.1890708,156152455.66675147,2957992635.9859304,270081956.6009056,395892423.784173,512534303.72951794
FRA,KOR,2012,4663298047.999999,2770391808.0,7433689855.999999,250633679.5030063,687923915.5063869,786358787.4765759,197342844.4100491,1200703248.4168406,621630913.07855,319961682.71236676,598742976.8962243,180977991.0364238,282522689.244833,512116991.45091313,130394258.54478408,852811208.1055338,186793836.9748281,293629802.672983,331145029.9697011
FRA,KOR,2013,5492050944.0,3493461504.0,8985512448.0,257685743.95942312,862614866.7273955,866182796.1193508,211513909.9527288,1677062677.7598526,605429856.1894366,338576697.14765114,672984396.1441613,233198408.51289663,512900637.0129383,649605030.5723029,154363539.82343644,1123298952.8059826,143601056.95010707,314216068.70776445,362277809.6145711
FRA,KOR,2014,6273017856.0,2781354240.0,9054372096.0,309893531.15378404,825942082.3529091,1039560879.3879642,271546387.7250848,2213846408.3463764,573885168.1864126,438031937.44576794,600311461.4017007,163195207.23950112,272185298.1697924,549129089.8009759,127256913.53241496,1085654786.9031465,115546832.2559967,272295189.5920832,196090922.50608945
FRA,KOR,2015,5102226944.0,2488558848.0,7590785792.0,289806614.6018128,675188662.0991931,918720773.3838444,244228943.73214355,1700183420.975619,472529923.5694502,400479143.6575743,401089461.9803616,172643136.26348186,218062231.1580397,475325245.9574011,114024301.79035056,957115897.5639312,115568953.7582784,289208045.84765613,146611035.6608611
FRA,KOR,2016,4044975872.0,2361299968.0,6406275840.0,260089049.1289562,676220448.3814512,659921656.1699764,210999925.9853325,1043102752.192734,438703709.49103814,405765853.0540676,350172477.59644395,165825134.2076489,239762097.1970425,412781685.8491077,105695862.5055872,849914782.6994339,140198689.8299138,315876434.22289735,131245281.4883684
FRA,KOR,2017,5242302976.0,2847086336.0,8089389312.0,320754367.2544283,691085707.4623896,747555881.5474632,250185323.9635262,1849905521.3700604,464693629.12905234,530421514.57220566,387701030.7008744,233277525.74029335,372986200.14510506,473314404.9561935,136287533.1437309,899471541.0876013,166631519.12884068,399789642.391849,165327969.40638587
FRA,KOR,2018,4634663935.999999,3261369087.999999,7896033023.999998,304899978.3360356,719476718.2976278,635697690.8082931,247553735.5266767,1420852609.9104035,407888207.7719914,585073558.3593037,313221436.9896672,251620707.14413533,474061789.75891495,486806658.880536,158203021.35628104,1057163376.7579428,210656688.86400855,449639544.6698463,173217300.56833473
FRA,KOR,2019,5132696576.0,2975549184.0,8108245760.0,291867114.05376565,818119669.2044122,683849405.4054793,266583831.54730445,1608573781.3499272,521548576.487317,612253951.9073985,329900246.0443952,220907203.9349788,328218610.21222436,472932926.11088914,153232777.21223304,1010157858.241192,228359203.06997585,398046605.37739176,163693999.8411149
FRA,KOR,2020,4794384384.0,2644279807.9999995,7438664192.0,358481032.3803094,510943098.9463146,643596385.4856685,251222580.4799944,1692762333.0268724,413873840.9763703,560046658.340491,363458454.3639793,238510503.98584148,256842009.42223972,424176643.981702,125144648.12149575,892128198.7736331,190317708.53392085,371679715.5358669,145480379.6452998
FRA,KOR,2021,4707420672.0,3863054848.0000005,8570475520.0,345637739.59283185,676149577.8135619,623650329.979445,251602477.89503103,1636523026.2047515,310262830.40646756,559943153.8561738,303651536.2517373,336630744.0633372,368650881.6816692,520307680.09365416,183915015.48266175,1441907361.3333275,259808172.2532166,469417709.1639421,282417283.9281915
FRA,KOR,2022,4748215296.0,4117003007.999999,8865218304.0,329812355.01679146,914784409.0524188,595881058.874696,289291715.0082559,1518149206.016222,528609696.73535115,559862598.3013299,11824256.994934993,337018576.8456789,468158859.7258911,536173373.0322313,209314586.68084368,1584192581.6392615,443679053.6527207,535020707.67390954,3445268.7494625845
FRA,KOR,2023,4835822592.0,4207852032.0,9043674624.0,262153095.9640138,602536155.202374,461963793.8052975,266059522.83724785,1619799436.189806,503087183.97185946,1110731332.8764253,9492071.152975932,352136998.8843389,372206045.48035914,506039859.8691832,234592153.31791955,1758439737.872649,444218654.8552444,535915216.33096033,4303365.389345215
FRA,MYS,2006,2000684160.0,2456097024.0,4456781184.0,145569675.71522635,67411811.20693453,195803085.7254585,71399427.28950408,396451203.35458905,257236917.43032697,57487518.24851531,809324521.029445,122855158.7092626,76192450.50839679,182833456.11802867,73412586.10275201,467206402.53196865,521442393.4601121,82143189.96363156,930011386.6058476
FRA,MYS,2007,2119634048.0,2344777728.0,4464411776.0,167161499.86732388,93140722.78010304,275955321.6674044,70787711.03277773,433357903.5318801,763006381.6503133,88935460.9931314,227289046.4770663,147586752.46697104,71912787.60737705,220642159.9952757,67666987.10416058,565441669.6101363,329962022.8834,91102281.34831092,850463066.9843683
FRA,MYS,2008,2451586048.0,2028434304.0,4480020352.0,173216046.22760805,74155632.48830037,297601376.9771682,71860348.92107715,658284800.3701868,849520087.1758319,115579156.90830296,211368598.93152457,137519693.45947063,97746477.12433843,208380208.62845972,62231432.96727117,535643309.1230477,227088551.69428617,108701082.5848871,651123548.418239
FRA,MYS,2009,1950247424.0,1654451968.0,3604699392.0,119860619.95039958,96963787.64433764,255430544.28706577,65133837.22199578,549676939.7369303,560338308.3988769,96104076.7933449,206739309.96704897,101673794.22951442,52430016.79265644,206458792.509717,49641797.6066502,393281172.7162969,621273401.1003857,92728559.1558228,136964433.88895655
FRA,MYS,2010,1888392064.0,2318219008.0,4206611072.0,141251283.1879663,64535079.888453186,242389229.11308017,62678149.92900599,390044217.3780421,639303732.1480827,87617216.9757189,260573155.37965047,169738539.1327925,80429410.86430983,293074653.952032,72227675.35103585,396155000.9025403,895219450.390379,119047706.81265788,292326570.5942525
FRA,MYS,2011,2567882752.0,2674489344.0,5242372096.0,184559369.0720138,104722294.640783,288854613.1892315,77287676.84952563,594986898.1181409,791655152.7964898,113002574.60722156,412814172.7265935,161631409.6106198,71667019.53172337,233337595.0870761,69934730.76356868,802597352.552627,972623808.4575752,108448453.41393843,254248974.58287144
FRA,MYS,2012,3910591232.000001,1774200703.9999998,5684791936.000001,207401159.3168375,122513220.8110728,414590707.0784764,97622157.80957122,1741769551.2876012,903890793.402778,155663660.72477746,267139981.5688858,108946037.5574302,48165472.186089925,149871222.91491795,44738665.75667897,844361104.2908957,410265757.1825476,74884861.50309044,92967582.60834906
FRA,MYS,2013,3683121407.9999995,1719748096.0,5402869504.0,234841699.2830644,147749677.44874233,414652446.5427326,110784160.33295745,1427783605.0221343,962402625.521432,177214247.69299987,207692946.1559368,106745110.20274642,72753760.231063,157963884.7024417,48251878.6720687,784209061.0376227,375362940.0952185,68530133.2049908,105931327.8538483
FRA,MYS,2014,3050899968.0,1530934656.0,4581834624.0,204632031.71320748,90531822.752251,340038676.356329,91479412.71219102,1147015603.9913523,807890180.3803291,167609221.28984824,201703018.80449143,109927503.6039947,73667740.23646449,143398049.60507432,50538255.75101864,669535614.1361266,298249300.96361136,68711535.49046966,116906656.21324024
FRA,MYS,2015,1507245695.9999998,1414043136.0,2921288832.0,124600305.91454276,53614913.61394035,226771453.43199328,56303963.3860063,267046600.09877384,546635867.9411707,117927247.56404206,114345344.04953058,140697700.8691803,107973216.91217938,165513178.02944556,62764865.41777448,341602517.4311259,359345456.19487125,88721366.07835498,147424835.06706798
FRA,MYS,2016,1602089856.0,1331857919.9999998,2933947776.0,112996712.8170278,108352219.12554656,230716036.82112604,49776403.3144369,342357177.258388,515144069.7531599,119092246.69736908,123654990.2129456,127459696.55409592,58835572.70486597,158483040.0004252,51942163.70746275,366884944.1861803,335527781.43866414,83665489.14981638,149059232.25848916
FRA,MYS,2017,2003459456.0000005,1257446272.0,3260905728.0000005,139200851.07486382,79480730.76753175,287347420.8248791,57178043.88278426,596704362.5225518,565332185.6640204,137142040.3951191,141073820.86824983,111741188.60685432,49633547.5961061,139207685.87477988,41764147.888564624,460608991.0846,232968507.66218963,90039289.42577949,131482913.86112596
FRA,MYS,2018,2089206655.9999998,1422464511.9999995,3511671167.999999,128550163.13836342,160229504.57495603,296754678.2547951,59725223.42209367,566526151.092507,595986502.3927971,132375077.92480315,149059355.19968447,97051128.28100204,47618735.959080026,134806908.59823996,38929227.55831915,653693305.2758704,231426857.60733253,88813102.33012474,130125246.39003097
FRA,MYS,2019,1503735936.0,1336751488.0,2840487424.0,105780058.63862236,86815813.42941268,252084761.02684495,46286249.29667173,287822123.1968354,447964117.21283066,123969083.06344911,153013730.1353331,111843266.35629804,59153256.62722516,164971003.9444869,45354224.12851662,341469666.1591247,278079980.92621976,116200431.4752685,219679658.38286024
FRA,MYS,2020,779289408.0,1079974016.0,1859263424.0,70082779.61932436,79069983.85666665,117594844.1696289,52958925.36725931,67943128.82035793,230607570.6479144,60084861.28862227,100947314.2302261,106149852.83002102,49814560.97785894,157864488.9418359,97965043.78608423,152991392.59132394,242675201.2716273,107111035.52417327,165402440.07707524
FRA,MYS,2021,742500224.0,1161393536.0,1903893760.0,66288388.100716285,151893233.98752636,125663672.7071292,57643222.30096915,33805401.483221635,204749956.14116904,45669993.4877595,56786355.79150878,129285355.19032258,110434620.49108624,175640545.67218143,111887615.3121522,230170475.7334225,151104843.7272342,112607617.752693,140262462.1209077
FRA,MYS,2022,1023782527.9999999,1988903039.9999995,3012685567.9999995,90627417.11734124,223156189.5245181,141201460.50621146,28745604.906778757,173374376.59802002,292415040.9048602,73610892.97606632,651545.4662037842,169538280.61442265,509570948.1352883,242334005.47160557,80192194.82142328,484696878.9088219,255632162.75790295,169853317.93459252,77085251.35594255
FRA,MYS,2023,944380928.0000001,1105331200.0,2049712128.0,107264052.83081734,163509882.204616,164188087.36502698,28231090.655646853,130604234.77940509,266805768.25266552,82889267.91213635,888543.9996859861,107293594.45268203,169215471.74125132,155873079.23767638,61346657.878774434,329068554.3520093,158915857.37948117,115062692.30379036,8555292.654335026
FRA,NLD,2006,22335324160.0,46894419968.0,69229744128.0,4167308581.8595448,4160012465.760565,3074451766.547831,573110493.5928633,2379221325.1189594,1616268760.5638435,2160826729.356254,4204124037.200141,7536191872.032163,7632694515.450423,5539182197.134054,1242043987.3776968,4443643075.311515,5605175348.014318,5104593281.210877,9790895691.468956
