Reporter Name,Partner Name,Year,Trade Flow,No Of exported HS6 digit Products,No Of imported HS6 digit Products,Export Share in Total Products (%),Import Share in Total Products (%),Trade Balance (US$ Thousand),Export (US$ Thousand),Import (US$ Thousand),Import Partner Share (%),Export Partner Share (%),AHS Simple Average (%),AHS Weighted Average (%),AHS Total Tariff Lines,AHS Dutiable Tariff Lines Share (%),AHS Duty Free Tariff Lines Share (%),AHS Specific Tariff Lines Share (%),AHS AVE Tariff Lines Share (%),AHS MaxRate (%),AHS MinRate (%),AHS SpecificDuty Imports(US$ Thousand),AHS Dutiable Imports (US$ Thousand),AHS Duty Free Imports (US$ Thousand),MFN Simple Average (%),MFN Weighted Average (%),MFN Total Tariff Lines,MFN Dutiable Tariff Lines Share (%),MFN Duty Free Tariff Lines Share (%),MFN Specific Tariff Lines Share (%),MFN AVE Tariff Lines Share (%),MFN MaxRate (%),MFN MinRate (%),MFN SpecificDuty Imports (US$ Thousand),MFN Dutiable Imports (US$ Thousand),MFN Duty Free Imports (US$ Thousand),No Of Tariff Agreement
 World,Turkey,2022,Exports & Imports,4455,4490,96.49,96.52,,255638184.6,237129003.9,0.97,1.11,4.99,6.51,385363,39.13,56.84,0.93,3.09,1156.35,0,97974459.63,286433698.2,3635404.94,8.77,9.91,1096838,67.07,28.7,1.86,10.19,3000,0,116763904.4,290069036.1,67.02,12
 World,Tuvalu,2022,Exports & Imports,1146,188,24.82,4.04,,152676.25,79768.98,0,0,2.24,3.62,681,17.18,82.38,0.29,0.15,50,0,91.25,60929.51,2282.93,9.21,10.17,49868,65.47,27.33,102.79,424.23,1355.58,0,61626.77,63212.44,0,30
 World,Tanzania,2022,Exports & Imports,3883,2706,84.1,58.17,,20939400.5,9402162.91,0.04,0.09,1.63,3.98,19035,17.16,82.13,0.15,0.56,754.3,0,28656.83,5413643.25,2373295.38,9.65,8.31,612076,68.41,27.09,25.63,119.12,3000,0,5852987.59,7786938.64,0,49
 World,Uganda,2022,Exports & Imports,3564,2311,77.19,49.68,,4972062.93,4118761.79,0.02,0.02,1.91,8.6,14360,12.85,86.54,0.07,0.54,754.3,0,58618.72,2171539.53,1155574.38,9.96,13.16,499153,67.37,27.16,30.42,159.64,3000,0,1385216.26,3327113.92,0,42
 World,Ukraine,2022,Exports & Imports,4242,3766,91.88,80.95,,44007278.16,51161660.83,0.21,0.19,2.09,8.06,126706,18.89,78.13,0.22,2.76,1156.35,0,5597755.01,67189822.94,6115088.38,8.95,9.28,936274,67.27,28.29,4.94,27.86,3000,0,41695346.53,73304910.88,0.45,11
 World,United States Minor Outlying I,2022,Exports & Imports,611,635,13.23,13.65,,132784.77,19174.41,0,0,4.36,1.06,3518,47.95,50.82,0.34,0.88,274.5,0,4.13,9997.92,13150.85,8.04,5.19,173684,67.6,30.48,23.14,71.69,754.3,0,6523.82,23148.77,0,2
 World,Unspecified,2022,Exports & Imports,3982,4519,86.25,97.14,,652530983,320676334.9,1.32,2.82,7.02,1.39,119830,68.05,24.99,0.96,6,361.67,0,2680045.73,85179805.73,167496751.2,8.79,4.06,1114044,66.92,28.69,6.18,34.68,3000,0,191641778.4,252676555.1,1.86,
 World,Uruguay,2022,Exports & Imports,3877,2158,83.97,46.39,,15063819.78,14754329.54,0.06,0.07,3.89,8.51,31396,36.95,50.48,2.15,10.42,754.3,0,3982214.52,14820895.07,1167595.21,9.46,15.86,577758,67.04,27.6,15.57,83.17,3000,0,10106824.59,15988490.28,0,13
 World,United States,2022,Exports & Imports,4575,4637,99.09,99.68,,3126142606,2025180359,8.31,13.53,6.73,4.78,574855,56.74,39.06,0.75,3.45,3000,0,638518959.2,2137634273,2896448.41,8.74,5.97,1145546,66.76,28.93,1.33,7.27,3000,0,905299112.2,2140516961,13760.68,13
 World,Uzbekistan,2022,Exports & Imports,3944,2646,85.42,56.88,,22040854.31,12678623.24,0.05,0.1,1.9,1.21,24573,16.09,80.31,0.85,2.76,754.3,0,980783.24,6403239.18,6523278.96,9.54,5.67,592775,69.26,26.3,19.88,87.23,3000,0,9027635.75,12926518.14,0,13
 World,Holy See,2022,Exports & Imports,222,278,4.81,5.98,,77165.86,7760.47,0,0,10.56,2.26,1838,56.91,29.87,9.25,3.97,50,0,2.18,3007.31,1910.79,10.17,7.35,92175,67.91,26.54,56.58,221.49,1355.58,0,695.82,4918.1,0,
 World,St. Vincent and the Grenadines,2022,Exports & Imports,2097,643,45.42,13.82,,373806.59,144328.34,0,0,5.08,3.41,2421,28.13,71.29,0.21,0.37,265,0,164.78,57088.81,17870.69,10.31,8.93,175849,67.52,27.15,83.89,303.1,3000,0,26991.26,74959.51,0,14
 World,Venezuela,2022,Exports & Imports,3538,1505,76.63,32.35,,10025391.5,4962882.46,0.02,0.04,4.63,2.4,12614,46.56,46.68,1.2,5.57,274.5,0,184054.39,3325863.28,2529789.24,9.64,4.94,412011,67.22,27.88,30.19,130,3000,0,2474184.4,5855652.52,0,9
 World,British Virgin Islands,2022,Exports & Imports,1997,784,43.25,16.85,,1178023.77,218061.19,0,0.01,9,2.36,3828,64.89,31.45,0.37,3.29,754.3,0,155.12,71799.94,9980.12,9.54,7.76,204046,69.88,26.86,37.8,136.18,3000,0,16143.99,81780.05,0,6
 World,Vietnam,2022,Exports & Imports,4427,4094,95.88,88.01,,366131323.7,470191969,1.93,1.59,3.72,5.05,223170,33.24,64.19,0.65,1.92,1702.34,0,127037119.7,407923751,4895152.49,8.92,8.82,1030928,67.53,28.23,3.11,16.51,3000,0,159568544.1,412818903.5,0,30
 World,Vanuatu,2022,Exports & Imports,2367,816,51.27,17.54,,432858.15,227341.9,0,0,0.9,6.01,3697,9.52,90.32,0,0.16,754.3,0,0,198255.67,9446.65,8.61,10.17,218422,68.23,28.57,35.95,153.26,1702.34,0,199428.14,207702.33,0,28
 World, World,2022,Exports & Imports,4617,4652,100,100,,23099669913,24380475006,100,100,5.02,3.75,14353027,40.51,56.25,0.6,2.64,3000,0,7416133001,20935161361,813929.1,8.82,6.47,1149897,66.77,28.92,0.05,0.29,3000,0,9023167521,21278958148,428507.79,775
 World,Wallis and Futura Isl.,2022,Exports & Imports,1147,128,24.84,2.75,,58602.62,1192.65,0,0,4.03,1.06,631,13.79,85.42,0,0.79,55,0,0,169.62,1671.43,8.7,5.33,41427,64.36,32.78,77.97,109.98,754.3,0,1019.66,1841.05,0,6
 World,Samoa,2022,Exports & Imports,2277,444,49.32,9.54,,511589.01,55170.91,0,0,3.22,1.28,2277,29.95,65.22,0.04,4.79,96.11,0,298.54,21367.65,38299.77,10.08,8.54,132670,67.12,26.58,88.01,279.31,1487.24,0,15326.17,59667.42,0,21
 World,Yemen,2022,Exports & Imports,3268,875,70.78,18.81,,11030534.61,1886568.38,0.01,0.05,2.07,1.27,4378,16.7,82.05,0.27,0.98,274.5,0,310.06,1552255.59,153324.06,10.7,3.62,226700,69.07,24.38,65.28,273.57,1355.58,0,1418580.04,1705559.36,20.29,31
 World,South Africa,2022,Exports & Imports,4422,4518,95.78,97.12,,106835768.1,165790749.5,0.68,0.46,3.96,2.76,189101,36.12,60.18,0.89,2.82,3000,0,12891950.14,168893163.8,1537217.74,8.73,6.31,1109863,66.8,28.8,3.93,21.86,3000,0,95273560.76,170430381.1,0.42,22
 World,"Congo, Dem. Rep.",2022,Exports & Imports,3957,1725,85.7,37.08,,13932415.21,24087966.4,0.1,0.06,5.27,1.15,9987,18.36,81.2,0.02,0.42,274.5,0,155.21,20075846.84,4478380.36,9.78,3.45,419344,67.19,27.56,40.21,180.26,3000,0,17347158.68,24554227.2,0,43
 World,Zambia,2022,Exports & Imports,3818,2489,82.69,53.5,,6031291.8,11152077.94,0.05,0.03,3.85,1.18,10491,23.96,75.13,0.22,0.69,350,0,2865.96,8186645,440502.27,9.56,4.7,462738,67.35,27.67,37.87,181.81,3000,0,7552865.43,8627147.27,0,47
 World,Zimbabwe,2022,Exports & Imports,3817,1639,82.67,35.23,,6115727.97,5657444.58,0.02,0.03,2.34,4.5,11890,18.6,77.83,0.19,3.38,350,0,14493.21,2204291.17,786018.34,10.02,16.02,419194,68.02,27.15,31.67,138.4,3000,0,1707053.35,2990309.51,0,28
