Unnamed: 0,session.x,ccode1,ccode2,agree,year,IdealPointAll.x,NVotesAll.x,IdealPointAll.y,NVotesAll.y,IdealPointDistance
1375319,67,451,343,0.774647887323944,2012,-0.579066,55.0,0.9355917,69.0,1.5146577
1185068,62,349,652,0.627777777777778,2007,1.023997,79.0,-1.507482,76.0,2.531479
1134245,60,920,490,0.744897959183674,2005,0.7521729,75.0,-0.4213668,41.0,1.1735397
1513862,71,232,811,0.763636363636364,2016,0.9258347,77.0,-0.8760458,73.0,1.8018805
64878,15,352,20,0.707920792079208,1960,0.2680777,101.0,0.9881295,103.0,0.7200518
1003742,57,331,616,0.69,2002,0.8983269,72.0,-1.185798,75.0,2.0841249
1619735,74,91,344,0.648351648351648,2019,0.09558406,91.0,1.047033,91.0,0.95144894
819623,51,420,436,0.935185185185185,1996,-0.8680652,58.0,-0.6843788,65.0,0.1836864
365378,34,52,434,0.976635514018692,1979,-0.1556981,121.0,-0.3884131,108.0,0.232715
898937,53,990,983,0.736486486486487,1998,0.1402319,60.0,1.202779,59.0,1.0625471
1269791,64,570,345,0.8,2009,-0.4808769,62.0,0.4296188,65.0,0.9104957
