country_a,country_b,year,bec_1,bec_2,bec_3,bec_4,bec_5,bec_6,bec_7,bec_8,tradeagreementindex,sentiment_index
AUS,CHN,2021,-4.321335209412025,28.19167250257624,27.4083382852216,58.11868310377921,54.12972876269626,13.331706566439047,4.540334743596786,-27.551385920536,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-4.321335209412025,28.19167250257624,27.4083382852216,58.11868310377921,54.12972876269626,13.331706566439047,4.540334743596786,-27.551385920536,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-4.321335209412025,28.19167250257624,27.4083382852216,58.11868310377921,54.12972876269626,13.331706566439047,4.540334743596786,-27.551385920536,-0.8367346938775511,-0.673960377492276
AUS,CHN,2021,-4.321335209412025,28.19167250257624,27.4083382852216,58.11868310377921,54.12972876269626,13.331706566439047,4.540334743596786,-27.551385920536,-0.8367346938775511,-0.673960377492276
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2022,6.152286617582514,-29.032194322922944,24.834469263081218,-8.142686792559806,12.8081876473519,28.14908065724977,21.300828156825744,-97.78984567216614,-0.8367346938775511,-0.5514130143613685
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,CHN,2023,5.803917521665492,19.785302758399204,4.766403439699229,-7.806758071376385,16.236503350891063,-10.682028124516464,-24.64186406535506,19.61907909566458,-0.8367346938775511,-0.4690845797573568
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2021,30.045061486815072,-6.133204619696009,7.473015080270096,-49.91340625963196,2.8561932851828957,11.108111999315762,-19.38161279766736,10.173752548646986,-1.0,-0.4304439361979844
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2022,49.58513310059425,50.74146056115645,14.626257119280206,36.042150821734566,21.86154884326832,15.677623573557463,41.960862786617234,-87.91837409307144,-1.0,-0.3735161791228312
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,DEU,2023,-53.58432619187887,-39.47626100120589,-39.51287430351069,-49.25228042760842,-21.658185312741477,-30.749818199022737,-43.71817741743903,35.22555391229743,-1.0,-0.3735682469964982
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2021,42.2440911057171,27.891725252607635,13.301861425853634,-10.329738340869632,18.234867989601145,5.0090822147790925,-23.383036395223645,-22.86070159920254,-1.0,-0.4454857116317874
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2022,72.23066702445036,112.44688848351969,31.37595900556349,-30.288277755388822,44.775477804946576,34.61077531093002,48.3497777052112,-85.86300910414896,-1.0,-0.3610561663330309
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,FRA,2023,-40.48670914042744,-30.98485084711677,-30.294751533469487,-30.066736708564445,-8.740396672073757,-22.731590518712952,-20.689660220133742,0.6654491823723019,-1.0,-0.2902142332216209
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2021,77.73673980614466,-75.83401894958286,162.92533803406695,124.0834096785878,6.764236835066595,84.37954030357622,45.31817270600713,77.69483930527524,-0.8367346938775511,-0.673960377492276
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2022,-56.80810410776538,-75.56435126598674,-39.764961451313006,-2.1414308703767597,-29.991784428005207,-34.40436548118216,-48.927088670233246,-97.387229488065,-0.8367346938775511,-0.5514130143613685
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,HKG,2023,35.62209127754494,-27.567486375195596,-4.204178673880232,24.46582369446235,26.381444334745677,14.010167469387213,3.4896352993497137,-37.10759660694885,-0.8367346938775511,-0.4690845797573568
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2021,136.2068557778034,94.44006177125968,102.06649756305836,71.6507788077489,70.0178503327715,109.9194644036098,40.45794550510546,-25.887660976100968,-0.5102040816326531,-0.4591346405892285
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2022,7.083457973162965,2.8623852923316484,0.8804326347113811,32.7105606049535,12.46137095209794,36.48114211395311,20.91244095316389,-84.87765690591822,-0.5102040816326531,-0.436049646465882
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
AUS,IDN,2023,-20.92460257521885,-2.669512215293024,-11.001168899729564,-11.5642154085977,-14.01520423370398,-36.887331912872746,-25.448372665011952,31.171144155741736,-0.5102040816326531,-0.3822875622921768
