country_a,country_b,year,bec_1,bec_2,bec_3,bec_4,bec_5,bec_6,bec_7,bec_8
IND,NLD,2022,1007586388.9948436,7598023085.736052,1991121569.1907048,759338167.3989851,916650642.9339088,877120956.9852741,930764890.1880308,136997370.57219642
IND,NLD,2023,814604636.7624282,11377259464.309608,1539104372.983611,728518674.4368047,943301902.7251118,1027464559.6660522,868338425.8229825,20596443.293401487
IND,PHL,2021,335834255.92983127,181997770.3462752,224699538.3753405,113452132.0510982,397411238.1126653,120926107.25757666,206324960.567831,62980493.359381706
IND,PHL,2022,337360031.59330755,196419507.78453347,204786169.5621777,98376949.33396424,420918643.5723464,158414796.20713457,228737888.9393124,18943133.00722356
IND,PHL,2023,235102419.6933648,181174111.1428882,222471455.26010484,98169742.28586324,282682835.6226926,217064398.6292224,205301587.86559284,6214953.500271178
IND,SGP,2021,377391471.5114032,3656578012.655415,960154588.1470624,837184589.768765,1174776730.2385373,1245505779.6636307,372302917.9547808,221541814.06040567
IND,SGP,2022,355896494.280527,3773944513.546076,815345383.2285237,726525612.6952183,1679054142.0258331,1355560197.343553,347803063.86270136,74897153.01756677
IND,SGP,2023,256898761.8653437,4659479133.417325,811978659.393213,642543163.6611123,1404144008.9520018,848418818.0053229,381931351.00170296,50354199.70397832
IND,THA,2021,607185592.8557243,962895282.2451506,1005870542.3488412,664430523.2129289,844592781.2981372,222282345.37508085,130714621.3335906,140242711.33054575
IND,THA,2022,755391100.1457528,986522378.8237598,995690994.5343616,764771301.2432612,675207722.1016283,319571704.4463798,133532006.14881688,32324120.55603997
IND,THA,2023,592097528.63059,843027516.232362,843061104.1786674,354750130.0214866,613412976.6212838,396438749.04445386,136934295.88475958,3586499.3863970176
IND,USA,2021,3876679573.870088,15754818262.42826,8819407883.85813,16868010507.357458,5293875646.910566,1393420184.2047732,5522797132.554333,1769778136.816403
IND,USA,2022,3688633510.721498,18198608094.61976,9858869280.47055,15878577090.894987,6078468753.913404,2352889149.190349,5300866002.928632,495059701.2608222
IND,USA,2023,3423310966.7658887,15015588260.261345,9695473391.633823,10784644401.988726,6991119701.605899,4455850703.061325,6186419502.077494,196145264.60549933
IND,VNM,2021,1104729353.5655189,559444563.2932698,933860094.3222406,446032852.5427299,928031347.99686,603983224.3169904,147981585.46942708,784919250.4929625
IND,VNM,2022,937266263.1988608,464787579.8136177,898132817.6615025,344173538.2407019,580474675.1672354,1043811362.6062944,123480737.68281244,138223617.62897545
IND,VNM,2023,943966474.8826728,323100571.1072839,768955544.0776815,287775925.8199427,573644326.4519187,1217651106.8766022,110975571.9894751,2607342.79442328
JPN,AUS,2021,959911544.8751872,8859685930.896637,506924772.6629653,51937388.14067522,1969590786.7714944,65637304.18104351,131394458.33170308,104896694.1402932
JPN,AUS,2022,774635125.2734303,10158708072.867435,363081560.1009547,37644093.27849664,1217879701.18582,45972218.063674,73809575.86965126,48045397.36053706
JPN,AUS,2023,905659317.3750972,9172426580.227535,401633349.6357305,48704970.61557576,1799315155.6875694,50756092.75409446,77893481.06445684,74773164.63993841
JPN,CHE,2021,132102740.08483216,230010642.5174158,267684248.802602,436881730.3195339,116861521.63595729,48377291.27895965,2029505970.7929533,399917038.5677455
JPN,CHE,2022,108992421.87785263,212392275.5828716,241945273.7427554,371725829.7922969,124036640.52968068,43444497.60106197,1833101125.9816144,247128526.89186585
JPN,CHE,2023,156333489.6990558,288097148.6430212,247561966.68480024,972126685.1067278,252644900.04519424,55928343.89138511,1681014605.402846,340955004.526969
JPN,CHN,2021,4887851601.844167,15621697627.8043,34777288377.77226,11184158594.59886,16641795675.68438,25794158888.448627,10688887102.586657,16191223379.260742
JPN,CHN,2022,4407871568.211871,14056788027.09862,29337146835.175064,9754428709.004778,13032470165.908808,28250959151.71688,8589631347.581721,3926649155.302261
JPN,CHN,2023,3840391393.761625,11546472442.926922,25044238984.24511,8250282746.541698,11343612055.747423,25181188060.38684,5870066018.934514,3283980233.455862
JPN,DEU,2021,458720937.6584566,2519927371.5997634,2787058754.8532395,471960396.4977607,4017501623.0926094,1753163317.623435,3687365589.919784,1526517688.7549512
JPN,DEU,2022,422937334.8708871,2375710455.667249,2430335522.653461,432910769.71120006,3470667215.0363746,1715080070.20358,3412946917.59378,797864194.263466
JPN,DEU,2023,427179710.1140233,2103297857.2119625,2340225553.5364027,355831067.4630073,4011593848.339976,1740711986.0323164,2587143510.57774,895797458.7245733
JPN,FRA,2021,676419906.8323095,538172011.0949314,609901796.4577565,301357945.40737003,1838726291.027324,261180833.791566,812099923.2381679,503817836.150574
JPN,FRA,2022,697959976.8020804,583505449.8620912,633019965.793184,340007693.74958515,1379009202.146934,293871640.26777184,843970211.9309396,193228019.44741336
JPN,FRA,2023,722699459.4192586,453727954.801472,618654511.5761831,391734441.2466508,1702989269.9836347,355393596.47375894,831636834.7045174,198508315.7945242
JPN,HKG,2021,1527859778.0753064,1047631865.747672,6578887022.223734,3337697583.091356,1174924971.6722612,5181296537.527768,2967896353.73231,7576193983.929591
JPN,HKG,2022,1095279650.270821,994257193.2050046,4586931012.316959,4537936033.7709465,927352409.8440636,5041673985.832123,2044451412.693739,6356776734.066343
JPN,HKG,2023,999262186.9565347,612626498.5191159,3355083685.3574224,5720819999.607458,864318291.0914772,4515790870.396996,1697995436.90851,6549642487.162481
JPN,IDN,2021,971878287.5427884,3115829704.041553,2282884826.965125,1058965530.9576516,2520038397.735993,377342082.5790244,381254593.3582286,339809136.81963664
JPN,IDN,2022,888238114.3170309,4564266743.513093,2013747814.208216,919123317.1234944,2325989199.4688168,333268754.5206071,319317050.53786284,207295086.3108766
JPN,IDN,2023,860255954.8114837,3848263009.422228,1976897178.0710044,845740507.2596123,2469788547.6072726,316175146.2753271,277171509.8169378,216297330.7361337
JPN,IND,2021,510403620.3583285,3767229158.465032,2589474695.46712,772843250.8185794,1753588166.1764133,328651130.51435727,397323962.30359554,548994175.8965728
JPN,IND,2022,485447742.6492392,3618044832.273154,2469629069.62585,785083566.8843919,1953271306.7188444,647585266.838336,428442511.0109096,285388631.9992736
JPN,IND,2023,520964720.925619,3464137657.791589,3360513227.4752784,861370542.5787274,2257621945.5384693,567379819.3435446,479554932.3968758,379216833.949895
JPN,KOR,2021,1778813553.988173,10322077625.882805,8620919829.18783,1874980036.9333167,6687574309.638379,7812562494.144634,3374705438.619688,3109270135.6051736
JPN,KOR,2022,1764993151.0667884,9924189589.566914,7502327133.769796,1683979422.8571,6339193211.090881,7748004843.04203,3542199473.225578,3247230423.38091
JPN,KOR,2023,1650121030.7459843,8889776537.497086,6341968762.30712,1222190875.6187396,5756178669.321368,6173911202.539259,2379606168.5088363,2696781921.4616084
JPN,MYS,2021,516313517.060408,3438576677.5100265,2613773070.843217,819657809.5556601,1405904207.654627,2652580594.430174,500895076.062048,1005126950.8838388
JPN,MYS,2022,578805993.6676896,4430633673.467787,2170519602.215257,503859488.9188041,1363904607.0644724,2518279460.460262,451606451.7777337,659780034.427995
JPN,MYS,2023,535033714.1484776,3137832934.30705,1834014383.615985,429776900.5844244,1324009610.0691829,2300927968.448441,222202615.06964365,645618321.7567954
JPN,NLD,2021,687033690.0957794,2029308053.111348,1599459474.2984178,188885729.58319184,1560564693.2395372,1902929350.407815,1458178238.0545192,1021978691.209392
JPN,NLD,2022,641100681.4972574,1889072127.0684693,1483253567.9663625,97917528.49347116,1418774290.458522,2116612136.4025087,1354670048.7806213,517691331.3327864
JPN,NLD,2023,635497857.7474277,1772022578.652939,1599648492.258525,108451540.3822002,2178904006.7843432,1997677739.842596,1214415412.173655,538554084.158313
JPN,PHL,2021,593080080.2250261,840230517.1963763,3059368793.9600663,216098987.2096547,1611084406.359629,1652999840.4116156,360074322.4772333,871976204.1603988
JPN,PHL,2022,560541147.2939607,1150648958.1531658,3117627297.4240665,183224556.1998888,1652464110.9774225,1707664222.2980435,341333025.6685426,639463849.9849116
JPN,PHL,2023,522054507.5787181,697876683.9861792,2479609718.4241447,152758913.8094213,1626508152.0663016,1444718862.9857216,180748933.84457967,473519299.3049331
JPN,SGP,2021,535878187.7654084,2369465020.753929,2252526855.549346,1507424686.0784328,1767025200.8331678,3951647350.448113,1899358830.1065936,2342158668.465008
JPN,SGP,2022,541764592.9065858,2879596272.9198227,1978912696.2248013,1805731664.9218075,1800169422.0247371,3980568621.7485504,1710795149.906993,2500904075.346704
JPN,SGP,2023,473908690.0379282,1846443332.7533183,1645898483.1738956,1364043202.619939,1454995121.9998431,3436779078.644891,1291394404.0546494,2559747542.715535
JPN,THA,2021,2472968726.043204,3598253331.233211,6790069137.812964,892074810.8670285,6880676029.519215,2983568255.077812,1590585182.3883789,2188121711.058184
JPN,THA,2022,2451813138.068608,3214792564.6029425,5951076858.574446,982552605.6702574,6089310475.839892,3610166862.398833,1432089010.7200994,1274323540.124925
JPN,THA,2023,2287264312.5202303,2610537747.989992,5101992938.555926,912015728.2708138,5704521187.43569,3282647789.891279,898716602.7499092,1156517580.5861564
JPN,USA,2021,9875750092.634657,20271022388.086643,13188400320.33986,2753076325.788268,34403512184.15822,10981714081.617405,12456498689.41769,8762946237.957268
JPN,USA,2022,9615935076.83649,22145259186.294403,12353612319.961386,2480069051.694672,32131011934.663746,10995116442.884048,13106008206.197523,4536373125.467734
JPN,USA,2023,8445024061.051167,21113934588.148643,12574996528.81631,2016333458.1145823,39142911666.34658,10056653263.19295,9762436296.545353,5192282553.784426
JPN,VNM,2021,1216002726.086764,1438240143.380976,3417915883.612984,2482396087.115178,2902802990.115301,2208510950.5190606,819216535.6702989,1342849915.4994369
JPN,VNM,2022,1284668522.5137842,1450780440.6795745,3105531439.3215427,2452001973.170614,2426083548.3528214,2369186097.663287,796707791.4352683,442617786.863108
JPN,VNM,2023,1151208209.5244238,1078232170.9248445,2633214591.729334,2334526415.49204,2206901837.4346347,2415020605.2063847,562604849.1716659,443635320.51667184
KOR,AUS,2021,638480032.9869447,5801913222.388895,497750473.9771307,286314390.1217055,699820055.0914329,50294278.07226162,65084851.28605853,53238440.07556991
KOR,AUS,2022,923874688.4057084,11249333480.216454,625083433.7890832,272812134.54269725,1098049450.585294,73765189.9694722,192914509.4208112,3997641.0704794144
KOR,AUS,2023,1078534422.1188755,9767750050.670227,723206313.7261583,250520847.9330628,1322955583.6654365,70775478.95684525,106015468.58013082,1710762.3492589216
KOR,CHE,2021,39841475.62327244,63731464.70901768,94892323.354037,64975073.995785534,48765931.11263818,16082432.265336849,333579117.2505191,48151509.68939317
KOR,CHE,2022,42569303.64731125,78816220.22777146,124298213.0356012,74872745.27569507,50949410.12996696,17808543.210485045,367703046.0419351,2955574.431233888
KOR,CHE,2023,54950227.41270226,86393639.44319467,111798299.15946124,80951984.51682606,77252994.74762654,23456063.22126312,413691678.5046746,2247384.994251455
KOR,CHN,2021,3534262196.175146,25481363357.568195,25219877468.58176,4806607717.670011,12533897287.367184,47023254265.60492,9502214545.056606,7116289561.976187
KOR,CHN,2022,3224119682.144422,25705812844.67451,22189912029.509777,4407389515.142138,11480201669.211502,46914088851.01682,5977241769.620917,59065318.67992046
KOR,CHN,2023,2814378984.04848,21026301788.84033,18323606256.399456,3849103057.741619,11195517771.78618,31979334383.23954,4161012641.874797,45631772.06960057
KOR,DEU,2021,344475155.5599548,1153966274.562281,1465535713.04624,244621887.0362244,3188195149.155998,920298282.0239332,1466636563.1917932,437480063.4235768
KOR,DEU,2022,280215037.45399904,955720015.710291,1228440806.1606264,227479988.50321087,2849150612.7239785,941785062.91696,1250637714.8979776,18724361.63295604
KOR,DEU,2023,300716623.985896,916847456.1627882,1224867007.321924,150038331.56900498,3243843005.639133,850388292.2131647,1005976186.266508,22158552.841580786
KOR,FRA,2021,336630744.0633372,368650881.6816692,520307680.09365416,183915015.4826617,1441907361.3333275,259808172.2532166,469417709.1639421,282417283.9281915
KOR,FRA,2022,337018576.8456789,468158859.7258911,536173373.0322313,209314586.68084368,1584192581.6392615,443679053.6527207,535020707.6739096,3445268.7494625845
KOR,FRA,2023,352136998.8843389,372206045.4803592,506039859.8691832,234592153.31791955,1758439737.872649,444218654.8552444,535915216.33096033,4303365.389345215
KOR,HKG,2021,399824187.35325694,1537909177.7364376,1875823822.62584,1127090515.9394493,1239074009.3362174,23398907708.914585,961022649.3267044,558021656.767507
KOR,HKG,2022,372588384.7922574,1187276565.3295476,1166814924.096063,664184295.7837013,375281866.5723457,16770176378.865332,752455793.1835262,2635295.3772269217
KOR,HKG,2023,379407309.6272461,1018276208.2672944,986351609.8457493,695941687.6076608,701315427.4951102,14237499111.6115,832173880.6535994,1790220.8918406465
KOR,IDN,2021,585917155.6161551,2892770616.314718,1125050858.0494273,792048042.4327248,769728290.941033,504221964.64215934,235765231.3324189,191275056.6713647
KOR,IDN,2022,569018468.0883509,4201320718.38929,957546616.0386972,723660472.4968903,714281239.3447397,468562858.2397689,210298710.19446743,21552453.207795784
KOR,IDN,2023,553401425.5206733,3314385945.3850174,914559524.2286488,635686646.8486806,717479090.5439677,445018306.386181,253903211.3390667,11222937.747765671
KOR,IND,2021,382438602.7955381,4619277786.284591,3199667725.036888,502347822.5646164,2623065472.543592,910703327.5328268,350709032.8354097,362492310.4065405
KOR,IND,2022,580197961.6168028,4779856676.914523,3192460386.9683924,507456221.6708454,3268562912.668314,1801348223.2425308,394702653.72610015,5368755.192491664
KOR,IND,2023,404396772.5817242,4587296983.361352,3034320230.2972984,444187697.6059919,2918255789.449434,1615188112.0236828,425238602.39434606,3960100.2861704575
KOR,JPN,2021,891297185.7094982,5705786603.335856,5653164679.930215,1211412532.0535018,4273382237.164038,4352409864.799647,1853393649.020969,1010451295.9862698
KOR,JPN,2022,901106434.9210348,5590553925.638036,4982607573.58918,1066492885.154938,4046081828.170009,5042943322.751338,1923093791.7740724,13953902.001391737
KOR,JPN,2023,906059357.2659496,5193039667.559109,4549963979.096204,927245798.6306746,3844799081.252577,4509804525.470733,1774303026.467173,12347956.25757781
KOR,MYS,2021,487269631.8689267,3108309812.30669,1471959168.4655988,184143871.7686641,612927532.4687549,2079584444.77902,291818017.07697946,153069633.26536474
KOR,MYS,2022,472882719.1941008,4032074326.979353,1286606835.1309452,136248707.7633943,632058733.2102265,2006818828.4762163,265625074.4819089,2263206.7638546354
KOR,MYS,2023,378269407.3559631,3270284238.4206624,1030468788.3320916,99928120.60533802,431183576.163873,1834100052.4537125,258359702.5687708,874146.0995885929
KOR,NLD,2021,246001253.7445868,645038871.7464255,387112001.03015536,44388078.32468337,608538491.1823698,2488983645.717089,249789011.57431,153160998.68037996
KOR,NLD,2022,340590566.8204845,1417631735.0876148,505520588.6909579,52469103.38493926,685147407.8138937,2758416205.4178367,297021020.0414529,2432556.74282024
KOR,NLD,2023,299199824.1858117,917646658.7977018,472379354.9855496,46683773.580530725,774891847.5892962,2298219976.949128,318410877.7009906,1508230.2109910692
KOR,PHL,2021,501271018.9629004,1518709531.0157194,1764368314.396388,257723274.4832937,461671045.3644545,3041067184.530396,186933774.5745377,285285488.6723099
KOR,PHL,2022,533703045.02903736,3186225664.645133,1820670413.6706548,231395763.97847405,461826720.897632,2956409656.332236,267392477.5061088,18056513.94072547
KOR,PHL,2023,459961671.9268656,2038161578.676595,1463692259.7928452,183641018.2802996,494039586.22439927,1769669508.7484202,250904674.22375247,85012070.12682188
KOR,SGP,2021,213637932.52487287,3581384849.7385564,819355055.2796763,161124271.48640934,838204496.3155895,5318290662.74571,639198443.066761,172071104.84242257
KOR,SGP,2022,227645773.36354065,5316508907.623776,854743087.549123,329421884.70904726,976295228.245818,7159611523.968183,689017389.7244614,4920684.816051331
KOR,SGP,2023,214133910.33346865,4479264178.527641,833072554.939726,290737779.9002718,2038102738.1712303,5645658521.24761,535610260.9099445,10453399.970105816
KOR,THA,2021,769792043.9755443,1313098148.9006162,1688160760.3135834,300159507.0931105,1303602333.603601,1169970961.6419046,331251965.08681405,199071095.3848261
KOR,THA,2022,907024102.8484336,1286541003.3598888,1509112375.3695383,300450869.4827008,1157105099.3018816,1114109385.4394534,329812229.7938298,5652806.404273583
KOR,THA,2023,816722850.2700729,1018722412.420262,1290066459.6658418,229745445.97643185,985027563.374276,968596279.8035214,336697852.35606605,3440016.133527725
KOR,USA,2021,5643656150.991953,18857783955.492043,11404903186.951147,1847805501.7538493,20808169796.483555,12928767344.692312,4592428091.512549,3851130196.1225896
KOR,USA,2022,5457743572.338702,23562274216.69912,12564140603.52187,1546014689.9424136,23276512434.13568,13042690177.449997,5194194099.148048,193216382.764151
KOR,USA,2023,5174740936.4339285,22418334129.537693,13688236074.910622,1476569485.8821144,29338767793.90307,9542295840.669916,5335144698.592112,68229376.07054017
KOR,VNM,2021,1654402152.986242,3767834766.0978727,8240798360.384428,4535538296.238788,3272680341.175884,12548334311.763666,1674974080.181539,11390120955.17158
KOR,VNM,2022,1869116333.5909853,5116961876.671139,7698319146.301609,4918877179.858023,3337335413.71476,22766512493.111347,1216186558.2757282,18726966.47641529
KOR,VNM,2023,1612321136.786311,4201519165.308832,6833497585.487085,4219399753.100666,2614396271.956304,19438055256.293022,1091509942.000635,12533401.067136124
MYS,AUS,2021,975429798.371486,3490792038.991783,1227148560.1061108,323165432.60695446,255857367.75818303,496587025.88342726,194831030.35358065,75035721.9284748
MYS,AUS,2022,1004727926.1686598,4793213424.334541,1283382702.6244314,437967034.3750948,254684705.1215639,490798583.986479,204623246.39169693,41199496.99753221
MYS,AUS,2023,842457897.6327976,4880347384.304716,1349047283.4455054,259754093.5954507,262799474.0261261,402148940.5085075,226839183.8620548,9887790.624841418
MYS,CHE,2021,17905488.499438003,30656896.21413245,73071917.13309474,172777808.06490844,6283189.311854323,24217856.159867533,59441066.34862097,7444594.268083518
MYS,CHE,2022,16283992.203316385,44764052.61993676,100092392.08633156,173781899.2162278,5511334.380768124,31350902.67572216,96934109.928683,7752036.889014157
MYS,CHE,2023,16596989.607379286,72623039.658516,102964065.22280808,218278192.2699113,11322062.22593781,45180931.69319334,126720900.7754704,1806106.546783752
MYS,CHN,2021,2551861055.9246264,8051563300.32269,8715216905.658045,959948410.241992,2892526001.221986,11733590288.946054,1369304213.8618774,2160895935.8227253
MYS,CHN,2022,2476103042.6630616,7900197363.020088,7909526281.642822,896874455.0116636,2270584039.9759226,13378287344.738958,1269951014.035392,738109354.9120878
MYS,CHN,2023,2024203403.488702,6988196759.896113,6875425051.903451,715380620.9899453,2047399610.0082595,11654450431.254992,1089838009.55471,110618560.90382284
MYS,DEU,2021,202654673.71392733,414600803.4601425,1062028866.577827,461210162.015739,555914251.302397,1935464838.8467865,704616489.1872087,367205274.89597225
MYS,DEU,2022,248910655.88885328,425135348.3199565,1138509426.3836207,133141888.95607498,640923915.552609,1714607408.4203513,811431852.0146185,145571824.46391544
MYS,DEU,2023,225475002.596006,400984436.3000136,914131409.1715432,66125463.44433008,731591949.7985977,1958221460.627158,704708104.1013668,10387133.960984752
MYS,FRA,2021,129285355.19032258,110434620.49108624,175640545.67218143,111887615.3121522,230170475.7334225,151104843.7272342,112607617.752693,140262462.1209077
MYS,FRA,2022,169538280.61442265,509570948.1352884,242334005.4716056,80192194.82142328,484696878.9088219,255632162.7579029,169853317.93459252,77085251.35594255
MYS,FRA,2023,107293594.45268203,169215471.74125132,155873079.23767638,61346657.878774434,329068554.3520093,158915857.37948117,115062692.30379036,8555292.654335026
MYS,HKG,2021,226383866.8315724,486254600.7680932,1450541694.5571048,415964193.7460835,301040366.10102594,11131816337.92915,380313672.52441823,947340435.5425514
MYS,HKG,2022,244545615.078867,654798600.7708528,1437860821.0749576,433864020.5261802,785925990.0702378,12288709235.76733,378548265.875505,466344314.8360705
MYS,HKG,2023,245971417.38926944,485200848.9384012,1194862691.0975325,459192292.456064,918539954.09398,10927738466.1529,409006358.5536308,92690403.31822172
MYS,IDN,2021,1348574845.0782695,3932442738.739563,1022484405.9404866,198512784.9138661,770026775.155313,256937400.3681093,192370117.3911133,124414516.41327928
MYS,IDN,2022,1576405437.2925024,5394065384.919625,1074077041.571031,182409220.55768123,871703435.5744679,355530367.94635266,260102231.07531288,62456449.063025706
MYS,IDN,2023,1258162856.9231813,4321075434.337458,1014850144.9714246,160575562.54221737,873695504.5767922,428124152.8925986,244352204.9912749,45836778.76505161
MYS,IND,2021,3035659859.1879625,2825768882.147414,1247921535.0482824,370943579.8567302,373737048.4460135,815955868.6198025,211467277.49581963,157870109.19797543
MYS,IND,2022,2918078489.942107,3100755636.8326783,1517603561.6551874,357325889.5624105,403785220.3919695,941434479.4208252,280022444.73044115,62453733.46437995
MYS,IND,2023,2047387842.219252,2012539161.3683555,1550300202.5290775,238750672.86799788,287544646.8702602,1069318415.14604,258378789.6059721,7629741.393044724
MYS,JPN,2021,578454802.6441504,3608524157.5678673,3288188508.985898,1242952635.1185083,1607694067.8687212,3787001537.448997,541061654.3039126,424639372.0619451
MYS,JPN,2022,775497785.3233569,5442341493.366969,3471613476.5295625,970723492.2262906,1668596710.7442632,3990503018.8399153,657744625.0048695,192143685.9647689
MYS,JPN,2023,626439331.3277961,4316918704.408765,2694402217.2795467,641659308.8717422,1490342197.580145,3636738343.6241255,627471809.2370791,46728503.670797385
MYS,KOR,2021,396036621.4681804,2773664022.1933856,1297823687.4962962,123371443.77256867,563687034.7760562,2045011971.804525,214435335.1223544,124836059.36663447
MYS,KOR,2022,526689911.05707175,3874274669.5918274,1425566878.522421,117839866.23815297,677989165.343319,2627460659.847161,265358962.4586051,64077742.941442646
MYS,KOR,2023,454454162.1630232,4031805227.738976,1305442699.4708562,92025417.2596174,503992593.5568407,2512186280.500508,232883709.5020182,33091253.80815913
MYS,NLD,2021,1553115681.8297846,1195917716.4196332,767473266.9170786,332137010.260584,150907471.29336402,1779800246.409398,282827447.20772034,175833575.6624356
MYS,NLD,2022,1529108011.9349232,1760423367.8904335,984319272.7725656,97220166.58740506,243779595.32685408,2281299791.6940136,360707359.17148334,118246946.6223208
MYS,NLD,2023,915464219.1522752,1087530439.652303,788503784.9734372,55611019.08829122,230662600.7392257,2452582206.3680835,337940577.1484267,11012928.877956808
MYS,PHL,2021,983299185.7121584,872602770.2846556,755244944.9184964,102439972.44716012,254370845.94042584,1248809187.1311424,231079340.6340409,79574680.93192047
MYS,PHL,2022,1113041557.314531,1007926284.1928928,774955715.8192874,65950801.75262132,343323045.17742807,1378174291.8420086,215370599.2106976,35658216.69053246
MYS,PHL,2023,744211410.3506595,1111831252.9007072,722627044.6655419,61581714.5611449,288607652.20704675,1200129853.3929048,190486242.21803963,12245021.703954818
MYS,SGP,2021,1908009435.914925,8582133888.274695,4491053271.418856,1993565213.4182315,1057987320.0192096,14228927482.39994,1609160675.3008816,844626393.2532623
MYS,SGP,2022,1909045082.614551,12047060846.46556,4865141186.197822,1742683952.1528828,1333105581.704458,16840066419.83565,1553093183.8239143,322897123.20515746
MYS,SGP,2023,1890406347.8642056,9740123610.241997,4710974213.225833,1534149786.7006075,1411319027.3528242,15038119156.605291,1635071408.6118624,59400993.397376426
MYS,THA,2021,1640478327.8653915,2385931144.414118,1735604844.5220375,273657570.68303144,1481899363.2954795,2478282551.4286227,290076486.19281065,207250639.5985093
MYS,THA,2022,1692547130.8816147,3214224467.5148587,1690277906.318339,247504966.082736,1672853347.7502575,2556648446.833881,355591121.2890665,98285541.3292451
MYS,THA,2023,1470233550.3579187,2637973832.2279344,1490551525.9665651,196568563.20817047,1630718501.6217096,1927186195.451408,282291438.39151424,14942184.774778413
MYS,USA,2021,1266339595.4751256,2240349177.6971607,6028414090.255893,3215998875.208007,1194257398.6752558,10771575777.323069,1837118821.6851528,1954642839.680332
MYS,USA,2022,1127213921.3671043,2578406552.697655,5889457584.737165,781376777.0204548,2332023258.6146746,13537352322.172943,2252815258.1737537,747201877.2162439
MYS,USA,2023,878251231.949917,2606429069.892256,5177389010.192505,434219889.0785746,2310117322.242274,12767555410.86758,2288987271.768118,49637546.008774295
MYS,VNM,2021,887711822.0092088,1831828954.154876,1279526633.8030243,342674369.4865405,723699319.6611449,3187495167.538531,227427483.4158749,631393049.9308004
MYS,VNM,2022,949888921.1874003,1670231672.2792697,1244900665.9320438,351705516.0500556,757474238.6836702,3874388237.528991,315276250.3618205,243008097.9767478
MYS,VNM,2023,819817667.3937384,1584723783.6579063,1036285531.954692,339819909.7641887,582694121.499712,3869233806.408268,259757246.8324377,10637788.489057532
NLD,AUS,2021,634015971.8492823,489017281.3998542,437398996.37286985,58677472.86807048,416896161.89027727,128183707.70935608,792691211.000747,468555100.9095424
NLD,AUS,2022,818496007.0624847,365900312.57886136,504566632.00825113,53552679.05071575,292260411.2138668,101378590.19418456,664040058.1559246,467751037.735711
NLD,AUS,2023,601932577.6464005,633703547.2733924,625512875.0556618,59497535.61955071,372752021.6693922,174306726.41969782,855823579.0664244,90572641.24948044
NLD,CHE,2021,922239275.0001664,881379452.0007037,1495725633.1941588,422759419.23454064,596866900.7171435,946856329.3355732,3836691548.3149247,552167138.2027882
NLD,CHE,2022,1009040309.615103,920848957.412012,1540771709.1724946,323331713.87609816,601627748.3765323,882952278.1977824,3361004201.716668,256671913.63330925
NLD,CHE,2023,991416868.6945088,1138818115.437146,1446139400.8376038,313398037.9759329,728060190.5379794,982216254.9977748,3717068969.264832,189186162.25422192
NLD,CHN,2021,1300265565.623006,1112566495.037016,3316424342.0503507,986618672.6187356,1021258962.9109772,4764491242.053821,1537051511.4081588,1633121992.297933
NLD,CHN,2022,1288803613.9900043,1456509569.531459,3492927897.2753663,1150218596.602872,1047580626.3488818,5173435264.01256,1357318870.299683,118069049.9391718
NLD,CHN,2023,1305596613.7364569,1812333945.85376,3731130144.3808346,1249674260.2688537,1478119056.5212436,6786321899.033774,1586515142.0270696,98167626.17800689
NLD,DEU,2021,27925130860.52189,29117926079.015663,32462869804.53088,8288639976.231843,21528358481.131084,15453660851.06375,16248391830.216057,20303656997.28882
NLD,DEU,2022,29102626790.511288,37592772818.50047,32333633255.662632,8486597558.414554,22235650214.611107,16279004081.05179,17746175977.361843,31266162791.88629
NLD,DEU,2023,28078200421.75489,35692385663.11944,29620494489.31868,7783589314.326776,21316842151.833447,15359171144.744211,18494805708.12662,13618768386.775908
NLD,FRA,2021,12132581481.63045,11198748928.604963,9730615710.63061,2687268860.738602,5967907576.6654415,6897016650.905382,8596261343.453218,5079085271.371328
NLD,FRA,2022,11867455414.169285,14719172044.365314,9198900857.039593,3036729178.3669333,6219453320.420649,6110540869.461495,8038582740.498603,5900319495.678128
NLD,FRA,2023,11786185817.711391,11704396581.572382,9262414979.672329,3001308528.021616,6366594504.709816,5972906190.248007,8895424949.35288,4102374976.711579
NLD,HKG,2021,129977395.00406016,53772922.33532397,234078466.70427823,76943632.52681851,133761068.34473936,772057068.8926847,233612255.0356684,318022087.15642667
NLD,HKG,2022,81217447.53995761,35210641.17168702,187041834.1337269,82698973.42651908,119882342.40353344,1084424591.7219014,195824889.98891795,5035343.613756642
NLD,HKG,2023,119577958.24132094,32772010.93161623,198131997.4087129,70932025.54980916,128856743.36308149,1125798372.578819,206483673.788692,3640498.1379483617
NLD,IDN,2021,231635090.4331301,272962192.4483911,135582597.25211373,46905926.57542349,44995319.84192475,41978096.55591617,44006004.17000066,67547508.72310002
NLD,IDN,2022,205670297.8828261,288769234.8862785,117357286.26527284,54566529.45067581,65445152.75144548,39381614.91867108,50205586.133483656,10557001.711346569
NLD,IDN,2023,263924161.8559524,280207010.04549193,132697981.86470996,104068441.29675092,86225468.44236115,53319535.97886339,142778337.0925127,18092983.42335744
NLD,IND,2021,299501792.43530715,586308535.4906907,495859479.94866353,252555261.9436158,284764434.06648296,120127206.0444154,252815631.46783087,207830602.6029936
NLD,IND,2022,295455095.6041095,722791311.3609443,676731632.8499599,225609805.5579281,318041937.72475755,231556457.2646576,344572445.56441265,62491106.07323089
