country_a,country_b,year,tradeagreementindex,maritime_connectivity,sentiment_index,bec_1,bec_2,bec_3,bec_4,bec_5,bec_6,bec_7,bec_8
IND,MYS,2020,13,0.4,0.325722634718437,1180073793.5652368,1782504473.5704165,1216900237.8057084,193686711.52013484,423216834.89284384,388643826.4425381,118473676.68428093,76537053.51884012
IND,MYS,2021,13,0.4,0.4022259799431735,1797595007.232723,1833187671.294361,681908387.8753511,212710745.4499806,454062235.5577883,375814271.62079096,119723336.38017868,85017288.58882564
IND,MYS,2022,13,0.4,0.449486454691811,1715875981.7983532,1795478608.4408386,832941261.3036948,204060273.6302097,366819520.6531478,477333342.9997015,132216240.89112885,26641938.282925393
IND,MYS,2023,13,0.4,0.4737461882920327,1262933133.4097168,1547289060.9765382,927950663.9424872,140753038.22616565,276036894.3684408,718136071.4556519,163665061.24769115,6159596.373307311
IND,NLD,2006,0,0.4,0.6538756676239217,279917119.6010219,869036269.2214727,442785446.6841963,431195687.96891546,408939520.16591465,100669287.18217972,164761565.29210714,238593983.88419223
IND,NLD,2007,0,0.4,0.6808784581040279,320699794.1247944,1806480818.2672353,509741880.03144705,449940634.31508696,729632391.5429004,122894760.38239722,191883876.046756,822379093.2893817
IND,NLD,2008,0,0.4,0.6375085372645262,440034518.6784485,3176061923.981608,611050717.873259,521068862.88935196,1056022577.5310588,145864282.08068332,241404442.05543914,525537922.9101507
IND,NLD,2009,0,0.4,0.6694292022613432,336308254.5241726,3614492015.821179,538399616.623043,516323791.73186886,832281495.3905523,281336882.43721515,212760443.66994068,395623387.802028
IND,NLD,2010,0,0.4,0.6353431327482998,420122379.506578,3568172019.1843944,599164704.9294444,573531265.6967801,780520947.6443868,171060618.83203456,260737908.84061342,402633835.36576784
IND,NLD,2011,0,0.4,0.6753944056294708,539302204.8408798,5182976475.009467,822774734.8008696,789807928.8751655,995552511.4211444,228888424.9020542,334852264.45099115,839832783.6994272
IND,NLD,2012,0,0.4,0.7066582991913131,559957903.3157043,5282291326.775473,733082036.432359,691938528.11555,1345240840.8406544,200357992.0739066,342520780.67201394,657996831.7743379
IND,NLD,2013,0,0.4,0.559923618901395,608011764.702485,3951630695.438239,623612126.648285,599675715.3929118,1462710807.91717,181442060.5191297,358049239.64747405,547831941.7343055
IND,NLD,2014,0,0.4,0.5357003393416726,576866908.3751241,2934125425.6792254,641267287.178389,551205715.3163893,817406843.4553125,168630846.12620094,362379729.06888163,345436924.8004779
IND,NLD,2015,0,0.4,0.5127087577531177,536886671.1533214,1570889660.6643903,680712892.8966872,528457638.6028551,580672819.4034878,137728843.70888904,361453224.82360995,280932648.74675876
IND,NLD,2016,0,0.4,0.4872660382856102,517862242.7153332,1545776572.2906597,686099035.4479916,569502480.6910415,524272382.2147872,134159326.1079944,297969891.2712946,268353461.2608978
IND,NLD,2017,0,0.4,0.449660316786912,637034294.6563925,1694238169.9789398,717767031.7056515,565204727.0930715,735546344.9740951,175397409.67441753,307450310.2381865,164562607.67924547
IND,NLD,2018,0,0.4,0.4675594629168238,674008329.6946385,3840981759.9858766,1047236758.628237,699859184.2822409,665303261.6148508,232842487.51403326,452981876.9125584,175368229.367565
IND,NLD,2019,0,0.4,0.442055749316383,704854520.3312784,3811152676.2545743,1038717327.3546826,662629808.4723855,518316567.67313963,253480330.20321533,658368540.8141897,211575268.89653444
IND,NLD,2020,0,0.4,0.4643044488405465,641449073.2629454,2011927406.9250433,896391986.8256088,496959193.8698959,508454929.3003087,213345072.76851246,464739868.22410595,220879028.8235797
IND,NLD,2021,0,0.4,0.4916182786076792,865735701.7031907,3565462078.92806,1412478359.5502212,596819715.7844309,822832514.0292126,300026610.66427577,575976624.1661981,378824683.17440957
IND,NLD,2022,0,0.4,0.4415851853462297,1007586388.9948437,7598023085.7360525,1991121569.1907048,759338167.3989851,916650642.9339089,877120956.9852741,930764890.1880307,136997370.57219642
IND,NLD,2023,0,0.4,0.4933859635771806,814604636.7624282,11377259464.309608,1539104372.9836113,728518674.4368047,943301902.7251118,1027464559.6660522,868338425.8229825,20596443.293401487
IND,PHL,2006,1,0.3,0.6493217304884369,110353073.80535257,79510223.7564405,68979747.8261585,30616826.99533497,168324544.69661492,65281184.16242478,38709922.61900627,66064988.13866747
IND,PHL,2007,1,0.3,0.8224577253956792,142091045.74574554,74924164.87223247,89775516.77505194,28478649.615950182,146615144.54413724,27062545.092203658,55613176.68432176,93833676.67035721
IND,PHL,2008,1,0.3,0.6720949609457914,198797047.7251773,122227121.63917156,94754685.7039188,27827665.843824968,172037374.14841905,29783711.43263586,63263836.619862884,101995340.88698958
IND,PHL,2009,9,0.3,0.6363327748479459,116094576.18555374,90147018.22313495,94200253.41216815,24077120.71141777,128056816.20948912,116768982.34707272,62101721.30560305,103389671.60556048
IND,PHL,2010,9,0.3,0.6947271593432618,161780406.89570677,89150932.70115493,98736399.91755527,33143409.693488736,155747115.81816542,91002010.29555386,59693790.48548108,138962958.19289383
IND,PHL,2011,9,0.3,0.6321295336456214,180802187.06362566,111529676.530039,147288932.7195605,38998019.72390871,207462672.25361294,118629126.91460879,84787676.99476309,118638411.79988115
IND,PHL,2012,9,0.3,0.7427116523226605,180203590.82771468,79626093.94576721,148098307.32431018,42904277.59099205,251183492.50413072,152471529.53970674,91018005.14979866,148773359.11757976
IND,PHL,2013,9,0.3,0.5288906688651216,271499096.71003264,124288344.03439441,173240361.99058446,53062580.66630188,371340118.18948436,128685585.9501717,118552918.84317736,85486385.61585319
IND,PHL,2014,9,0.3,0.5386899300288186,301007766.4426201,222090744.7103227,192116792.04256305,55926651.34149456,296008302.17285603,108110535.09650399,131324901.42044365,57932706.77319607
IND,PHL,2015,9,0.3,0.4610931387563544,227358412.48629904,175298910.03090364,172718478.1983255,100829644.09913087,245555861.3280456,133062795.28678246,135309807.1006289,53418475.46988386
IND,PHL,2016,9,0.3,0.3709323272792134,244318268.7440304,211583201.98812574,220239835.0662374,66772095.233378395,255400064.81800246,147217418.48409832,155046384.1380425,102231691.52808478
IND,PHL,2017,9,0.3,0.4102400526822605,218218171.80679843,188137421.7209596,214039098.84021813,82652404.64007114,350297521.7103214,167529792.08238673,157730982.41751134,80533038.78173304
IND,PHL,2018,9,0.3,0.4085171345921685,285964570.88537943,218592772.3075935,208056948.72548452,109778496.71555783,364088670.40531147,160601419.5106157,178906178.8181175,49343934.63194006
IND,PHL,2019,9,0.3,0.3646127874145445,216836555.25723168,165276389.71336567,214796211.40829206,105275946.52999023,335594168.43358773,156962230.75060913,202210340.66816548,41592925.23875783
IND,PHL,2020,9,0.3,0.3441001700253697,220817249.56240606,116729242.52656214,220272525.08244678,72202899.15499544,243277216.92062184,91876255.6981073,203716534.8652353,62552172.189625
IND,PHL,2021,9,0.3,0.3879876715955964,335834255.92983127,181997770.34627518,224699538.3753405,113452132.05109821,397411238.1126653,120926107.25757666,206324960.567831,62980493.359381706
IND,PHL,2022,9,0.3,0.4808034204851766,337360031.59330755,196419507.78453347,204786169.5621777,98376949.33396424,420918643.5723464,158414796.20713457,228737888.93931237,18943133.00722356
IND,PHL,2023,9,0.3,0.484883298148747,235102419.69336477,181174111.1428882,222471455.26010484,98169742.28586325,282682835.6226926,217064398.62922233,205301587.86559284,6214953.500271178
IND,SGP,2006,5,0.4,0.6542302142260968,93084650.36230275,2576070678.705557,623119352.2580863,203250856.35695806,560510213.9674388,642932970.0538687,185979186.81859207,1732035131.4771972
IND,SGP,2007,5,0.4,0.6538340945165201,95164177.85107191,2852224798.4774795,695753279.6416668,229198972.24964932,654772207.5934747,646128298.7433406,223064482.15046668,2210012887.2928505
IND,SGP,2008,5,0.4,0.6492878835562126,129124339.1536762,3390184216.5391555,727497549.2858735,296517628.3983312,1497761458.8214436,525555194.377351,258642986.77019233,2651358418.6539755
IND,SGP,2009,13,0.4,0.6510023715934863,115509033.52622095,2094000565.9399338,714270299.5495698,615690409.0717119,1034799887.2617116,974358983.4155833,240640836.3775561,1268299264.857712
IND,SGP,2010,13,0.4,0.6735351730323125,121961694.5877555,3648263601.0368724,604287047.401157,466113559.73084885,963073427.2820914,925085639.8079559,372074874.34774387,2265817659.8055754
IND,SGP,2011,13,0.4,0.6579778463130243,217150930.83595967,6191466783.564376,942764713.5664293,800366374.4939176,2892290456.1704288,1107148368.8249333,526141087.1451745,3469986997.398781
IND,SGP,2012,13,0.4,0.6285552448465765,262591772.1690177,4438047756.474839,823318729.4561394,1031436362.3158675,2115228384.5719383,1019970328.9509532,574040470.7931644,4134029875.268082
IND,SGP,2013,13,0.4,0.5340460892313461,259222023.59630764,7216120344.721537,969985116.4998887,695167034.7241817,2086703360.1290567,971244129.7343715,404521762.00122744,471336132.59343016
IND,SGP,2014,13,0.4,0.5443240973933668,235065523.25331876,4704482052.453027,1084963608.7988336,594080128.1687208,1084515684.0067391,797164394.4656023,317018897.9975922,345377742.8561659
IND,SGP,2015,13,0.4,0.4886736736599777,196435975.98856774,3065767224.806608,886302788.17971,348361078.8957638,906611014.2763945,818459961.61668,266113947.30738083,829770984.9288942
IND,SGP,2016,13,0.4,0.4626749099890272,174436331.66608486,3270665700.5301642,689305328.5583928,534078466.88098073,858416382.0724949,844162931.6330334,316663092.9969827,429857685.6618665
IND,SGP,2017,13,0.4,0.48253930004094,200588735.62023157,5858880898.68029,741736636.1854086,698777699.4676517,1324318842.0450091,1030684140.5977113,392961111.4840332,415744223.919662
IND,SGP,2018,13,0.4,0.4772031664484512,350868368.24260646,4512615815.7984495,846502367.9479384,535683400.2946837,1121520088.862398,1218765275.6749606,416984488.56945413,382502498.60950935
IND,SGP,2019,13,0.4,0.4611119428936816,369692221.1155818,3656805192.8477893,949035806.4004655,494212330.59545326,1888372369.61931,1360594398.0410252,460243852.7221688,318795380.65820664
IND,SGP,2020,13,0.4,0.4289507583237589,296683506.52743787,2779338490.718895,830984131.2988647,343567409.8905195,1240845484.0804286,1103340312.4490228,347656239.60168177,256312617.4331495
IND,SGP,2021,13,0.4,0.4200108914735934,377391471.5114032,3656578012.655415,960154588.1470623,837184589.768765,1174776730.2385373,1245505779.6636307,372302917.9547808,221541814.06040567
IND,SGP,2022,13,0.4,0.4289475504100259,355896494.280527,3773944513.546076,815345383.2285237,726525612.6952183,1679054142.0258331,1355560197.343553,347803063.86270136,74897153.01756677
IND,SGP,2023,13,0.4,0.4813927383065832,256898761.86534378,4659479133.417325,811978659.393213,642543163.6611123,1404144008.9520018,848418818.0053229,381931351.00170296,50354199.70397832
IND,CHE,2006,0,0.0,0.6806149969288054,3348508.9037739136,16551538.260921655,21789305.53003536,444518049.5064558,3800050.3905138597,2852749.6263687355,24471825.10299059,9486148.678940142
IND,CHE,2007,0,0.0,0.716334260394601,3700182.750871243,14295765.995790038,22237696.09009439,540475144.1000283,3593122.04494907,3031552.667443575,26627626.3984847,10459325.952338677
IND,CHE,2008,0,0.0,0.685431752840745,4801392.750424985,24112328.59398882,28873797.694663625,680590664.4985327,7715604.676858149,3378215.9104174734,34663085.888555355,17653069.98655896
IND,CHE,2009,0,0.0,0.6474802080849437,3931719.7128930525,21204810.158601288,31991320.36066369,535612653.58717334,5724461.45523797,6742080.092121871,36734403.30243395,8942071.330874758
IND,CHE,2010,0,0.0,0.70833877210094,1845704.8347619444,9082825.780910483,17610164.221846323,576694402.0211328,4076388.812585377,2527079.012927501,20234831.972379237,5621851.343456354
IND,CHE,2011,0,0.0,0.6701362196822422,2915337.307550601,11439026.963888092,19860502.135442413,930802244.0586122,4082322.7754533687,4704635.843634255,22334935.323180374,11287235.592238603
IND,CHE,2012,0,0.0,0.6759853306163707,6349330.435963359,15285514.896529837,23409206.508563332,1021914107.0695964,8523887.317528814,5785506.1448033,32869145.925881498,22116869.701133445
IND,CHE,2013,0,0.0,0.5448375226751474,8451989.797147974,74776821.84954847,36306848.00417521,1450431686.5051284,13665493.771967009,5780939.639676235,54447279.96859782,18392636.46375888
IND,CHE,2014,0,0.0,0.5426615355136728,5453200.58495409,23259233.66417808,29446373.16498506,961941643.4447652,8957779.745349022,2870905.5722101675,29812522.387156107,11059237.436402163
IND,CHE,2015,0,0.0,0.4434544269574743,5192217.663393675,17059698.220208485,25731300.032485943,810724908.0792092,3593822.5444644717,1930178.2805900273,23205984.601871587,9912418.577776548
IND,CHE,2016,0,0.0,0.4565994278620773,7811073.977536615,26802335.215375986,31896449.92180394,842301341.306672,11541261.06456167,3202412.0251474087,33412224.786067244,16024965.702835063
IND,CHE,2017,0,0.0,0.3931725481061923,4239675.671286409,26251996.23653858,27679880.60841906,818027527.834802,4628962.217424956,2485007.7356007537,24960496.349426594,7098869.346501533
IND,CHE,2018,0,0.0,0.4139489430570332,11222894.024323633,64365952.742968686,39887797.53535545,931242187.9666007,11878036.679006526,3102465.994708281,45796490.021034546,5786095.036002197
IND,CHE,2019,0,0.0,0.4480327243834564,20455924.65596731,63420906.9883661,30489561.623500016,940659390.7897991,11470026.221098254,3517648.550649105,51066403.73050825,5152969.440111754
IND,CHE,2020,0,0.0,0.4284285128835261,21303425.26777066,88078361.36375327,33675912.58392063,869510994.4329991,12855621.812112631,5386567.907139085,67549483.01807225,7808593.614232252
IND,CHE,2021,0,0.0,0.4727154835735414,9691709.54209581,39703146.603163704,17051888.96207411,952015528.84283,12845966.38507506,1498222.170323876,32151185.577007126,4692207.917430365
IND,CHE,2022,0,0.0,0.4802894137685368,15941492.53235268,81748773.67210844,29678924.875390884,824418884.2575572,14477439.604335157,2905344.855094613,59734303.52304379,3473780.680117158
IND,CHE,2023,0,0.0,0.3816477154369098,7370141.870860053,51825030.16544987,33693987.20605044,890668143.7646813,6662893.364495462,2687581.1585670803,48126477.078617185,2256625.391278426
IND,THA,2006,1,0.3,0.6924317180180337,108102294.18507646,261085764.13240388,288379575.5895556,295531074.7067268,235015122.84057683,65936903.34414624,58599876.39413493,201690892.80737936
IND,THA,2007,1,0.3,0.6613543210143229,176509162.38713902,255075818.7214233,376427407.7923208,305949855.141077,351304103.6384792,81149018.51965806,70446441.17156208,237520272.62834045
IND,THA,2008,1,0.3,0.6215460794272087,269804733.28343666,378321287.25220793,502623397.1541381,323788899.3327883,429068952.12489665,81778295.60013966,74819531.81924373,195067863.433149
IND,THA,2009,9,0.3,0.6392036077621837,193080011.77995595,316910192.534202,368206730.4201512,213205590.83163938,242444488.96438947,119898612.01676697,73058925.02378178,145094968.42911348
IND,THA,2010,9,0.3,0.6517528113603438,245737381.9032509,465972033.57270527,554947904.6884905,266434744.76776737,351571956.7028008,127084868.20355874,68620663.11041342,128897903.05101292
IND,THA,2011,9,0.3,0.6180353354609217,316179983.49459404,716577753.128986,627045751.2957243,525251811.4337013,496487603.8308115,180014503.6442906,110714091.90483035,252179317.26706156
IND,THA,2012,9,0.3,0.6048143473423968,433955215.820112,593244346.0977203,654923183.9079999,503767118.2155606,636746422.9768234,190406447.82836705,110266053.48450528,262916619.66891155
IND,THA,2013,9,0.3,0.5482686901625473,661129728.510569,668689080.7373129,680875450.2238564,527404669.72177035,740555625.0855494,184691493.34067026,109967792.54769267,215027663.8325792
IND,THA,2014,9,0.3,0.5425452587222791,481651385.44995075,649564849.5406624,684175667.9233459,404101754.62630314,639241687.4357526,225006702.31954494,108957019.38455616,117687621.31988415
IND,THA,2015,9,0.3,0.4102302565070828,372470964.8822286,549506057.4790156,682524211.3250256,362060751.6301125,568235566.4865171,209068740.85024282,109305657.1132635,143581970.23359433
IND,THA,2016,9,0.3,0.4363944012388018,298165532.5888292,547736966.6842666,646460887.1273463,358265833.61910105,503140940.1309684,212969835.4768353,95246075.95554979,122393320.41710308
IND,THA,2017,9,0.3,0.4496135764832066,361675911.3561923,747653534.445774,747721772.4978495,380372558.10762346,593070437.9462599,272215000.6404015,96359731.91571522,105681645.09018467
IND,THA,2018,9,0.3,0.4454511494886357,439595504.3971469,929402132.8914626,870978964.4475821,485228057.4113729,702100531.0123538,263916849.16042018,114346807.76551628,128267952.91414493
IND,THA,2019,9,0.3,0.4284418766951481,367160696.5738513,810221471.5430273,875127066.4041228,561929436.9279898,686349822.0380319,250431689.90485242,117314079.6186591,144365064.98946527
IND,THA,2020,9,0.3,0.3498979830985735,363489513.7559476,691887076.8496801,735983739.4413562,466599009.02523315,624024233.7801392,198527932.55156973,123094049.29088703,84264141.30518685
IND,THA,2021,9,0.3,0.4203040079657225,607185592.8557243,962895282.2451506,1005870542.3488412,664430523.2129289,844592781.2981372,222282345.37508085,130714621.33359061,140242711.33054575
IND,THA,2022,9,0.3,0.429370131268375,755391100.1457528,986522378.8237598,995690994.5343615,764771301.2432612,675207722.1016283,319571704.4463798,133532006.14881687,32324120.55603997
IND,THA,2023,9,0.3,0.4287662946485504,592097528.63059,843027516.232362,843061104.1786674,354750130.0214866,613412976.6212838,396438749.04445386,136934295.88475958,3586499.3863970176
IND,ARE,2006,0,0.4,0.7212017012009158,394970073.0408988,3775630922.157111,1138538311.7651339,4408721033.980256,621336847.5990944,111481028.70507011,143134770.68668565,1918910980.0657501
IND,ARE,2007,0,0.4,0.6616815877529368,627903354.9399334,5193209718.453523,1242329052.3223038,5305005234.339469,814780613.1354749,160981176.31063038,158176403.41896427,2404097647.079699
IND,ARE,2008,0,0.4,0.6269000673242782,1084634207.2949626,10178259681.270735,1804975928.293397,7947071609.488463,1233107994.0209732,157420255.60100847,191701901.5066464,2822977158.5238147
IND,ARE,2009,0,0.4,0.6481270324600575,684966837.6770222,3779503107.551764,964364307.20787,13933884503.625307,563680238.608552,199485839.77185568,178693180.145036,1395460641.4125926
IND,ARE,2010,0,0.4,0.6769632127424231,802930212.8611244,5812751106.775176,1525433475.1415684,18455943443.720592,818080742.0112528,145752192.70495173,192369654.65512025,2639341796.1302133
IND,ARE,2011,0,0.4,0.643782747829011,1115509716.7333014,8867247942.137259,1624853824.367405,22438693803.178783,1385166538.9207935,252271010.5653277,238869649.1580031,2850352890.939126
IND,ARE,2012,0,0.4,0.6347572800061192,856062690.9446284,9181642505.52232,1718714735.9678826,19312224988.85043,1303658780.0791624,194803333.93669483,227058751.8857171,3011063268.813168
IND,ARE,2013,0,0.4,0.532241475067296,1029518189.0652144,9761771609.65747,1852885305.862147,15423724134.676134,1901444005.6129627,226962974.9830355,223099095.57453784,578948604.568494
IND,ARE,2014,0,0.4,0.5449655941804517,1242638803.9087837,12113136547.789131,2222444303.99218,12520264326.261894,2498723431.059308,167076331.62970513,243243520.74373728,504061598.61526006
IND,ARE,2015,0,0.4,0.4210421411040567,1364611046.6390803,8119259108.173306,2127943543.1339352,14456892871.65927,1921171784.7243423,208223763.93097413,233554684.52308187,368421021.21600795
IND,ARE,2016,0,0.4,0.4373453095092157,1548229753.203487,7749143374.272041,2044509009.552912,14868985112.913902,1620388463.831227,205508995.0680697,255586500.66305923,474764054.4952992
IND,ARE,2017,0,0.4,0.4446216259057432,1357828789.9608903,8448815771.703368,1950868661.5385122,13247790374.04177,1810689231.2096925,196430856.75218385,250546946.52613997,371897592.26744133
IND,ARE,2018,0,0.4,0.4123591274009435,1248249269.0692935,10538454893.196926,2022843438.3700483,9119019283.222338,2063958913.4864807,245811609.52716836,380031382.72416747,490909418.4035777
IND,ARE,2019,0,0.4,0.4028482431519098,1095558716.9020746,10293211331.72517,2023098369.986261,9308526607.560219,1882306462.0353746,250470272.46002713,493740645.03372514,986656618.297146
IND,ARE,2020,0,0.4,0.3930420691405003,956308304.3500831,6589903779.384417,1345979147.081678,4589756944.391829,1307253811.9954863,178936470.25981134,236385021.01319054,519991849.52350575
IND,ARE,2021,0,0.4,0.4514678754007866,1083428502.4348667,8575342531.781146,1417780349.6217632,7275159650.104729,1515425456.4302273,229032476.1773773,252996824.68076277,752312096.769129
IND,ARE,2022,4,0.4,0.4081521707276676,1156656990.030447,11680064565.89668,1522353411.3828118,6398263173.552277,1847378578.737447,947606570.191483,331761084.3542197,256000873.85463452
IND,ARE,2023,4,0.4,0.4200833383838174,1224913129.0594115,9746127113.629309,1789932943.6008792,8500362357.007268,1715003115.2985075,1171655280.61835,552152270.4080936,22558174.378179353
IND,USA,2006,0,0.4,0.6817384101640385,1327332174.5489619,2211956765.3366294,2812747953.617961,7210577126.873248,2926184710.6750865,782348301.7822807,1294865518.1837478,2171308408.982083
IND,USA,2007,0,0.4,0.6744603956513134,1368386564.1168194,2635271229.5427094,3005252817.897194,7045336503.514246,2879024093.82886,761086180.9171332,1554939666.111778,2658902368.0712585
IND,USA,2008,0,0.4,0.6717762423849958,2594853159.72176,2732263705.9244933,2955407766.3646555,5400953548.508362,5410369329.501984,517402362.71740717,1478612598.0965567,2225323193.164782
IND,USA,2009,0,0.4,0.6677287124723114,1508801064.2836833,2418491554.2666864,2675370633.2546806,5899918029.55305,2231193374.231092,1014897579.2805375,1753639170.4500723,1691708434.6801956
IND,USA,2010,0,0.4,0.6576773521580418,1637749220.2434292,3061246835.027898,3334645660.4020066,7230342999.821688,2656562333.1806846,1009348739.1769128,2353898878.336445,3036016917.810936
IND,USA,2011,0,0.4,0.6593804304770036,3015127278.472049,4401797293.191303,4382445694.5792465,10034772596.21298,3098264996.9952316,1263690386.745631,2927308258.2648044,4236080471.538753
IND,USA,2012,0,0.4,0.6479458583006947,4760526263.968581,4715289763.014837,4791897281.729495,9848024828.420996,2779186448.389914,1302735528.4758623,3301849875.5801454,3972562714.4201694
IND,USA,2013,0,0.4,0.531807327980952,3677367099.158335,6475348209.541627,4743499718.457496,10907065599.347013,2896561116.8096604,1136460458.577651,3586642269.2840743,4126664488.824138
IND,USA,2014,0,0.4,0.5442970189602635,3993633820.7975945,7628976662.820533,5457183890.636729,12197264777.459253,3219796360.9962087,1283000785.134329,4079236669.5471826,2511746584.608173
IND,USA,2015,0,0.4,0.450860083217581,3310865181.4854264,5635009784.725323,5301781072.12815,12519765772.105978,3369391797.57513,1235171151.7780347,4601234960.195758,2407090808.006196
IND,USA,2016,0,0.4,0.403824949534124,3191647611.0468564,5507910189.22484,5732855316.246883,12861353275.566364,3134991071.359217,1375973073.5858715,4904296328.509926,2724484046.4600463
IND,USA,2017,0,0.4,0.3939557456547456,3816222258.2417245,7195751866.763191,5867946306.145614,12799479496.629923,4914419844.002935,1289383527.5645132,4514693503.051071,1982153629.6010282
IND,USA,2018,0,0.4,0.4046591072455385,3437946931.9678035,9902501065.290768,6250472271.4216795,14631756800.866009,5389784694.970426,1218777705.7751663,4446773886.4367485,1174620243.2713943
IND,USA,2019,0,0.4,0.3898058247781348,3436979016.1525254,10352813376.74219,6720677699.077676,13819218523.939936,5427493646.163675,1635166052.1421485,5035460619.7969055,1286908761.984943
IND,USA,2020,0,0.4,0.3967732711173896,3555639489.033699,8932085847.626637,6490880689.550001,11359163937.706842,4481684299.157908,1288225172.131735,5533349364.927637,1284440895.8655412
IND,USA,2021,0,0.4,0.4028768462373022,3876679573.8700876,15754818262.428259,8819407883.85813,16868010507.357458,5293875646.910566,1393420184.2047732,5522797132.554333,1769778136.8164027
IND,USA,2022,0,0.4,0.4115243604861838,3688633510.721498,18198608094.61976,9858869280.47055,15878577090.894989,6078468753.913404,2352889149.190349,5300866002.928632,495059701.2608222
IND,USA,2023,0,0.4,0.4094842007543106,3423310966.7658887,15015588260.261343,9695473391.633823,10784644401.988726,6991119701.605899,4455850703.061325,6186419502.077494,196145264.60549933
IND,VNM,2006,1,0.3,0.7163076499060401,352923603.24451697,155895627.19875154,136066227.51050708,71099212.99706788,74084729.7731382,9724130.572338901,105662283.50657788,113321657.19710164
IND,VNM,2007,1,0.3,0.7157174924939643,687335984.1237262,180134075.28907278,179606281.88830286,111900394.789811,99808990.22455393,8857462.629119,133701190.16150026,161884164.89391398
IND,VNM,2008,1,0.3,0.6278987722892427,1073189820.941725,223539188.9556572,205393168.51723737,126137316.77541542,163710766.38586602,19609411.318197157,128134671.76150653,140065495.34439528
IND,VNM,2009,9,0.3,0.6093531258159073,832208874.1738542,132681355.47255927,177306672.1418521,109151556.76456024,185043384.41545498,58586324.84899392,119910418.75687298,193709301.42585227
IND,VNM,2010,9,0.3,0.673928637345762,893748263.15778,288849174.8512447,224466905.2506998,236355404.9761802,409241097.40679103,56810100.65562813,114477402.79998405,335725506.9016918
IND,VNM,2011,9,0.3,0.7380952322910379,1350781534.459843,258502232.59332994,296897442.1204675,217357602.97219643,270246669.4960806,98524718.53184633,149636510.51360458,761055401.3126321
IND,VNM,2012,9,0.3,0.6139339346855517,1346581831.2773015,273917028.3452061,311551079.09989464,209727225.89188436,231981287.1698181,148691567.92707703,158692499.97524628,916890632.3135723
IND,VNM,2013,9,0.3,0.5655744307993968,2576987349.6578765,271339991.7109941,322032218.6785521,349496341.3455305,397428627.15879244,244516036.66176155,169587756.90476832,812156509.8817244
IND,VNM,2014,9,0.3,0.555457723117158,3270190639.720845,310671760.38122165,563142635.974009,527194539.73767745,354767476.6416276,177853523.1587357,208877048.8127421,770115047.573141
IND,VNM,2015,9,0.3,0.4527767120867564,2529465085.9938145,274925963.2073456,517592498.10057396,414229501.8615696,351438515.7484325,231958291.34352267,202552924.45802593,548637603.2867143
IND,VNM,2016,9,0.3,0.428550675365942,2742873762.0403895,388357306.8350484,590314206.1399889,377401634.5872551,529035230.9328189,368868526.24424994,215134660.38320383,386966096.8370459
IND,VNM,2017,9,0.3,0.4449810533441867,3514513576.5691166,428734451.9224016,859118553.0708436,515509672.1170004,932829986.1857065,467684990.1155223,317028520.820402,436010905.19900626
IND,VNM,2018,9,0.3,0.4885966442761613,1984134721.5720327,482369104.7770237,843433326.1592212,459435932.2507898,499913475.1468105,1093858296.9675124,164705496.07770318,511392399.04890704
IND,VNM,2019,9,0.3,0.5115734061287981,1068978624.1935661,323153995.008974,750533695.2406821,306232138.03732634,751034061.8478912,638068842.5280957,130145796.23505136,878663982.9084128
IND,VNM,2020,9,0.3,0.4405675549895365,678519924.4711294,281591877.59326017,605338791.0869428,274924014.1572293,679020881.7831334,465741659.76751494,124183626.60861903,795721144.5321704
IND,VNM,2021,9,0.3,0.5324788975629364,1104729353.5655189,559444563.2932698,933860094.3222406,446032852.5427299,928031347.9968601,603983224.3169904,147981585.46942708,784919250.4929625
IND,VNM,2022,9,0.3,0.4978650143350114,937266263.1988608,464787579.81361765,898132817.6615025,344173538.2407019,580474675.1672354,1043811362.6062943,123480737.68281244,138223617.62897545
IND,VNM,2023,9,0.3,0.4919413468779826,943966474.8826729,323100571.1072839,768955544.0776815,287775925.8199427,573644326.4519187,1217651106.8766022,110975571.9894751,2607342.7944232794
IDN,AUS,2006,0,0.3,0.6616325710671888,329539386.32659215,1076562997.58903,462724577.6266577,217699911.22915253,281400075.5287292,57008737.42574561,42449230.27401586,636445356.0000767
IDN,AUS,2007,0,0.3,0.6458340918434566,479378395.0949718,1306252227.8771036,506196859.57987404,271074051.25085914,354106479.16221905,36473409.82190221,55519953.2817632,657120607.9313066
IDN,AUS,2008,0,0.3,0.6437236422700218,632310932.7733679,1450080218.6449919,609322895.5207309,302795124.4133881,457135752.86482453,37792914.76705997,55880365.769282326,730090179.2463543
IDN,AUS,2009,8,0.3,0.6160783796595208,596215304.0613565,1083778414.9684055,446358206.2447542,240979283.46725896,249766305.66379085,60103410.92443956,41811288.03076761,708423818.6392269
IDN,AUS,2010,8,0.3,0.6521653776588319,688850181.9694737,1342605957.1124296,733890997.9188529,432695385.03184056,295492840.5883623,142018198.66189364,97077383.34611809,639097951.3710285
IDN,AUS,2011,8,0.3,0.6343485406486529,658484185.6166493,1748773206.204846,1067686881.5682261,494021058.71091187,464591426.1008156,111503295.11313488,111146154.49073254,926323840.1946839
IDN,AUS,2012,8,0.3,0.6335118435270267,1333950726.80633,1266286288.056628,911478144.1918885,619895685.930178,365297087.4648986,113499458.81785816,101631920.54168306,95265392.19053589
