YEAR,COUNTRY,SECTOR_ID,TCI,ICI,ECI,SECTOR
2013,BEL,23,2.6224608421325684,2.770270824432373,2.4996860027313232,Inland Transport
2013,BEL,24,2.0974907875061035,3.557756185531616,1.2119886875152588,Maritime Transport
2013,BEL,25,2.156184673309326,2.348369836807251,1.9957897663116455,Air Transport
2013,BEL,26,2.417201280593872,2.9039032459259033,2.166337251663208,Logistics and Travel Agencies
2013,BEL,27,2.9032933712005615,2.902989387512207,2.8090240955352783,Post and Telecommunications
2013,BEL,28,2.996037244796753,2.818769693374634,3.2696099281311035,Financial Intermediation
2013,BEL,29,7.919314861297607,6.925611972808838,9.208456993103027,Real Estate Activities
2013,BEL,30,2.9976959228515625,3.046705961227417,2.96586275100708,Business and Professional Activities
2013,BEL,32,3.314357280731201,3.6430747509002686,3.262014150619507,Education
2013,BEL,33,4.124793529510498,3.445051670074463,4.703657150268555,Health and Social Work
2013,BEL,34,2.772984266281128,2.9778263568878174,2.7733614444732666,"Other Community, Social and Personal Services"
2014,BEL,1,2.849832057952881,2.5142271518707275,3.1768667697906494,"Agriculture, Hunting, Forestry and Fishing"
2014,BEL,2,2.4005279541015625,3.43341326713562,1.769639253616333,Mining and Quarrying
2014,BEL,3,2.6259679794311523,2.4284751415252686,2.845754384994507,"Food, Beverages and Tobacco"
2014,BEL,4&5,2.25480318069458,3.4549410343170166,1.4600903987884521,Textiles; Leather Products and Footwear
2014,BEL,6,2.4679551124572754,2.5527913570404053,2.54289174079895,Wood and Products of Wood and Cork
2014,BEL,7,2.5195322036743164,2.3666043281555176,2.6866302490234375,"Pulp, Paper, Printing and Publishing"
2014,BEL,8,1.9286280870437622,2.340841770172119,1.7201710939407349,"Coke, Refined Petroleum and Nuclear Fuel"
2014,BEL,9,1.9314864873886108,2.3765997886657715,1.5175248384475708,Chemicals and Chemical Products
2014,BEL,10,1.9884229898452759,2.6366348266601562,1.5608100891113281,Rubber and Plastics
2014,BEL,11,2.8582890033721924,3.1762633323669434,2.6574816703796387,Other Non-Metallic Mineral Products
2014,BEL,12,2.56134295463562,2.8866045475006104,2.28944993019104,Basic Metals and Fabricated Metal
2014,BEL,13,2.536104679107666,3.425424337387085,1.836539626121521,Other Machinery
2014,BEL,14,2.4190003871917725,3.470773220062256,1.5957415103912354,Electrical and Optical Equipment
2014,BEL,15,2.5350759029388428,3.6503138542175293,1.7927484512329102,Transport Equipment
2014,BEL,16,2.898207902908325,3.1689987182617188,2.5996689796447754,Other Manufacturing; Recycling
2014,BEL,18,4.259202480316162,4.366186141967773,4.266150951385498,Construction
2014,BEL,19,2.98818302154541,4.252596378326416,2.6072988510131836,"Sale, Maintenance and Repair of Motor Vehicles"
2014,BEL,20,2.785386562347412,3.110790491104126,2.7205543518066406,Wholesale Trade and Commission Trade
2014,BEL,21,3.35347843170166,3.8677818775177,2.9815547466278076,Retail Trade; Repair of Household Goods
2014,BEL,22,3.3433780670166016,3.339869976043701,4.057014465332031,Hotels and Restaurants
2014,BEL,23,2.5857229232788086,2.700212001800537,2.498014450073242,Inland Transport
2014,BEL,24,2.0620064735412598,3.3033132553100586,1.2592188119888306,Maritime Transport
2014,BEL,25,2.055276393890381,2.239798069000244,1.9221885204315186,Air Transport
2014,BEL,26,2.4143433570861816,2.8407437801361084,2.1591906547546387,Logistics and Travel Agencies
2014,BEL,27,2.826009511947632,2.8587136268615723,2.7902286052703857,Post and Telecommunications
2014,BEL,28,3.0642166137695312,2.801323413848877,3.4404258728027344,Financial Intermediation
2014,BEL,29,7.794053554534912,7.098461627960205,8.936700820922852,Real Estate Activities
2014,BEL,30,2.940129280090332,2.979250431060791,2.911579132080078,Business and Professional Activities
2014,BEL,32,3.280351161956787,3.3536787033081055,3.5746278762817383,Education
2014,BEL,33,4.028243064880371,3.030029296875,5.097751140594482,Health and Social Work
2014,BEL,34,2.724747896194458,2.8903989791870117,2.6980369091033936,"Other Community, Social and Personal Services"
2015,BEL,1,2.852149724960327,2.507070541381836,3.1701748371124268,"Agriculture, Hunting, Forestry and Fishing"
2015,BEL,2,2.159904956817627,3.1001551151275635,1.609619140625,Mining and Quarrying
2015,BEL,3,2.635922908782959,2.4406707286834717,2.8670167922973633,"Food, Beverages and Tobacco"
2015,BEL,4&5,2.3149337768554688,3.4255058765411377,1.5563288927078247,Textiles; Leather Products and Footwear
2015,BEL,6,2.4657373428344727,2.5339760780334473,2.5334253311157227,Wood and Products of Wood and Cork
2015,BEL,7,2.5236570835113525,2.3665878772735596,2.699824094772339,"Pulp, Paper, Printing and Publishing"
