MONTH,GPR,GPRT,GPRA,GPRH,GPRHT,GPRHA,SHARE_GPR,SHARE_GPRH,SHAREH_CAT_1,SHAREH_CAT_2,SHAREH_CAT_3,SHAREH_CAT_4,SHAREH_CAT_5,SHAREH_CAT_6,SHAREH_CAT_7,SHAREH_CAT_8
1985-01-01,102.17337799072266,107.57417297363281,89.64749145507812,87.15320587158203,101.08314514160156,75.144287109375,3.0645718574523926,3.143986940383911,0.31825634837150574,0.06750892102718353,0.8101070523262024,0.9837014079093933,0.09644131362438202,0.26039156317710876,0.7908188104629517,0.617224395275116
1985-02-01,117.10202026367188,126.4427261352539,96.60166931152344,99.5522689819336,127.21312713623047,75.10356903076172,3.5123393535614014,3.5912740230560303,0.39102697372436523,0.06174109876155853,0.936406672000885,1.1627906560897827,0.24696439504623413,0.33957603573799133,0.5968306064605713,0.7408931851387024
1985-03-01,124.77815246582031,127.07085418701172,116.98727416992188,103.82247161865234,131.8114471435547,78.71694946289062,3.7425758838653564,3.7453184127807617,0.3923666775226593,0.09809166938066483,0.9987515807151794,1.2395219802856445,0.16943107545375824,0.4280363917350769,0.7936508059501648,0.5617977380752563
1985-04-01,87.92900085449219,94.64019775390625,73.75779724121094,74.30415344238281,91.29563903808594,56.713565826416016,2.6373283863067627,2.680467128753662,0.2830856442451477,0.06192498281598091,0.964260458946228,0.5042462944984436,0.18577495217323303,0.38039630651474,0.41578203439712524,0.46886056661605835
1985-05-01,103.26284790039062,111.15978240966797,92.27672576904297,84.36409759521484,101.91083526611328,73.03491973876953,3.0972492694854736,3.04337215423584,0.31735697388648987,0.07323622703552246,1.0822687149047852,0.5533403754234314,0.21970868110656738,0.309219628572464,0.5370656847953796,0.7242249250411987
1985-06-01,148.78282165527344,134.65670776367188,174.1437530517578,133.50326538085938,156.58505249023438,130.3762969970703,4.462568283081055,4.816030979156494,0.19365160167217255,0.10103561729192734,0.959838330745697,0.6651511192321777,1.2545255422592163,0.24416939914226532,0.7240885496139526,1.8354803323745728
1985-07-01,133.90542602539062,126.30107879638672,149.5423583984375,114.45590209960938,128.53880310058594,115.16727447509766,4.016337871551514,4.12891149520874,0.24287715554237366,0.06539000570774078,0.8313872218132019,0.6632415056228638,0.9154600501060486,0.38299858570098877,0.5418028831481934,1.6160672903060913
1985-08-01,82.78410339355469,75.26383972167969,84.87953186035156,65.6230239868164,69.08908081054688,61.5634765625,2.483013153076172,2.3673017024993896,0.06473090499639511,0.07397817820310593,0.721287190914154,0.3976326882839203,0.09247271716594696,0.21268725395202637,0.5733308792114258,0.6473090648651123
1985-09-01,102.43449401855469,101.56950378417969,92.48631286621094,84.28641510009766,103.19536590576172,65.11878204345703,3.072403907775879,3.04056978225708,0.23455825448036194,0.026062028482556343,1.025106430053711,0.860046923160553,0.12162279337644577,0.25193291902542114,0.5646772384643555,0.5994266271591187
1985-10-01,105.99191284179688,91.34220886230469,118.73129272460938,93.57068634033203,101.9737319946289,90.31834411621094,3.1791045665740967,3.375492811203003,0.2463863343000412,0.04927726835012436,0.7391589879989624,0.8952036499977112,0.2710249722003937,0.22174769639968872,0.3613666296005249,1.3797634840011597
1985-11-01,94.84818267822266,98.25837707519531,80.12213897705078,85.8834228515625,105.17568969726562,63.061100006103516,2.8448612689971924,3.0981805324554443,0.34328871965408325,0.042911089956760406,0.6951596140861511,1.0641950368881226,0.17164435982704163,0.26604875922203064,0.4376930892467499,0.6608307361602783
1985-12-01,96.4211654663086,80.3045654296875,111.21063232421875,80.88300323486328,76.82512664794922,83.4144515991211,2.892040967941284,2.9177942276000977,0.19451962411403656,0.08457374572753906,0.524357259273529,0.6681326031684875,0.17760486900806427,0.2537212371826172,0.37212449312210083,1.1586602926254272
1986-01-01,135.36074829101562,137.66831970214844,166.0226287841797,106.45464324951172,126.04151153564453,116.89703369140625,4.059988498687744,3.8402719497680664,0.24638912081718445,0.09345794469118118,1.5123194456100464,0.5012744069099426,0.37383177876472473,0.33984705805778503,0.5182667970657349,1.716227650642395
1986-02-01,98.75003051757812,84.02117919921875,114.81560516357422,81.32550048828125,83.8671646118164,81.09291076660156,2.961892604827881,2.9337568283081055,0.21489301323890686,0.0934317484498024,0.7194244861602783,0.5419041514396667,0.11211809515953064,0.39241334795951843,0.6727085709571838,0.766140341758728
1986-03-01,98.67667388916016,85.12946319580078,117.56116485595703,84.73036193847656,89.61402130126953,86.78643035888672,2.9596924781799316,3.056584596633911,0.19366790354251862,0.09262377768754959,0.6904681921005249,0.5304816365242004,0.29471203684806824,0.336813747882843,0.6820478439331055,0.8925564289093018
1986-04-01,148.31385803222656,142.49339294433594,182.87278747558594,136.7578582763672,158.0753936767578,147.17581176757812,4.448502063751221,4.933437824249268,0.36543983221054077,0.09571043401956558,1.2703384160995483,0.7656834721565247,0.9310014843940735,0.37414076924324036,0.45244932174682617,2.323153257369995
1986-05-01,117.38924407958984,126.68498992919922,114.20220947265625,91.70619201660156,120.51639556884766,77.1910171508789,3.520954132080078,3.308232545852661,0.3045943081378937,0.025382857769727707,0.879939079284668,0.7530248165130615,0.5499619245529175,0.1607581079006195,0.44843047857284546,1.1337676048278809
1986-06-01,96.29425048828125,106.94334411621094,80.0658187866211,76.17398071289062,97.846435546875,56.85545349121094,2.8882343769073486,2.7479195594787598,0.2080443799495697,0.08668515831232071,0.7801664471626282,0.6588072180747986,0.3554091453552246,0.27739250659942627,0.33807212114334106,0.5981276035308838
1986-07-01,94.70178985595703,99.80805206298828,83.9753189086914,78.52931213378906,99.91121673583984,59.93556213378906,2.840470314025879,2.8328864574432373,0.22341376543045044,0.07149240374565125,0.8132261037826538,0.6523681879043579,0.3038427233695984,0.37533512711524963,0.3306523561477661,0.6255585551261902
1986-08-01,103.34593963623047,104.75926971435547,99.84519958496094,83.76042938232422,102.96994018554688,67.41898345947266,3.0997416973114014,3.0215952396392822,0.2786485552787781,0.026123302057385445,1.0101009607315063,0.6269592642784119,0.30477187037467957,0.30477187037467957,0.5224660634994507,0.5834203958511353
1986-09-01,117.1078872680664,106.35902404785156,126.74607849121094,96.58828735351562,105.95772552490234,93.80267333984375,3.5125153064727783,3.4843506813049316,0.29396507143974304,0.025938093662261963,0.8127269744873047,0.631160318851471,0.3804253935813904,0.2680269777774811,0.5014698505401611,1.3141968250274658
1986-10-01,96.79243469238281,109.01692199707031,77.40582275390625,90.36180877685547,122.56193542480469,62.162960052490234,2.903176784515381,3.259735107421875,0.32115617394447327,0.04817342385649681,0.8350059986114502,1.2605379819869995,0.2007226049900055,0.2167804092168808,0.3452428877353668,0.770774781703949
1986-11-01,109.77281951904297,124.65135192871094,89.47162628173828,95.00690460205078,125.02127838134766,66.47158813476562,3.292508363723755,3.4273033142089844,0.3287581205368042,0.024656858295202255,1.1259965896606445,0.6164214611053467,0.3862907886505127,0.3369770646095276,0.36163392663002014,0.6986110210418701
1986-12-01,89.75377655029297,93.46377563476562,78.10250091552734,79.09990692138672,92.5776596069336,64.65413665771484,2.6920604705810547,2.8534703254699707,0.16281062364578247,0.017137961462140083,0.8226221203804016,0.7112253904342651,0.21422450244426727,0.23993144929409027,0.5655527114868164,0.5655527114868164
1987-01-01,96.94281768798828,90.4955062866211,104.48915100097656,83.18221282958984,90.5403823852539,79.43721771240234,2.9076874256134033,3.0007364749908447,0.3129602372646332,0.0736377015709877,0.727172315120697,0.33136966824531555,0.3773932158946991,0.4510309398174286,0.5430780649185181,0.8100147247314453
1987-02-01,100.683349609375,109.72402954101562,89.29598236083984,83.09893035888672,107.59603118896484,66.13538360595703,3.0198802947998047,2.997731924057007,0.32541170716285706,0.03944384306669235,0.9170693159103394,0.6311014890670776,0.32541170716285706,0.26624593138694763,0.46346515417099,0.7001281976699829
1987-03-01,89.60771942138672,105.55125427246094,67.09355163574219,72.18781280517578,101.96662139892578,46.77596664428711,2.6876795291900635,2.604121685028076,0.2500646710395813,0.04311459884047508,0.7415710687637329,0.8536690473556519,0.2155729979276657,0.2586875855922699,0.37940847873687744,0.42252305150032043
1987-04-01,113.39408111572266,117.12814331054688,99.12645721435547,96.94609069824219,110.6609878540039,79.36094665527344,3.4011240005493164,3.497257947921753,0.2337498813867569,0.03596151992678642,0.8540861010551453,1.1237975358963013,0.12586532533168793,0.38658633828163147,0.6113458871841431,0.8630765080451965
1987-05-01,98.65091705322266,97.37140655517578,95.23518371582031,82.95381164550781,97.07131958007812,69.26936340332031,2.9589197635650635,2.992496967315674,0.35770371556282043,0.06979584693908691,0.6107136607170105,0.7503053545951843,0.20066305994987488,0.4885709285736084,0.47984644770622253,0.5234688520431519
