MONTH,COUNTRY,GPR_SCORE
1996-07-01,ARG,0.027254454791545868
1996-08-01,ARG,0.017780305817723274
1996-09-01,ARG,0.01844746246933937
1996-10-01,ARG,0.029250219464302063
1996-11-01,ARG,0.027139803394675255
1996-12-01,ARG,0.0226791650056839
1997-01-01,ARG,0.0037710233591496944
1997-02-01,ARG,0.022031284868717194
1997-03-01,ARG,0.0098173962906003
1997-04-01,ARG,0.04720798507332802
1997-05-01,ARG,0.01306463684886694
1997-06-01,ARG,0.0034143675584346056
1997-07-01,ARG,0.013592958450317383
1997-08-01,ARG,0.010408353991806507
1997-09-01,ARG,0.009849305264651775
1997-10-01,ARG,0.03958586975932121
1997-11-01,ARG,0.07267441600561142
1997-12-01,ARG,0.0098483357578516
1998-01-01,ARG,0.030685201287269592
1998-02-01,ARG,0.016073552891612053
1998-03-01,ARG,0.023361757397651672
1998-04-01,ARG,0.009307809174060822
1998-05-01,ARG,0.04480035975575447
1998-06-01,ARG,0.05658349022269249
1998-07-01,ARG,0.026968715712428093
1998-08-01,ARG,0.04658529907464981
1998-09-01,ARG,0.011664188466966152
1998-10-01,ARG,0.05665883049368858
1998-11-01,ARG,0.032879989594221115
1998-12-01,ARG,0.04107944294810295
1999-01-01,ARG,0.015183722600340843
1999-02-01,ARG,0.01701490581035614
1999-03-01,ARG,0.04730788618326187
1999-04-01,ARG,0.012406177818775177
1999-05-01,ARG,0.01511030551046133
1999-06-01,ARG,0.015307372435927391
1999-07-01,ARG,0.03159158304333687
1999-08-01,ARG,0.026185723021626472
1999-09-01,ARG,0.03157363086938858
1999-10-01,ARG,0.014390974305570126
1999-11-01,ARG,0.023897718638181686
1999-12-01,ARG,0.022231396287679672
2000-01-01,ARG,0.011989688500761986
2000-02-01,ARG,0.018208855763077736
2000-03-01,ARG,0.005474502686411142
2000-04-01,ARG,0.008994963020086288
2000-05-01,ARG,0.01989031955599785
2000-06-01,ARG,0.03149335831403732
2000-07-01,ARG,0.011861341074109077
2000-08-01,ARG,0.026646139100193977
2000-09-01,ARG,0.030768370255827904
2000-10-01,ARG,0.02199736051261425
2000-11-01,ARG,0.008342835120856762
2000-12-01,ARG,0.02469974383711815
2001-01-01,ARG,0.008683319203555584
2001-02-01,ARG,0.018955549225211143
2001-03-01,ARG,0.024642005562782288
2001-04-01,ARG,0.018092451617121696
2001-05-01,ARG,0.002847380470484495
2001-06-01,ARG,0.017863523215055466
2001-07-01,ARG,0.028229979798197746
2001-08-01,ARG,0.012465719133615494
2001-09-01,ARG,0.12639181315898895
2001-10-01,ARG,0.11031743884086609
2001-11-01,ARG,0.08143085986375809
2001-12-01,ARG,0.10531354695558548
2002-01-01,ARG,0.10352597385644913
2002-02-01,ARG,0.13496123254299164
2002-03-01,ARG,0.05502461642026901
2002-04-01,ARG,0.05828220769762993
2002-05-01,ARG,0.038689326494932175
2002-06-01,ARG,0.02776235342025757
2002-07-01,ARG,0.03166460990905762
2002-08-01,ARG,0.03872466832399368
2002-09-01,ARG,0.05835739150643349
2002-10-01,ARG,0.04764707386493683
2002-11-01,ARG,0.03830062970519066
2002-12-01,ARG,0.04802612587809563
2003-01-01,ARG,0.04465216025710106
2003-02-01,ARG,0.060635071247816086
2003-03-01,ARG,0.07760316878557205
2003-04-01,ARG,0.07286930084228516
2003-05-01,ARG,0.022842785343527794
2003-06-01,ARG,0.03013228066265583
2003-07-01,ARG,0.036810945719480515
2003-08-01,ARG,0.02486402541399002
2003-09-01,ARG,0.052956752479076385
2003-10-01,ARG,0.032353732734918594
2003-11-01,ARG,0.015046191401779652
2003-12-01,ARG,0.019113149493932724
2004-01-01,ARG,0.02684483677148819
2004-02-01,ARG,0.024654071778059006
2004-03-01,ARG,0.034316107630729675
2004-04-01,ARG,0.011920372024178505
2004-05-01,ARG,0.01760253496468067
2004-06-01,ARG,0.014924482442438602
2004-07-01,ARG,0.01206381805241108
2004-08-01,ARG,0.018238745629787445
2004-09-01,ARG,0.035892680287361145
2004-10-01,ARG,0.008587130345404148
2004-11-01,ARG,0.024016091600060463
2004-12-01,ARG,0.0285795945674181
2005-01-01,ARG,0.018101731315255165
2005-02-01,ARG,0.009651578031480312
2005-03-01,ARG,0.028635244816541672
2005-04-01,ARG,0.011771976947784424
2005-05-01,ARG,0.020933015272021294
2005-06-01,ARG,0.02107989229261875
2005-07-01,ARG,0.01831669546663761
2005-08-01,ARG,0.019421247765421867
2005-09-01,ARG,0.0233665332198143
2005-10-01,ARG,0.014363688416779041
2005-11-01,ARG,0.0426972471177578
2005-12-01,ARG,0.015679387375712395
2006-01-01,ARG,0.00615574000403285
2006-02-01,ARG,0.02547202818095684
2006-03-01,ARG,0.02582496404647827
2006-04-01,ARG,0.028203440830111504
2006-05-01,ARG,0.002992667956277728
2006-06-01,ARG,0.006044304929673672
2006-07-01,ARG,0.028585948050022125
2006-08-01,ARG,0.029044438153505325
2006-09-01,ARG,0.03338898345828056
2006-10-01,ARG,0.02976633422076702
2006-11-01,ARG,0.02429026924073696
2006-12-01,ARG,0.0065015279687941074
2007-01-01,ARG,0.01852995716035366
2007-02-01,ARG,0.01650165021419525
2007-03-01,ARG,0.01734806038439274
2007-04-01,ARG,0.012819690629839897
2007-05-01,ARG,0.03569110855460167
2007-06-01,ARG,0.02852976694703102
2007-07-01,ARG,0.022658854722976685
2007-08-01,ARG,0.0222172848880291
2007-09-01,ARG,0.009384384378790855
2007-10-01,ARG,0.025744443759322166
2007-11-01,ARG,0.023967165499925613
2007-12-01,ARG,0.012962182983756065
2008-01-01,ARG,0.024912029504776
2008-02-01,ARG,0.03814246132969856
2008-03-01,ARG,0.04025515541434288
2008-04-01,ARG,0.00950088631361723
2008-05-01,ARG,0.0183178149163723
2008-06-01,ARG,0.019572025164961815
2008-07-01,ARG,0.023118332028388977
2008-08-01,ARG,0.013347125612199306
2008-09-01,ARG,0.02929115481674671
2008-10-01,ARG,0.01874414272606373
2008-11-01,ARG,0.016894174739718437
2008-12-01,ARG,0.0
2009-01-01,ARG,0.010366633534431458
2009-02-01,ARG,0.022563176229596138
2009-03-01,ARG,0.0034695719368755817
2009-04-01,ARG,0.01807403191924095
2009-05-01,ARG,0.010788262821733952
2009-06-01,ARG,0.02256063185632229
2009-07-01,ARG,0.04967140406370163
2009-08-01,ARG,0.03601152449846268
2009-09-01,ARG,0.03414393588900566
2009-10-01,ARG,0.014223739504814148
2009-11-01,ARG,0.026683947071433067
2009-12-01,ARG,0.008045699447393417
2010-01-01,ARG,0.018484972417354584
2010-02-01,ARG,0.0655379593372345
2010-03-01,ARG,0.010181916877627373
2010-04-01,ARG,0.028473803773522377
2010-05-01,ARG,0.017060188576579094
2010-06-01,ARG,0.01031991746276617
2010-07-01,ARG,0.010550749488174915
2010-08-01,ARG,0.018773701041936874
2010-09-01,ARG,0.03516668826341629
2010-10-01,ARG,0.009863878600299358
2010-11-01,ARG,0.013975752517580986
2010-12-01,ARG,0.011329732835292816
2011-01-01,ARG,0.018101513385772705
2011-02-01,ARG,0.015472092665731907
2011-03-01,ARG,0.016636166721582413
2011-04-01,ARG,0.017889726907014847
2011-05-01,ARG,0.010710842907428741
2011-06-01,ARG,0.028804954141378403
2011-07-01,ARG,0.007374631240963936
2011-08-01,ARG,0.0037471428513526917
2011-09-01,ARG,0.007102272938936949
2011-10-01,ARG,0.024582967162132263
2011-11-01,ARG,0.0035580857656896114
2011-12-01,ARG,0.038034383207559586
2012-01-01,ARG,0.022288260981440544
2012-02-01,ARG,0.04570557922124863
2012-03-01,ARG,0.013794055208563805
2012-04-01,ARG,0.018971731886267662
2012-05-01,ARG,0.010838150046765804
2012-06-01,ARG,0.00748139014467597
2012-07-01,ARG,0.03465670719742775
2012-08-01,ARG,0.011210761964321136
2012-09-01,ARG,0.007329766172915697
2012-10-01,ARG,0.013956733979284763
2012-11-01,ARG,0.014192952774465084
2012-12-01,ARG,0.023299161344766617
2013-01-01,ARG,0.00733917998149991
2013-02-01,ARG,0.031576868146657944
2013-03-01,ARG,0.031912628561258316
2013-04-01,ARG,0.026205450296401978
2013-05-01,ARG,0.03607763722538948
2013-06-01,ARG,0.0038053197786211967
2013-07-01,ARG,0.01963556371629238
2013-08-01,ARG,0.00765257328748703
2013-09-01,ARG,0.03848225995898247
2013-10-01,ARG,0.03255090489983559
2013-11-01,ARG,0.003787161549553275
2013-12-01,ARG,0.012489591725170612
2014-01-01,ARG,0.015710918232798576
2014-02-01,ARG,0.012442969717085361
2014-03-01,ARG,0.01860465109348297
2014-04-01,ARG,0.015774736180901527
2014-05-01,ARG,0.0
2014-06-01,ARG,0.003965735901147127
2014-07-01,ARG,0.023534949868917465
2014-08-01,ARG,0.07034676522016525
2014-09-01,ARG,0.03211303800344467
2014-10-01,ARG,0.0038019921630620956
2014-11-01,ARG,0.016094636172056198
2014-12-01,ARG,0.013063357211649418
2015-01-01,ARG,0.0921388790011406
2015-02-01,ARG,0.0501733273267746
2015-03-01,ARG,0.024714751169085503
2015-04-01,ARG,0.021255793049931526
2015-05-01,ARG,0.008551028557121754
2015-06-01,ARG,0.021652519702911377
2015-07-01,ARG,0.03463353216648102
2015-08-01,ARG,0.004712091293185949
2015-09-01,ARG,0.021750478073954582
2015-10-01,ARG,0.004054985474795103
2015-11-01,ARG,0.031963471323251724
2015-12-01,ARG,0.0147550655528903
2016-01-01,ARG,0.013904337771236897
2016-02-01,ARG,0.014678539708256721
2016-03-01,ARG,0.02716038189828396
2016-04-01,ARG,0.04182739183306694
2016-05-01,ARG,0.031865980476140976
2016-06-01,ARG,0.009439750574529171
2016-07-01,ARG,0.03437607362866402
2016-08-01,ARG,0.025842463597655296
2016-09-01,ARG,0.005041338969022036
2016-10-01,ARG,0.019632864743471146
2016-11-01,ARG,0.015383826568722725
2016-12-01,ARG,0.021469593048095703
2017-01-01,ARG,0.010129659436643124
2017-02-01,ARG,0.011014428921043873
2017-03-01,ARG,0.0
2017-04-01,ARG,0.021015025675296783
2017-05-01,ARG,0.015231519006192684
2017-06-01,ARG,0.0
2017-07-01,ARG,0.0052985744550824165
2017-08-01,ARG,0.03738517314195633
2017-09-01,ARG,0.014979776926338673
2017-10-01,ARG,0.0040581123903393745
2017-11-01,ARG,0.06312068551778793
2017-12-01,ARG,0.018276523798704147
2018-01-01,ARG,0.0
2018-02-01,ARG,0.018599459901452065
2018-03-01,ARG,0.02805161476135254
2018-04-01,ARG,0.008638189174234867
2018-05-01,ARG,0.10084880888462067
2018-06-01,ARG,0.04956424608826637
2018-07-01,ARG,0.06830892711877823
2018-08-01,ARG,0.14332422614097595
2018-09-01,ARG,0.05459890887141228
2018-10-01,ARG,0.06590871512889862
2018-11-01,ARG,0.2627898156642914
2018-12-01,ARG,0.1408120095729828
2019-01-01,ARG,0.06374840438365936
2019-02-01,ARG,0.0377679169178009
2019-03-01,ARG,0.04171185567975044
2019-04-01,ARG,0.03133673593401909
2019-05-01,ARG,0.08166423439979553
2019-06-01,ARG,0.012943307869136333
2019-07-01,ARG,0.004424387123435736
2019-08-01,ARG,0.0663658082485199
2019-09-01,ARG,0.031002258881926537
2019-10-01,ARG,0.05465399846434593
2019-11-01,ARG,0.017605634406208992
2019-12-01,ARG,0.02426948770880699
2020-01-01,ARG,0.017648356035351753
2020-02-01,ARG,0.01783325895667076
2020-03-01,ARG,0.025654181838035583
2020-04-01,ARG,0.01856924034655094
2020-05-01,ARG,0.009012256748974323
2020-06-01,ARG,0.013842746615409851
2020-07-01,ARG,0.00900130532681942
2020-08-01,ARG,0.004452557768672705
2020-09-01,ARG,0.008962179534137249
2020-10-01,ARG,0.04218163341283798
2020-11-01,ARG,0.009177259169518948
2020-12-01,ARG,0.009442870505154133
2021-01-01,ARG,0.008846035227179527
2021-02-01,ARG,0.0
2021-03-01,ARG,0.030567685142159462
2021-04-01,ARG,0.01862284168601036
2021-05-01,ARG,0.01363016851246357
2021-06-01,ARG,0.004641663748770952
2021-07-01,ARG,0.02240745723247528
2021-08-01,ARG,0.024137098342180252
2021-09-01,ARG,0.0
2021-10-01,ARG,0.01792355626821518
2021-11-01,ARG,0.018952853977680206
2021-12-01,ARG,0.0049370527267456055
2022-01-01,ARG,0.014543339610099792
2022-02-01,ARG,0.03523608297109604
2022-03-01,ARG,0.12518054246902466
2022-04-01,ARG,0.058322641998529434
2022-05-01,ARG,0.011317978613078594
2022-06-01,ARG,0.035319048911333084
2022-07-01,ARG,0.06390147656202316
2022-08-01,ARG,0.04144955053925514
2022-09-01,ARG,0.023564064875245094
2022-10-01,ARG,0.011359763331711292
2022-11-01,ARG,0.02850789576768875
2022-12-01,ARG,0.024796973913908005
2023-01-01,ARG,0.03158958628773689
2023-02-01,ARG,0.006671113893389702
2023-03-01,ARG,0.017690764740109444
2023-04-01,ARG,0.019455252215266228
2023-05-01,ARG,0.018175208941102028
2023-06-01,ARG,0.018349746242165565
2023-07-01,ARG,0.012419275008141994
2023-08-01,ARG,0.04853779822587967
2023-09-01,ARG,0.030249863862991333
2023-10-01,ARG,0.035827312618494034
2023-11-01,ARG,0.03754928335547447
2023-12-01,ARG,0.05792997032403946
2024-01-01,ARG,0.02505323849618435
2024-02-01,ARG,0.0850062146782875
2024-03-01,ARG,0.01227596402168274
2024-04-01,ARG,0.04430099204182625
2024-05-01,ARG,0.07334066927433014
2024-06-01,ARG,0.044382449239492416
2024-07-01,ARG,0.018475182354450226
2024-08-01,ARG,0.037945862859487534
2024-09-01,ARG,0.032511867582798004
2024-10-01,ARG,0.043324872851371765
2024-11-01,ARG,0.05039370059967041
2024-12-01,ARG,0.027843520045280457
2025-01-01,ARG,0.031452476978302
2025-02-01,ARG,0.044967398047447205
1985-01-01,AUS,0.06042817607522011
1985-02-01,AUS,0.35123392939567566
1985-03-01,AUS,0.1220405176281929
1985-04-01,AUS,0.07022471725940704
1985-05-01,AUS,0.04331817105412483
1985-06-01,AUS,0.030776333063840866
1985-07-01,AUS,0.15316541492938995
1985-08-01,AUS,0.12582837045192719
1985-09-01,AUS,0.14290250837802887
1985-10-01,AUS,0.13432836532592773
1985-11-01,AUS,0.0390777662396431
1985-12-01,AUS,0.05516154319047928
1986-01-01,AUS,0.04142845422029495
1986-02-01,AUS,0.09030161052942276
1986-03-01,AUS,0.04087973013520241
1986-04-01,AUS,0.09959332644939423
1986-05-01,AUS,0.10620047152042389
1986-06-01,AUS,0.0736377015709877
1986-07-01,AUS,0.1544666588306427
1986-08-01,AUS,0.14998750388622284
1986-09-01,AUS,0.057447683066129684
1986-10-01,AUS,0.04559963569045067
1986-11-01,AUS,0.047717511653900146
1986-12-01,AUS,0.016072003170847893
1987-01-01,AUS,0.006432936526834965
1987-02-01,AUS,0.07566898316144943
1987-03-01,AUS,0.018325086683034897
1987-04-01,AUS,0.057940784841775894
1987-05-01,AUS,0.12065498530864716
1987-06-01,AUS,0.05909816175699234
1987-07-01,AUS,0.02959630638360977
1987-08-01,AUS,0.04807114601135254
1987-09-01,AUS,0.05191808566451073
1987-10-01,AUS,0.15375322103500366
1987-11-01,AUS,0.039897408336400986
1987-12-01,AUS,0.0398361012339592
1988-01-01,AUS,0.02881678380072117
1988-02-01,AUS,0.023346757516264915
1988-03-01,AUS,0.027094397693872452
1988-04-01,AUS,0.017336029559373856
1988-05-01,AUS,0.04975399374961853
1988-06-01,AUS,0.022554270923137665
1988-07-01,AUS,0.06601056456565857
1988-08-01,AUS,0.07035647332668304
1988-09-01,AUS,0.033338889479637146
1988-10-01,AUS,0.021975606679916382
1988-11-01,AUS,0.011592858470976353
1988-12-01,AUS,0.03954131901264191
1989-01-01,AUS,0.021449102088809013
1989-02-01,AUS,0.004641878884285688
1989-03-01,AUS,0.008059641346335411
1989-04-01,AUS,0.012660899199545383
1989-05-01,AUS,0.02078915573656559
1989-06-01,AUS,0.05039052665233612
1989-07-01,AUS,0.048971597105264664
1989-08-01,AUS,0.04758403077721596
1989-09-01,AUS,0.02127568982541561
1989-10-01,AUS,0.027698637917637825
1989-11-01,AUS,0.032901499420404434
1989-12-01,AUS,0.09538818895816803
1990-01-01,AUS,0.05735589191317558
1990-02-01,AUS,0.04018395394086838
1990-03-01,AUS,0.019418984651565552
1990-04-01,AUS,0.01638001576066017
1990-05-01,AUS,0.01587553508579731
1990-06-01,AUS,0.04564125835895538
1990-07-01,AUS,0.03380091115832329
1990-08-01,AUS,0.24392260611057281
1990-09-01,AUS,0.14945821464061737
1990-10-01,AUS,0.15242114663124084
1990-11-01,AUS,0.10079019516706467
1990-12-01,AUS,0.12089288234710693
1991-01-01,AUS,0.23520824313163757
1991-02-01,AUS,0.13845466077327728
1991-03-01,AUS,0.06549324840307236
1991-04-01,AUS,0.024100257083773613
1991-05-01,AUS,0.02997489646077156
1991-06-01,AUS,0.035721372812986374
1991-07-01,AUS,0.04545830190181732
1991-08-01,AUS,0.08936913311481476
1991-09-01,AUS,0.07543574273586273
1991-10-01,AUS,0.032833535224199295
1991-11-01,AUS,0.05402693524956703
1991-12-01,AUS,0.03165934607386589
1992-01-01,AUS,0.06115039065480232
1992-02-01,AUS,0.023706045001745224
1992-03-01,AUS,0.018248174339532852
1992-04-01,AUS,0.026431052014231682
1992-05-01,AUS,0.022309808060526848
1992-06-01,AUS,0.04235819727182388
1992-07-01,AUS,0.011352885514497757
1992-08-01,AUS,0.015499070286750793
1992-09-01,AUS,0.030707815662026405
1992-10-01,AUS,0.04305396229028702
1992-11-01,AUS,0.05742725729942322
1992-12-01,AUS,0.020145855844020844
1993-01-01,AUS,0.08265353739261627
1993-02-01,AUS,0.052689023315906525
1993-03-01,AUS,0.030576884746551514
1993-04-01,AUS,0.024273527786135674
1993-05-01,AUS,0.0548960417509079
1993-06-01,AUS,0.031079495325684547
1993-07-01,AUS,0.05350073054432869
1993-08-01,AUS,0.03706037253141403
1993-09-01,AUS,0.048879269510507584
1993-10-01,AUS,0.025783995166420937
1993-11-01,AUS,0.03383636847138405
1993-12-01,AUS,0.010557804256677628
1994-01-01,AUS,0.040996208786964417
1994-02-01,AUS,0.032933253794908524
1994-03-01,AUS,0.039768021553754807
1994-04-01,AUS,0.03127714991569519
1994-05-01,AUS,0.05350454896688461
1994-06-01,AUS,0.030620576813817024
1994-07-01,AUS,0.02426932007074356
1994-08-01,AUS,0.06056287884712219
1994-09-01,AUS,0.03382377699017525
1994-10-01,AUS,0.05872756987810135
1994-11-01,AUS,0.07335475832223892
1994-12-01,AUS,0.014173842035233974
1995-01-01,AUS,0.044112782925367355
1995-02-01,AUS,0.027973145246505737
1995-03-01,AUS,0.0282326377928257
1995-04-01,AUS,0.04055299609899521
1995-05-01,AUS,0.05451175570487976
1995-06-01,AUS,0.0665213018655777
1995-07-01,AUS,0.08188730478286743
1995-08-01,AUS,0.12125479429960251
1995-09-01,AUS,0.09088154882192612
1995-10-01,AUS,0.04822375997900963
1995-11-01,AUS,0.0597594678401947
1995-12-01,AUS,0.015917230397462845
1996-01-01,AUS,0.03799969702959061
1996-02-01,AUS,0.039804164320230484
1996-03-01,AUS,0.0367201566696167
1996-04-01,AUS,0.03195398673415184
1996-05-01,AUS,0.051242634654045105
1996-06-01,AUS,0.06617211550474167
1996-07-01,AUS,0.054508909583091736
1996-08-01,AUS,0.06045304238796234
1996-09-01,AUS,0.08485832065343857
1996-10-01,AUS,0.039000291377305984
1996-11-01,AUS,0.06445703655481339
1996-12-01,AUS,0.03779860958456993
1997-01-01,AUS,0.030168186873197556
1997-02-01,AUS,0.022031284868717194
1997-03-01,AUS,0.049086980521678925
1997-04-01,AUS,0.05395198240876198
1997-05-01,AUS,0.02286311611533165
1997-06-01,AUS,0.023900574073195457
1997-07-01,AUS,0.06456655263900757
1997-08-01,AUS,0.020816707983613014
1997-09-01,AUS,0.016415508463978767
1997-10-01,AUS,0.09439707547426224
1997-11-01,AUS,0.1651691347360611
1997-12-01,AUS,0.016413893550634384
1998-01-01,AUS,0.09512411803007126
1998-02-01,AUS,0.10287073999643326
1998-03-01,AUS,0.04088307544589043
1998-04-01,AUS,0.031026029959321022
1998-05-01,AUS,0.13160105049610138
1998-06-01,AUS,0.05658349022269249
1998-07-01,AUS,0.047944385558366776
1998-08-01,AUS,0.07764216512441635
1998-09-01,AUS,0.02916046977043152
1998-10-01,AUS,0.03399529680609703
1998-11-01,AUS,0.04782543703913689
1998-12-01,AUS,0.10111862421035767
1999-01-01,AUS,0.08199210464954376
1999-02-01,AUS,0.030626829713582993
1999-03-01,AUS,0.05617811530828476
1999-04-01,AUS,0.062030892819166183
1999-05-01,AUS,0.03626473248004913
1999-06-01,AUS,0.03979916870594025
1999-07-01,AUS,0.03159158304333687
1999-08-01,AUS,0.06219109147787094
1999-09-01,AUS,0.37572619318962097
1999-10-01,AUS,0.11800598353147507
1999-11-01,AUS,0.04779543727636337
1999-12-01,AUS,0.07939784973859787
2000-01-01,AUS,0.03596906736493111
2000-02-01,AUS,0.033382900059223175
2000-03-01,AUS,0.03284701332449913
2000-04-01,AUS,0.03298152983188629
2000-05-01,AUS,0.06819538027048111
2000-06-01,AUS,0.10593220591545105
2000-07-01,AUS,0.08896005898714066
2000-08-01,AUS,0.04737091436982155
2000-09-01,AUS,0.022376995533704758
2000-10-01,AUS,0.0274967011064291
2000-11-01,AUS,0.02502850443124771
2000-12-01,AUS,0.021612275391817093
2001-01-01,AUS,0.02026107907295227
2001-02-01,AUS,0.012637033127248287
2001-03-01,AUS,0.041070010513067245
2001-04-01,AUS,0.021107861772179604
2001-05-01,AUS,0.037015944719314575
2001-06-01,AUS,0.03870429843664169
2001-07-01,AUS,0.07527994364500046
2001-08-01,AUS,0.049862876534461975
2001-09-01,AUS,0.3370448350906372
2001-10-01,AUS,0.4026586413383484
2001-11-01,AUS,0.18321943283081055
2001-12-01,AUS,0.13722674548625946
2002-01-01,AUS,0.11266061663627625
2002-02-01,AUS,0.08788173645734787
2002-03-01,AUS,0.15638574957847595
2002-04-01,AUS,0.07975459843873978
2002-05-01,AUS,0.1309484839439392
2002-06-01,AUS,0.10796470940113068
2002-07-01,AUS,0.06332921981811523
2002-08-01,AUS,0.0677681714296341
2002-09-01,AUS,0.09521469473838806
2002-10-01,AUS,0.27467137575149536
2002-11-01,AUS,0.2386423945426941
2002-12-01,AUS,0.20811320841312408
2003-01-01,AUS,0.18456226587295532
