iso3a,iso3b,year,exportsallgoodatob_alldata,importsallgoodafromb_alldata,totaltradeawithb,totaltradeabgdpb,fbic,dependence,tradeagreementindex,maritime_connectivity,sentiment_index
AUS,IND,2012,12435140608.0,2612069888.0,15047209984.0,0.94143504,0.079595268,0.13622747,0,0.3,0.6599800204595034
AUS,IND,2013,8958808064.0,2143278208.0,11102086144.0,0.65291381,0.071398869,0.12356481,0,0.3,0.5379483449230542
AUS,IND,2014,7583822848.0,2532966656.0,10116789248.0,0.55392188,0.059773676,0.10599609,0,0.3,0.5665479759712232
AUS,IND,2015,7556413440.0,3014220800.0,10570634240.0,0.53591609,0.048897944,0.08879558,0,0.3,0.446401653075951
AUS,IND,2016,6502199808.0,2745024768.0,9247224832.0,0.43306565,0.042789374,0.079781383,0,0.3,0.4646834469215992
AUS,IND,2017,10460089344.0,3576637952.0,14036726784.0,0.61553901,0.041641109,0.079713881,0,0.3,0.4346695025149065
AUS,IND,2018,10534562816.0,3364919808.0,13899483136.0,0.57256985,0.040165614,0.079656646,0,0.3,0.4378712919300829
AUS,IND,2019,8602095616.0,2600839936.0,11202935808.0,0.44485977,0.037469089,0.078001842,0,0.3,0.436293296379629
AUS,IND,2020,6493602816.0,3015064320.0,9508667392.0,0.40424702,0.031475525,0.070783891,0,0.3,0.403735835511221
AUS,IND,2021,11735402496.0,5727374336.0,17462775808.0,0.66645408,0.030045725,0.074765801,0,0.3,0.417586490011899
AUS,IND,2022,15335605248.0,6364013568.0,21699618816.0,0.77395147,0.032732528,0.083413802,4,0.3,0.4527630945163315
AUS,IND,2023,12080331776.0,5782645248.0,17533532160.0,0.58304232,0.035340529,0.089192726,4,0.3,0.476780787139398
AUS,IDN,2006,3726874368.0,3103830272.0,6830704640.0,1.3875803,0.10382927,0.2350405,0,0.3,0.6673962463719008
AUS,IDN,2007,3536909824.0,3666121984.0,7203031552.0,1.3759117,0.1015332,0.2342754,0,0.3,0.6563710858593963
AUS,IDN,2008,3764362496.0,4275408384.0,8039770624.0,1.448627,0.10048665,0.23854665,0,0.3,0.6589847331970043
AUS,IDN,2009,3463876608.0,3427436032.0,6891312640.0,1.1867613,0.10341926,0.23109847,8,0.3,0.6352930875590305
AUS,IDN,2010,4240263680.0,4371728896.0,8611992576.0,1.3961868,0.1080751,0.22611731,8,0.3,0.668383562573659
AUS,IDN,2011,5586735616.0,5582530048.0,11169265664.0,1.7055465,0.11656805,0.22932063,8,0.3,0.6320050960091558
AUS,IDN,2012,4845490176.0,4807304704.0,9652795392.0,1.3901531,0.11635593,0.234644,8,0.3,0.6405783757861934
AUS,IDN,2013,4292514304.0,4239367936.0,8531881984.0,1.1640365,0.12855738,0.24247168,8,0.3,0.5357130934745973
AUS,IDN,2014,4329342464.0,4781523456.0,9110865920.0,1.1837618,0.14216135,0.24506591,8,0.3,0.5275901356298573
AUS,IDN,2015,3536248576.0,3530931968.0,7067180544.0,0.87553507,0.15980963,0.2461874,8,0.3,0.3497634641945006
AUS,IDN,2016,3809184768.0,3016382976.0,6825567744.0,0.80508137,0.1632117,0.24194102,8,0.3,0.3100492014630368
AUS,IDN,2017,4742491136.0,2308450560.0,7050941440.0,0.79153532,0.16138105,0.23230672,8,0.3,0.3744728925791325
AUS,IDN,2018,4250910720.0,2514503936.0,6765414912.0,0.72211772,0.15280081,0.21762073,8,0.3,0.3917686883744311
AUS,IDN,2019,3641219072.0,2044593280.0,5685812224.0,0.57787949,0.14600542,0.20705695,8,0.3,0.3941262037137545
AUS,IDN,2020,3144782848.0,2180529920.0,5325313024.0,0.55265301,0.13356975,0.19142945,8,0.3,0.3834372623650417
AUS,IDN,2021,6149245440.0,2675064576.0,8824309760.0,0.87268573,0.13963549,0.19638072,12,0.3,0.3953995204261266
AUS,IDN,2022,6632420352.0,2372480512.0,9004900352.0,0.84564871,0.1413423,0.19563672,12,0.3,0.3933862108791172
AUS,IDN,2023,5762823680.0,2345352704.0,7802802688.0,0.70407206,0.14497507,0.1988309,12,0.3,0.4283874427778851
AUS,JPN,2006,26728388608.0,14088680448.0,40817070080.0,1.0153856,0.035477299,0.099433884,0,0.3,0.6618703609703996
AUS,JPN,2007,28811253760.0,15361111040.0,44172365824.0,1.0827854,0.037493221,0.10315775,0,0.3,0.6796566689664888
AUS,JPN,2008,42878230528.0,17982494720.0,60860727296.0,1.5103554,0.04083994,0.11132341,0,0.3,0.648822445822856
AUS,JPN,2009,30948612096.0,12795459584.0,43744071680.0,1.1511123,0.042273592,0.11494606,0,0.3,0.6658942333610729
AUS,JPN,2010,41276964864.0,16344943616.0,57621909504.0,1.4566132,0.044742838,0.12082455,0,0.3,0.6666150123048618
AUS,JPN,2011,52103397376.0,17879793664.0,69983191040.0,1.7686725,0.046342518,0.12423172,0,0.3,0.6577614483640425
AUS,JPN,2012,48801034240.0,18050211840.0,66851246080.0,1.6666051,0.049043156,0.12970561,0,0.3,0.6444598684937429
AUS,JPN,2013,44148178944.0,16444738560.0,60592918528.0,1.4808936,0.049511161,0.13032982,0,0.3,0.5428794202452252
AUS,JPN,2014,41064423424.0,13502010368.0,54566432768.0,1.3296661,0.051898472,0.12596761,4,0.3,0.5640082967498253
AUS,JPN,2015,28477491200.0,12201726976.0,40679219200.0,0.97603309,0.052068919,0.11792339,4,0.3,0.4423767593912635
AUS,JPN,2016,22538315776.0,13319058432.0,35857375232.0,0.85390311,0.051229011,0.10899892,4,0.3,0.4369089036288571
AUS,JPN,2017,30835240960.0,14733072384.0,45568315392.0,1.0672776,0.049183942,0.10538516,4,0.3,0.4362014187783805
AUS,JPN,2018,37067735040.0,15399615488.0,52467351552.0,1.2217289,0.056775048,0.11015283,12,0.3,0.440046897383811
AUS,JPN,2019,35171454976.0,12751807488.0,47923261440.0,1.1186064,0.065076381,0.11535561,12,0.3,0.4283730307752417
AUS,JPN,2020,26962685952.0,10554592256.0,37517279232.0,0.91704375,0.068914086,0.11317776,12,0.3,0.4078974270744537
AUS,JPN,2021,38712877056.0,12649978880.0,51362852864.0,1.2130326,0.068279803,0.11295512,12,0.3,0.4359444446542155
AUS,JPN,2022,61131554816.0,12719775744.0,73851330560.0,1.7263848,0.074768327,0.12409393,12,0.3,0.4329950862646118
AUS,JPN,2023,43398299648.0,12531162112.0,55318691840.0,1.2745813,0.078311168,0.13090286,12,0.3,0.4511745509817208
AUS,KOR,2006,10288898048.0,5255138816.0,15544036352.0,1.5421705,0.042436361,0.10578284,0,0.4,0.6848878375633605
AUS,KOR,2007,12267700224.0,5066486272.0,17334185984.0,1.625508,0.051582135,0.10922004,0,0.4,0.65177857536563
AUS,KOR,2008,15823858688.0,5378192384.0,21202051072.0,1.9300573,0.061291419,0.11412244,0,0.4,0.6642274307859555
AUS,KOR,2009,12713573376.0,5505300992.0,18218874880.0,1.6454462,0.061814766,0.11633807,0,0.4,0.6842946801248758
AUS,KOR,2010,19405037568.0,6840872448.0,26245910528.0,2.2193947,0.065160803,0.12351155,0,0.4,0.679062735278004
AUS,KOR,2011,24075892736.0,8163289600.0,32239181824.0,2.6292753,0.068562403,0.13087106,0,0.4,0.6490693672005403
AUS,KOR,2012,20261007360.0,9065475072.0,29326483456.0,2.335629,0.070834786,0.13642602,0,0.4,0.6694906664382906
AUS,KOR,2013,18073315328.0,9276196864.0,27349512192.0,2.1113579,0.068532795,0.13477391,0,0.4,0.5586771076511755
AUS,KOR,2014,16969051136.0,9768400896.0,26737451008.0,2.0000582,0.065916896,0.12881634,4,0.4,0.5667259018911489
AUS,KOR,2015,12700847104.0,10289102848.0,22989950976.0,1.6727425,0.062371712,0.12276059,4,0.4,0.4462564569315592
AUS,KOR,2016,11076534272.0,7045798400.0,18122332160.0,1.2808266,0.054974474,0.11417147,4,0.4,0.443164732644043
AUS,KOR,2017,13860573184.0,15088081920.0,28948656128.0,1.9833269,0.051590499,0.1157236,4,0.4,0.4141176063845277
AUS,KOR,2018,15817997312.0,8660816896.0,24478814208.0,1.6297157,0.048454538,0.11516376,4,0.4,0.431788887844505
AUS,KOR,2019,15182926848.0,6944162816.0,22127089664.0,1.440811,0.049902696,0.11771195,4,0.4,0.4509528194235832
AUS,KOR,2020,13679119360.0,5399681024.0,19078799360.0,1.252993,0.045855895,0.10848744,4,0.4,0.4141156735236119
AUS,KOR,2021,21782806528.0,8092895744.0,29875701760.0,1.8591447,0.047726836,0.11223716,4,0.4,0.450454473578425
AUS,KOR,2022,27494508544.0,14439830528.0,41934340096.0,2.54439,0.054508675,0.12662038,4,0.4,0.4257698180899242
AUS,KOR,2023,19749003264.0,13321468928.0,32709328896.0,1.9719934,0.058895942,0.13583583,4,0.4,0.4517524182045338
AUS,MYS,2006,2327949568.0,5099760128.0,7427709952.0,4.0142598,0.064611889,0.18959382,0,0.4,0.6783884754803501
AUS,MYS,2007,2854580992.0,6413796864.0,9268377600.0,4.7122192,0.065319464,0.1905719,0,0.4,0.6536428455464159
AUS,MYS,2008,3541119232.0,7638749696.0,11179869184.0,5.422061,0.061889689,0.18165939,0,0.4,0.6879048057989269
AUS,MYS,2009,2584943360.0,6037395968.0,8622339072.0,4.2459769,0.071051911,0.18883516,8,0.4,0.6629925881624987
AUS,MYS,2010,3447198720.0,7696576512.0,11143775232.0,5.1083269,0.086899623,0.21068549,8,0.4,0.6522947633146645
AUS,MYS,2011,4645177344.0,8398272000.0,13043449856.0,5.6785364,0.10262246,0.22849849,8,0.4,0.6462099591762693
AUS,MYS,2012,5147914752.0,9246974976.0,14394889216.0,5.9416857,0.11670462,0.2479443,12,0.4,0.6629839105700676
AUS,MYS,2013,4908696576.0,8960893952.0,13869590528.0,5.4681902,0.12415062,0.25266269,12,0.4,0.5528647619547297
AUS,MYS,2014,5116159488.0,9589278720.0,14705438720.0,5.4692006,0.12952496,0.25278375,12,0.4,0.5092928047023403
AUS,MYS,2015,3250052608.0,6852849152.0,10102901760.0,3.5753996,0.12152918,0.23817985,12,0.4,0.3996480661311
AUS,MYS,2016,3665205248.0,6053550080.0,9718755328.0,3.2929296,0.11331147,0.22294118,12,0.4,0.3682998584935387
AUS,MYS,2017,4050364672.0,6936967680.0,10987332608.0,3.518239,0.10255279,0.20230918,12,0.4,0.3902496339903608
AUS,MYS,2018,4952990720.0,7462768128.0,12415758336.0,3.7919891,0.098621771,0.19332531,12,0.4,0.3804675489622302
AUS,MYS,2019,5441351680.0,6035224576.0,11476576256.0,3.3561532,0.097652681,0.19012019,12,0.4,0.3618407002265564
AUS,MYS,2020,4168349696.0,5041578496.0,9209927680.0,2.8544974,0.096568987,0.18730581,12,0.4,0.3546068184339096
AUS,MYS,2021,5209010176.0,7038846976.0,12247857152.0,3.6354539,0.096514463,0.18661572,12,0.4,0.4486062882832053
AUS,MYS,2022,7221164032.0,8510597120.0,15731761152.0,4.2960491,0.099593364,0.19142763,12,0.4,0.4480597719978978
AUS,MYS,2023,5586978304.0,8233282048.0,13669338112.0,3.6252065,0.10198404,0.1953927,12,0.4,0.3924714858173365
AUS,NLD,2006,2411588352.0,1583362176.0,3994950400.0,0.59792179,0.014754097,0.045329489,0,0.3,0.6924307605400406
AUS,NLD,2007,2501168128.0,1807571328.0,4308739072.0,0.62144029,0.019267054,0.05283938,0,0.3,0.6346670053318075
AUS,NLD,2008,3099855360.0,2176069888.0,5275924992.0,0.74477094,0.025749387,0.062556431,0,0.3,0.6621203856447395
AUS,NLD,2009,1621043072.0,1860738432.0,3481781504.0,0.51021183,0.02830494,0.065985166,0,0.3,0.6697783820193272
AUS,NLD,2010,2443247872.0,1937988992.0,4381236736.0,0.63350886,0.031009011,0.069744036,0,0.3,0.6747236714392119
AUS,NLD,2011,3612688896.0,2581620736.0,6194309632.0,0.88199049,0.033118505,0.073279992,0,0.3,0.6745848116592579
AUS,NLD,2012,2944422400.0,2969378560.0,5913800704.0,0.85081667,0.034259617,0.07608784,0,0.3,0.6539668065279871
AUS,NLD,2013,2133863680.0,2982023168.0,5115886592.0,0.73698038,0.033040524,0.07439211,0,0.3,0.54907552907114
AUS,NLD,2014,1688429056.0,2816843264.0,4505272320.0,0.63990837,0.029020052,0.067113578,0,0.3,0.5307864983064765
AUS,NLD,2015,1628441600.0,2446828288.0,4075269632.0,0.5677101,0.025301645,0.060468309,0,0.3,0.3658599809931091
AUS,NLD,2016,1672653056.0,2515479296.0,4188132352.0,0.57091975,0.023280269,0.057229325,0,0.3,0.3709101717510404
AUS,NLD,2017,1765112064.0,2850878208.0,4615990272.0,0.61144644,0.023905711,0.058825478,0,0.3,0.4130234566572224
AUS,NLD,2018,2181002752.0,3467171072.0,5648173568.0,0.73091531,0.025636094,0.062723383,0,0.3,0.3746178230809186
AUS,NLD,2019,1909415424.0,3359048192.0,5268463616.0,0.66870153,0.02589901,0.063383475,0,0.3,0.3633305634354454
AUS,NLD,2020,1557958016.0,3190605824.0,4748563968.0,0.62651199,0.023826787,0.059599288,0,0.3,0.336896489491531
AUS,NLD,2021,2208536320.0,3425435904.0,5633972224.0,0.70115268,0.022417044,0.055866014,0,0.3,0.431816500216869
AUS,NLD,2022,4426601984.0,3267945728.0,7694547968.0,0.91654783,0.023810135,0.058836181,0,0.3,0.3854578859965594
AUS,NLD,2023,2606885120.0,3414101504.0,5966177280.0,0.70852321,0.024264608,0.059584092,0,0.3,0.4258393377818378
AUS,PHL,2006,866767552.0,538107840.0,1404875392.0,0.79315507,0.037157368,0.13621084,0,0.3,0.6306794105071618
AUS,PHL,2007,993453376.0,570687616.0,1564140928.0,0.82902586,0.038770713,0.13990758,0,0.3,0.689947443660202
AUS,PHL,2008,1321177216.0,489601056.0,1810778368.0,0.91978782,0.043618381,0.15634675,0,0.3,0.7000005767605635
AUS,PHL,2009,953751552.0,319638784.0,1273390336.0,0.63758606,0.052756816,0.16651802,8,0.3,0.6703114647350901
AUS,PHL,2010,1178259840.0,359233600.0,1537493504.0,0.71721959,0.059680745,0.16760409,8,0.3,0.6922893516447692
AUS,PHL,2011,1587353472.0,384541632.0,1971895168.0,0.88568914,0.067497082,0.17053631,8,0.3,0.6674996727715669
AUS,PHL,2012,1845590016.0,379521376.0,2225111296.0,0.93494159,0.072461993,0.17995852,8,0.3,0.6897245142939655
AUS,PHL,2013,1300639872.0,783004992.0,2083644800.0,0.82013732,0.074810848,0.18369552,8,0.3,0.5536705588122659
AUS,PHL,2014,1387295104.0,783712448.0,2171007488.0,0.80351692,0.072755404,0.17703164,8,0.3,0.5632139387655306
AUS,PHL,2015,1113337600.0,428643072.0,1541980672.0,0.5366385,0.078070678,0.17483246,8,0.3,0.419501612252553
AUS,PHL,2016,1147099136.0,456888320.0,1603987456.0,0.52097178,0.088887714,0.1779082,8,0.3,0.37631410152752
AUS,PHL,2017,1615789440.0,403919392.0,2019708800.0,0.61347586,0.10020855,0.18142278,8,0.3,0.3380212991528206
AUS,PHL,2018,1450286592.0,386363712.0,1836650368.0,0.52460623,0.097624198,0.17281364,8,0.3,0.3456101695854947
AUS,PHL,2019,1713337728.0,350327808.0,2063665536.0,0.55546194,0.090919577,0.16196375,8,0.3,0.3840278885139133
AUS,PHL,2020,1275509504.0,316819968.0,1592329472.0,0.47368246,0.075117856,0.13558763,8,0.3,0.4011010984244896
AUS,PHL,2021,2568615424.0,440738528.0,3009353984.0,0.83685726,0.07318604,0.13245945,8,0.3,0.4455440263592506
AUS,PHL,2022,2707351040.0,417248800.0,3124599808.0,0.8077566,0.071795195,0.13151489,8,0.3,0.4945898260773925
AUS,PHL,2023,2566053632.0,416759872.0,2939865600.0,0.72671753,0.073134184,0.13625976,8,0.3,0.4801015631699122
AUS,SGP,2006,3874784000.0,11408744448.0,15283528704.0,8.3861465,0.075890325,0.19802941,4,0.4,0.6855430919120674
AUS,SGP,2007,3686475520.0,12086212608.0,15772688384.0,7.9383755,0.078589045,0.20131801,4,0.4,0.659948191991188
AUS,SGP,2008,5580100608.0,14430588928.0,20010690560.0,9.8870993,0.081425309,0.20708789,4,0.4,0.6602208455651797
AUS,SGP,2009,4437996032.0,11111415808.0,15549412352.0,7.6730113,0.089117043,0.2059979,12,0.4,0.672245253221346
AUS,SGP,2010,4578170368.0,12962533376.0,17540702208.0,7.5581951,0.11464275,0.21256423,12,0.4,0.6631710235806638
AUS,SGP,2011,6588094976.0,16092110848.0,22680205312.0,9.2009583,0.14586362,0.2212283,12,0.4,0.7059905932316884
AUS,SGP,2012,7256645632.0,16797637632.0,24054282240.0,9.3439598,0.1752021,0.23501945,12,0.4,0.7022604344546233
AUS,SGP,2013,5264013312.0,15331017728.0,20595030016.0,7.6324897,0.18209481,0.23880744,12,0.4,0.5654224589859899
AUS,SGP,2014,7236073984.0,14727342080.0,21963415552.0,7.8313904,0.17976163,0.23566742,12,0.4,0.5463333926313967
AUS,SGP,2015,4903416320.0,11007625216.0,15911042048.0,5.5093346,0.16813913,0.22285475,12,0.4,0.4890890900508959
AUS,SGP,2016,4030484992.0,8989789184.0,13020273664.0,4.3533311,0.1558473,0.20982976,12,0.4,0.4737570923149219
AUS,SGP,2017,4763924480.0,9199056896.0,13962982400.0,4.4605947,0.14056748,0.19267063,12,0.4,0.4673746906984814
AUS,SGP,2018,6639816704.0,11409521664.0,18049339392.0,5.5623617,0.13927805,0.19360663,12,0.4,0.4608043219825359
AUS,SGP,2019,7368054272.0,9941051392.0,17309106176.0,5.2764239,0.14006175,0.19811139,12,0.4,0.4556277691647231
AUS,SGP,2020,7196540416.0,5880513024.0,13077053440.0,4.1586428,0.13418084,0.19609269,12,0.4,0.4422072464114801
